"name","run.no.in.std.order","run.no","run.no.std.rp","size","temp","Blocks"
"1989","15",1989,"15.45","14","n",".45"
"1990","18",1990,"18.45","2","t",".45"
"1991","2",1991,"2.45","1","n",".45"
"1992","20",1992,"20.45","4","t",".45"
"1993","29",1993,"29.45","13","t",".45"
"1994","41",1994,"41.45","10","e",".45"
"1995","32",1995,"32.45","1","e",".45"
"1996","43",1996,"43.45","12","e",".45"
"1997","36",1997,"36.45","5","e",".45"
"1998","3",1998,"3.45","2","n",".45"
"1999","44",1999,"44.45","13","e",".45"
"2000","40",2000,"40.45","9","e",".45"
"2001","45",2001,"45.45","14","e",".45"
"2002","19",2002,"19.45","3","t",".45"
"2003","30",2003,"30.45","14","t",".45"
"2004","8",2004,"8.45","7","n",".45"
"2005","25",2005,"25.45","9","t",".45"
"2006","10",2006,"10.45","9","n",".45"
"2007","4",2007,"4.45","3","n",".45"
"2008","24",2008,"24.45","8","t",".45"
"2009","21",2009,"21.45","5","t",".45"
"2010","13",2010,"13.45","12","n",".45"
"2011","22",2011,"22.45","6","t",".45"
"2012","33",2012,"33.45","2","e",".45"
"2013","28",2013,"28.45","12","t",".45"
"2014","1",2014,"1.45","0","n",".45"
"2015","31",2015,"31.45","0","e",".45"
"2016","6",2016,"6.45","5","n",".45"
"2017","17",2017,"17.45","1","t",".45"
"2018","9",2018,"9.45","8","n",".45"
"2019","38",2019,"38.45","7","e",".45"
"2020","42",2020,"42.45","11","e",".45"
"2021","5",2021,"5.45","4","n",".45"
"2022","27",2022,"27.45","11","t",".45"
"2023","11",2023,"11.45","10","n",".45"
"2024","26",2024,"26.45","10","t",".45"
"2025","37",2025,"37.45","6","e",".45"
"2026","36",2026,"36.46","5","e",".46"
"2027","22",2027,"22.46","6","t",".46"
"2028","38",2028,"38.46","7","e",".46"
"2029","35",2029,"35.46","4","e",".46"
"2030","20",2030,"20.46","4","t",".46"
"2031","21",2031,"21.46","5","t",".46"
"2032","7",2032,"7.46","6","n",".46"
"2033","37",2033,"37.46","6","e",".46"
"2034","32",2034,"32.46","1","e",".46"
"2035","29",2035,"29.46","13","t",".46"
"2036","42",2036,"42.46","11","e",".46"
"2037","11",2037,"11.46","10","n",".46"
"2038","1",2038,"1.46","0","n",".46"
"2039","15",2039,"15.46","14","n",".46"
"2040","26",2040,"26.46","10","t",".46"
"2041","24",2041,"24.46","8","t",".46"
"2042","3",2042,"3.46","2","n",".46"
"2043","13",2043,"13.46","12","n",".46"
"2044","30",2044,"30.46","14","t",".46"
"2045","12",2045,"12.46","11","n",".46"
"2046","41",2046,"41.46","10","e",".46"
"2047","18",2047,"18.46","2","t",".46"
"2048","14",2048,"14.46","13","n",".46"
"2049","17",2049,"17.46","1","t",".46"
"2050","39",2050,"39.46","8","e",".46"
"2051","25",2051,"25.46","9","t",".46"
"2052","31",2052,"31.46","0","e",".46"
"2053","23",2053,"23.46","7","t",".46"
"2054","28",2054,"28.46","12","t",".46"
"2055","45",2055,"45.46","14","e",".46"
"2056","16",2056,"16.46","0","t",".46"
"2057","43",2057,"43.46","12","e",".46"
"2058","2",2058,"2.46","1","n",".46"
"2059","10",2059,"10.46","9","n",".46"
"2060","19",2060,"19.46","3","t",".46"
"2061","44",2061,"44.46","13","e",".46"
"2062","8",2062,"8.46","7","n",".46"
"2063","5",2063,"5.46","4","n",".46"
"2064","4",2064,"4.46","3","n",".46"
"2065","9",2065,"9.46","8","n",".46"
"2066","40",2066,"40.46","9","e",".46"
"2067","27",2067,"27.46","11","t",".46"
"2068","34",2068,"34.46","3","e",".46"
"2069","6",2069,"6.46","5","n",".46"
"2070","33",2070,"33.46","2","e",".46"
"2071","15",2071,"15.47","14","n",".47"
"2072","12",2072,"12.47","11","n",".47"
"2073","32",2073,"32.47","1","e",".47"
"2074","27",2074,"27.47","11","t",".47"
"2075","35",2075,"35.47","4","e",".47"
"2076","31",2076,"31.47","0","e",".47"
"2077","14",2077,"14.47","13","n",".47"
"2078","8",2078,"8.47","7","n",".47"
"2079","33",2079,"33.47","2","e",".47"
"2080","10",2080,"10.47","9","n",".47"
"2081","41",2081,"41.47","10","e",".47"
"2082","42",2082,"42.47","11","e",".47"
"2083","34",2083,"34.47","3","e",".47"
"2084","20",2084,"20.47","4","t",".47"
"2085","5",2085,"5.47","4","n",".47"
"2086","40",2086,"40.47","9","e",".47"
"2087","29",2087,"29.47","13","t",".47"
"2088","18",2088,"18.47","2","t",".47"
"2089","22",2089,"22.47","6","t",".47"
"2090","25",2090,"25.47","9","t",".47"
"2091","38",2091,"38.47","7","e",".47"
"2092","2",2092,"2.47","1","n",".47"
"2093","19",2093,"19.47","3","t",".47"
"2094","16",2094,"16.47","0","t",".47"
"2095","39",2095,"39.47","8","e",".47"
"2096","1",2096,"1.47","0","n",".47"
"2097","43",2097,"43.47","12","e",".47"
"2098","3",2098,"3.47","2","n",".47"
"2099","13",2099,"13.47","12","n",".47"
"2100","4",2100,"4.47","3","n",".47"
"2101","37",2101,"37.47","6","e",".47"
"2102","21",2102,"21.47","5","t",".47"
"2103","11",2103,"11.47","10","n",".47"
"2104","23",2104,"23.47","7","t",".47"
"2105","44",2105,"44.47","13","e",".47"
"2106","7",2106,"7.47","6","n",".47"
"2107","6",2107,"6.47","5","n",".47"
"2108","17",2108,"17.47","1","t",".47"
"2109","9",2109,"9.47","8","n",".47"
"2110","26",2110,"26.47","10","t",".47"
"2111","30",2111,"30.47","14","t",".47"
"2112","28",2112,"28.47","12","t",".47"
"2113","36",2113,"36.47","5","e",".47"
"2114","24",2114,"24.47","8","t",".47"
"2115","45",2115,"45.47","14","e",".47"
"2116","3",2116,"3.48","2","n",".48"
"2117","21",2117,"21.48","5","t",".48"
"2118","8",2118,"8.48","7","n",".48"
"2119","28",2119,"28.48","12","t",".48"
"2120","10",2120,"10.48","9","n",".48"
"2121","31",2121,"31.48","0","e",".48"
"2122","42",2122,"42.48","11","e",".48"
"2123","6",2123,"6.48","5","n",".48"
"2124","39",2124,"39.48","8","e",".48"
"2125","12",2125,"12.48","11","n",".48"
"2126","19",2126,"19.48","3","t",".48"
"2127","13",2127,"13.48","12","n",".48"
"2128","40",2128,"40.48","9","e",".48"
"2129","26",2129,"26.48","10","t",".48"
"2130","2",2130,"2.48","1","n",".48"
"2131","34",2131,"34.48","3","e",".48"
"2132","23",2132,"23.48","7","t",".48"
"2133","35",2133,"35.48","4","e",".48"
"2134","43",2134,"43.48","12","e",".48"
"2135","33",2135,"33.48","2","e",".48"
"2136","25",2136,"25.48","9","t",".48"
"2137","30",2137,"30.48","14","t",".48"
"2138","14",2138,"14.48","13","n",".48"
"2139","15",2139,"15.48","14","n",".48"
"2140","1",2140,"1.48","0","n",".48"
"2141","37",2141,"37.48","6","e",".48"
"2142","17",2142,"17.48","1","t",".48"
"2143","27",2143,"27.48","11","t",".48"
"2144","22",2144,"22.48","6","t",".48"
"2145","36",2145,"36.48","5","e",".48"
"2146","32",2146,"32.48","1","e",".48"
"2147","20",2147,"20.48","4","t",".48"
"2148","7",2148,"7.48","6","n",".48"
"2149","18",2149,"18.48","2","t",".48"
"2150","11",2150,"11.48","10","n",".48"
"2151","44",2151,"44.48","13","e",".48"
"2152","9",2152,"9.48","8","n",".48"
"2153","5",2153,"5.48","4","n",".48"
"2154","24",2154,"24.48","8","t",".48"
"2155","45",2155,"45.48","14","e",".48"
"2156","29",2156,"29.48","13","t",".48"
"2157","16",2157,"16.48","0","t",".48"
"2158","4",2158,"4.48","3","n",".48"
"2159","38",2159,"38.48","7","e",".48"
"2160","41",2160,"41.48","10","e",".48"
"2161","30",2161,"30.49","14","t",".49"
"2162","31",2162,"31.49","0","e",".49"
"2163","15",2163,"15.49","14","n",".49"
"2164","6",2164,"6.49","5","n",".49"
"2165","37",2165,"37.49","6","e",".49"
"2166","13",2166,"13.49","12","n",".49"
"2167","34",2167,"34.49","3","e",".49"
"2168","39",2168,"39.49","8","e",".49"
"2169","8",2169,"8.49","7","n",".49"
"2170","21",2170,"21.49","5","t",".49"
"2171","44",2171,"44.49","13","e",".49"
"2172","16",2172,"16.49","0","t",".49"
"2173","24",2173,"24.49","8","t",".49"
"2174","29",2174,"29.49","13","t",".49"
"2175","22",2175,"22.49","6","t",".49"
"2176","2",2176,"2.49","1","n",".49"
"2177","7",2177,"7.49","6","n",".49"
"2178","25",2178,"25.49","9","t",".49"
"2179","18",2179,"18.49","2","t",".49"
"2180","26",2180,"26.49","10","t",".49"
"2181","42",2181,"42.49","11","e",".49"
"2182","14",2182,"14.49","13","n",".49"
"2183","38",2183,"38.49","7","e",".49"
"2184","41",2184,"41.49","10","e",".49"
"2185","10",2185,"10.49","9","n",".49"
"2186","27",2186,"27.49","11","t",".49"
"2187","12",2187,"12.49","11","n",".49"
"2188","36",2188,"36.49","5","e",".49"
"2189","35",2189,"35.49","4","e",".49"
"2190","1",2190,"1.49","0","n",".49"
"2191","28",2191,"28.49","12","t",".49"
"2192","33",2192,"33.49","2","e",".49"
"2193","5",2193,"5.49","4","n",".49"
"2194","3",2194,"3.49","2","n",".49"
"2195","32",2195,"32.49","1","e",".49"
"2196","19",2196,"19.49","3","t",".49"
"2197","43",2197,"43.49","12","e",".49"
"2198","20",2198,"20.49","4","t",".49"
"2199","11",2199,"11.49","10","n",".49"
"2200","17",2200,"17.49","1","t",".49"
"2201","45",2201,"45.49","14","e",".49"
"2202","23",2202,"23.49","7","t",".49"
"2203","4",2203,"4.49","3","n",".49"
"2204","40",2204,"40.49","9","e",".49"
"2205","9",2205,"9.49","8","n",".49"
"2206","11",2206,"11.50","10","n",".50"
"2207","29",2207,"29.50","13","t",".50"
"2208","28",2208,"28.50","12","t",".50"
"2209","33",2209,"33.50","2","e",".50"
"2210","25",2210,"25.50","9","t",".50"
"2211","13",2211,"13.50","12","n",".50"
"2212","1",2212,"1.50","0","n",".50"
"2213","37",2213,"37.50","6","e",".50"
"2214","42",2214,"42.50","11","e",".50"
"2215","17",2215,"17.50","1","t",".50"
"2216","18",2216,"18.50","2","t",".50"
"2217","23",2217,"23.50","7","t",".50"
"2218","27",2218,"27.50","11","t",".50"
"2219","15",2219,"15.50","14","n",".50"
"2220","22",2220,"22.50","6","t",".50"
"2221","31",2221,"31.50","0","e",".50"
"2222","40",2222,"40.50","9","e",".50"
"2223","38",2223,"38.50","7","e",".50"
"2224","6",2224,"6.50","5","n",".50"
"2225","21",2225,"21.50","5","t",".50"
"2226","19",2226,"19.50","3","t",".50"
"2227","39",2227,"39.50","8","e",".50"
"2228","41",2228,"41.50","10","e",".50"
"2229","30",2229,"30.50","14","t",".50"
"2230","2",2230,"2.50","1","n",".50"
"2231","3",2231,"3.50","2","n",".50"
"2232","35",2232,"35.50","4","e",".50"
"2233","32",2233,"32.50","1","e",".50"
"2234","12",2234,"12.50","11","n",".50"
"2235","8",2235,"8.50","7","n",".50"
"2236","20",2236,"20.50","4","t",".50"
"2237","9",2237,"9.50","8","n",".50"
"2238","10",2238,"10.50","9","n",".50"
"2239","7",2239,"7.50","6","n",".50"
"2240","44",2240,"44.50","13","e",".50"
"2241","43",2241,"43.50","12","e",".50"
"2242","36",2242,"36.50","5","e",".50"
"2243","5",2243,"5.50","4","n",".50"
"2244","24",2244,"24.50","8","t",".50"
"2245","26",2245,"26.50","10","t",".50"
"2246","16",2246,"16.50","0","t",".50"
"2247","34",2247,"34.50","3","e",".50"
"2248","45",2248,"45.50","14","e",".50"
"2249","4",2249,"4.50","3","n",".50"
"2250","14",2250,"14.50","13","n",".50"
