"name","run.no.in.std.order","run.no","run.no.std.rp","size","temp","Blocks"
"693","9",693,"9.16","8","n",".16"
"694","10",694,"10.16","9","n",".16"
"695","28",695,"28.16","12","t",".16"
"696","5",696,"5.16","4","n",".16"
"697","40",697,"40.16","9","e",".16"
"698","4",698,"4.16","3","n",".16"
"699","1",699,"1.16","0","n",".16"
"700","17",700,"17.16","1","t",".16"
"701","6",701,"6.16","5","n",".16"
"702","41",702,"41.16","10","e",".16"
"703","33",703,"33.16","2","e",".16"
"704","14",704,"14.16","13","n",".16"
"705","45",705,"45.16","14","e",".16"
"706","11",706,"11.16","10","n",".16"
"707","18",707,"18.16","2","t",".16"
"708","35",708,"35.16","4","e",".16"
"709","16",709,"16.16","0","t",".16"
"710","15",710,"15.16","14","n",".16"
"711","27",711,"27.16","11","t",".16"
"712","3",712,"3.16","2","n",".16"
"713","19",713,"19.16","3","t",".16"
"714","13",714,"13.16","12","n",".16"
"715","36",715,"36.16","5","e",".16"
"716","34",716,"34.16","3","e",".16"
"717","2",717,"2.16","1","n",".16"
"718","22",718,"22.16","6","t",".16"
"719","42",719,"42.16","11","e",".16"
"720","32",720,"32.16","1","e",".16"
"721","4",721,"4.17","3","n",".17"
"722","15",722,"15.17","14","n",".17"
"723","33",723,"33.17","2","e",".17"
"724","30",724,"30.17","14","t",".17"
"725","18",725,"18.17","2","t",".17"
"726","3",726,"3.17","2","n",".17"
"727","32",727,"32.17","1","e",".17"
"728","26",728,"26.17","10","t",".17"
"729","25",729,"25.17","9","t",".17"
"730","22",730,"22.17","6","t",".17"
"731","14",731,"14.17","13","n",".17"
"732","42",732,"42.17","11","e",".17"
"733","28",733,"28.17","12","t",".17"
"734","39",734,"39.17","8","e",".17"
"735","29",735,"29.17","13","t",".17"
"736","45",736,"45.17","14","e",".17"
"737","36",737,"36.17","5","e",".17"
"738","10",738,"10.17","9","n",".17"
"739","38",739,"38.17","7","e",".17"
"740","5",740,"5.17","4","n",".17"
"741","31",741,"31.17","0","e",".17"
"742","43",742,"43.17","12","e",".17"
"743","40",743,"40.17","9","e",".17"
"744","1",744,"1.17","0","n",".17"
"745","24",745,"24.17","8","t",".17"
"746","13",746,"13.17","12","n",".17"
"747","44",747,"44.17","13","e",".17"
"748","6",748,"6.17","5","n",".17"
"749","7",749,"7.17","6","n",".17"
"750","11",750,"11.17","10","n",".17"
"751","17",751,"17.17","1","t",".17"
"752","2",752,"2.17","1","n",".17"
"753","21",753,"21.17","5","t",".17"
"754","9",754,"9.17","8","n",".17"
"755","37",755,"37.17","6","e",".17"
"756","16",756,"16.17","0","t",".17"
"757","8",757,"8.17","7","n",".17"
"758","27",758,"27.17","11","t",".17"
"759","20",759,"20.17","4","t",".17"
"760","12",760,"12.17","11","n",".17"
"761","34",761,"34.17","3","e",".17"
"762","19",762,"19.17","3","t",".17"
"763","35",763,"35.17","4","e",".17"
"764","41",764,"41.17","10","e",".17"
"765","23",765,"23.17","7","t",".17"
"766","6",766,"6.18","5","n",".18"
"767","17",767,"17.18","1","t",".18"
"768","29",768,"29.18","13","t",".18"
"769","30",769,"30.18","14","t",".18"
"770","2",770,"2.18","1","n",".18"
"771","26",771,"26.18","10","t",".18"
"772","7",772,"7.18","6","n",".18"
"773","28",773,"28.18","12","t",".18"
"774","36",774,"36.18","5","e",".18"
"775","10",775,"10.18","9","n",".18"
"776","45",776,"45.18","14","e",".18"
"777","14",777,"14.18","13","n",".18"
"778","22",778,"22.18","6","t",".18"
"779","42",779,"42.18","11","e",".18"
"780","19",780,"19.18","3","t",".18"
"781","1",781,"1.18","0","n",".18"
"782","41",782,"41.18","10","e",".18"
"783","4",783,"4.18","3","n",".18"
"784","43",784,"43.18","12","e",".18"
"785","38",785,"38.18","7","e",".18"
"786","5",786,"5.18","4","n",".18"
"787","32",787,"32.18","1","e",".18"
"788","31",788,"31.18","0","e",".18"
"789","15",789,"15.18","14","n",".18"
"790","23",790,"23.18","7","t",".18"
"791","20",791,"20.18","4","t",".18"
"792","39",792,"39.18","8","e",".18"
"793","25",793,"25.18","9","t",".18"
"794","11",794,"11.18","10","n",".18"
"795","40",795,"40.18","9","e",".18"
"796","44",796,"44.18","13","e",".18"
"797","27",797,"27.18","11","t",".18"
"798","18",798,"18.18","2","t",".18"
"799","16",799,"16.18","0","t",".18"
"800","35",800,"35.18","4","e",".18"
"801","8",801,"8.18","7","n",".18"
"802","3",802,"3.18","2","n",".18"
"803","9",803,"9.18","8","n",".18"
"804","34",804,"34.18","3","e",".18"
"805","33",805,"33.18","2","e",".18"
"806","12",806,"12.18","11","n",".18"
"807","37",807,"37.18","6","e",".18"
"808","13",808,"13.18","12","n",".18"
"809","24",809,"24.18","8","t",".18"
"810","21",810,"21.18","5","t",".18"
"811","30",811,"30.19","14","t",".19"
"812","44",812,"44.19","13","e",".19"
"813","19",813,"19.19","3","t",".19"
"814","25",814,"25.19","9","t",".19"
"815","37",815,"37.19","6","e",".19"
"816","16",816,"16.19","0","t",".19"
"817","28",817,"28.19","12","t",".19"
"818","29",818,"29.19","13","t",".19"
"819","20",819,"20.19","4","t",".19"
"820","45",820,"45.19","14","e",".19"
"821","24",821,"24.19","8","t",".19"
"822","13",822,"13.19","12","n",".19"
"823","22",823,"22.19","6","t",".19"
"824","21",824,"21.19","5","t",".19"
"825","39",825,"39.19","8","e",".19"
"826","17",826,"17.19","1","t",".19"
"827","40",827,"40.19","9","e",".19"
"828","23",828,"23.19","7","t",".19"
"829","6",829,"6.19","5","n",".19"
"830","9",830,"9.19","8","n",".19"
"831","2",831,"2.19","1","n",".19"
"832","1",832,"1.19","0","n",".19"
"833","8",833,"8.19","7","n",".19"
"834","35",834,"35.19","4","e",".19"
"835","27",835,"27.19","11","t",".19"
"836","5",836,"5.19","4","n",".19"
"837","3",837,"3.19","2","n",".19"
"838","10",838,"10.19","9","n",".19"
"839","11",839,"11.19","10","n",".19"
"840","36",840,"36.19","5","e",".19"
"841","7",841,"7.19","6","n",".19"
"842","26",842,"26.19","10","t",".19"
"843","33",843,"33.19","2","e",".19"
"844","18",844,"18.19","2","t",".19"
"845","42",845,"42.19","11","e",".19"
"846","43",846,"43.19","12","e",".19"
"847","31",847,"31.19","0","e",".19"
"848","38",848,"38.19","7","e",".19"
"849","32",849,"32.19","1","e",".19"
"850","41",850,"41.19","10","e",".19"
"851","34",851,"34.19","3","e",".19"
"852","12",852,"12.19","11","n",".19"
"853","14",853,"14.19","13","n",".19"
"854","4",854,"4.19","3","n",".19"
"855","15",855,"15.19","14","n",".19"
"856","5",856,"5.20","4","n",".20"
"857","39",857,"39.20","8","e",".20"
"858","24",858,"24.20","8","t",".20"
"859","26",859,"26.20","10","t",".20"
"860","30",860,"30.20","14","t",".20"
"861","21",861,"21.20","5","t",".20"
"862","16",862,"16.20","0","t",".20"
"863","19",863,"19.20","3","t",".20"
"864","28",864,"28.20","12","t",".20"
"865","31",865,"31.20","0","e",".20"
"866","13",866,"13.20","12","n",".20"
"867","32",867,"32.20","1","e",".20"
"868","9",868,"9.20","8","n",".20"
"869","42",869,"42.20","11","e",".20"
"870","4",870,"4.20","3","n",".20"
"871","29",871,"29.20","13","t",".20"
"872","2",872,"2.20","1","n",".20"
"873","14",873,"14.20","13","n",".20"
"874","10",874,"10.20","9","n",".20"
"875","43",875,"43.20","12","e",".20"
"876","18",876,"18.20","2","t",".20"
"877","41",877,"41.20","10","e",".20"
"878","11",878,"11.20","10","n",".20"
"879","33",879,"33.20","2","e",".20"
"880","7",880,"7.20","6","n",".20"
"881","6",881,"6.20","5","n",".20"
"882","34",882,"34.20","3","e",".20"
"883","38",883,"38.20","7","e",".20"
"884","23",884,"23.20","7","t",".20"
"885","35",885,"35.20","4","e",".20"
"886","45",886,"45.20","14","e",".20"
"887","8",887,"8.20","7","n",".20"
"888","1",888,"1.20","0","n",".20"
"889","36",889,"36.20","5","e",".20"
"890","27",890,"27.20","11","t",".20"
"891","20",891,"20.20","4","t",".20"
"892","22",892,"22.20","6","t",".20"
"893","12",893,"12.20","11","n",".20"
"894","37",894,"37.20","6","e",".20"
"895","17",895,"17.20","1","t",".20"
"896","40",896,"40.20","9","e",".20"
"897","15",897,"15.20","14","n",".20"
"898","3",898,"3.20","2","n",".20"
"899","44",899,"44.20","13","e",".20"
"900","25",900,"25.20","9","t",".20"
"901","25",901,"25.21","9","t",".21"
"902","42",902,"42.21","11","e",".21"
"903","2",903,"2.21","1","n",".21"
"904","9",904,"9.21","8","n",".21"
"905","13",905,"13.21","12","n",".21"
"906","45",906,"45.21","14","e",".21"
"907","28",907,"28.21","12","t",".21"
"908","39",908,"39.21","8","e",".21"
"909","37",909,"37.21","6","e",".21"
"910","16",910,"16.21","0","t",".21"
"911","8",911,"8.21","7","n",".21"
"912","43",912,"43.21","12","e",".21"
"913","26",913,"26.21","10","t",".21"
"914","4",914,"4.21","3","n",".21"
"915","18",915,"18.21","2","t",".21"
"916","30",916,"30.21","14","t",".21"
"917","12",917,"12.21","11","n",".21"
"918","27",918,"27.21","11","t",".21"
"919","20",919,"20.21","4","t",".21"
"920","24",920,"24.21","8","t",".21"
"921","10",921,"10.21","9","n",".21"
"922","19",922,"19.21","3","t",".21"
"923","32",923,"32.21","1","e",".21"
"924","34",924,"34.21","3","e",".21"
"925","7",925,"7.21","6","n",".21"
"926","1",926,"1.21","0","n",".21"
"927","23",927,"23.21","7","t",".21"
"928","31",928,"31.21","0","e",".21"
"929","5",929,"5.21","4","n",".21"
"930","21",930,"21.21","5","t",".21"
"931","14",931,"14.21","13","n",".21"
"932","22",932,"22.21","6","t",".21"
"933","29",933,"29.21","13","t",".21"
"934","3",934,"3.21","2","n",".21"
"935","38",935,"38.21","7","e",".21"
"936","35",936,"35.21","4","e",".21"
"937","33",937,"33.21","2","e",".21"
"938","11",938,"11.21","10","n",".21"
"939","36",939,"36.21","5","e",".21"
"940","41",940,"41.21","10","e",".21"
"941","40",941,"40.21","9","e",".21"
"942","44",942,"44.21","13","e",".21"
"943","6",943,"6.21","5","n",".21"
"944","17",944,"17.21","1","t",".21"
"945","15",945,"15.21","14","n",".21"
"946","16",946,"16.22","0","t",".22"
"947","14",947,"14.22","13","n",".22"
"948","37",948,"37.22","6","e",".22"
"949","1",949,"1.22","0","n",".22"
"950","18",950,"18.22","2","t",".22"
"951","41",951,"41.22","10","e",".22"
"952","17",952,"17.22","1","t",".22"
"953","36",953,"36.22","5","e",".22"
"954","35",954,"35.22","4","e",".22"
"955","32",955,"32.22","1","e",".22"
"956","5",956,"5.22","4","n",".22"
"957","31",957,"31.22","0","e",".22"
"958","43",958,"43.22","12","e",".22"
"959","39",959,"39.22","8","e",".22"
"960","15",960,"15.22","14","n",".22"
"961","3",961,"3.22","2","n",".22"
"962","34",962,"34.22","3","e",".22"
"963","13",963,"13.22","12","n",".22"
"964","21",964,"21.22","5","t",".22"
"965","12",965,"12.22","11","n",".22"
"966","23",966,"23.22","7","t",".22"
"967","19",967,"19.22","3","t",".22"
"968","7",968,"7.22","6","n",".22"
"969","8",969,"8.22","7","n",".22"
"970","22",970,"22.22","6","t",".22"
"971","4",971,"4.22","3","n",".22"
"972","44",972,"44.22","13","e",".22"
"973","38",973,"38.22","7","e",".22"
"974","30",974,"30.22","14","t",".22"
"975","10",975,"10.22","9","n",".22"
"976","24",976,"24.22","8","t",".22"
"977","33",977,"33.22","2","e",".22"
"978","40",978,"40.22","9","e",".22"
"979","42",979,"42.22","11","e",".22"
"980","45",980,"45.22","14","e",".22"
"981","27",981,"27.22","11","t",".22"
"982","28",982,"28.22","12","t",".22"
"983","20",983,"20.22","4","t",".22"
"984","25",984,"25.22","9","t",".22"
"985","2",985,"2.22","1","n",".22"
"986","29",986,"29.22","13","t",".22"
"987","11",987,"11.22","10","n",".22"
"988","26",988,"26.22","10","t",".22"
"989","6",989,"6.22","5","n",".22"
"990","9",990,"9.22","8","n",".22"
"991","6",991,"6.23","5","n",".23"
"992","2",992,"2.23","1","n",".23"
"993","29",993,"29.23","13","t",".23"
"994","26",994,"26.23","10","t",".23"
"995","21",995,"21.23","5","t",".23"
"996","18",996,"18.23","2","t",".23"
"997","23",997,"23.23","7","t",".23"
"998","13",998,"13.23","12","n",".23"
"999","8",999,"8.23","7","n",".23"
"1000","14",1000,"14.23","13","n",".23"
"1001","39",1001,"39.23","8","e",".23"
"1002","4",1002,"4.23","3","n",".23"
"1003","44",1003,"44.23","13","e",".23"
"1004","25",1004,"25.23","9","t",".23"
"1005","11",1005,"11.23","10","n",".23"
"1006","1",1006,"1.23","0","n",".23"
"1007","22",1007,"22.23","6","t",".23"
"1008","35",1008,"35.23","4","e",".23"
"1009","28",1009,"28.23","12","t",".23"
"1010","38",1010,"38.23","7","e",".23"
"1011","32",1011,"32.23","1","e",".23"
"1012","43",1012,"43.23","12","e",".23"
"1013","40",1013,"40.23","9","e",".23"
"1014","31",1014,"31.23","0","e",".23"
"1015","45",1015,"45.23","14","e",".23"
"1016","42",1016,"42.23","11","e",".23"
"1017","10",1017,"10.23","9","n",".23"
"1018","27",1018,"27.23","11","t",".23"
"1019","3",1019,"3.23","2","n",".23"
"1020","30",1020,"30.23","14","t",".23"
"1021","12",1021,"12.23","11","n",".23"
"1022","37",1022,"37.23","6","e",".23"
"1023","33",1023,"33.23","2","e",".23"
"1024","34",1024,"34.23","3","e",".23"
"1025","15",1025,"15.23","14","n",".23"
"1026","19",1026,"19.23","3","t",".23"
"1027","36",1027,"36.23","5","e",".23"
"1028","24",1028,"24.23","8","t",".23"
"1029","16",1029,"16.23","0","t",".23"
"1030","41",1030,"41.23","10","e",".23"
"1031","17",1031,"17.23","1","t",".23"
"1032","7",1032,"7.23","6","n",".23"
"1033","20",1033,"20.23","4","t",".23"
"1034","5",1034,"5.23","4","n",".23"
"1035","9",1035,"9.23","8","n",".23"
"1036","12",1036,"12.24","11","n",".24"
"1037","26",1037,"26.24","10","t",".24"
"1038","34",1038,"34.24","3","e",".24"
"1039","19",1039,"19.24","3","t",".24"
"1040","41",1040,"41.24","10","e",".24"
"1041","32",1041,"32.24","1","e",".24"
"1042","7",1042,"7.24","6","n",".24"
"1043","2",1043,"2.24","1","n",".24"
"1044","8",1044,"8.24","7","n",".24"
"1045","21",1045,"21.24","5","t",".24"
"1046","25",1046,"25.24","9","t",".24"
"1047","37",1047,"37.24","6","e",".24"
"1048","39",1048,"39.24","8","e",".24"
"1049","42",1049,"42.24","11","e",".24"
"1050","17",1050,"17.24","1","t",".24"
"1051","18",1051,"18.24","2","t",".24"
"1052","16",1052,"16.24","0","t",".24"
"1053","43",1053,"43.24","12","e",".24"
"1054","40",1054,"40.24","9","e",".24"
"1055","31",1055,"31.24","0","e",".24"
"1056","27",1056,"27.24","11","t",".24"
"1057","13",1057,"13.24","12","n",".24"
"1058","14",1058,"14.24","13","n",".24"
"1059","4",1059,"4.24","3","n",".24"
"1060","6",1060,"6.24","5","n",".24"
"1061","29",1061,"29.24","13","t",".24"
"1062","36",1062,"36.24","5","e",".24"
"1063","5",1063,"5.24","4","n",".24"
"1064","1",1064,"1.24","0","n",".24"
"1065","38",1065,"38.24","7","e",".24"
"1066","9",1066,"9.24","8","n",".24"
"1067","3",1067,"3.24","2","n",".24"
"1068","20",1068,"20.24","4","t",".24"
"1069","23",1069,"23.24","7","t",".24"
"1070","44",1070,"44.24","13","e",".24"
"1071","35",1071,"35.24","4","e",".24"
"1072","33",1072,"33.24","2","e",".24"
"1073","10",1073,"10.24","9","n",".24"
"1074","15",1074,"15.24","14","n",".24"
"1075","22",1075,"22.24","6","t",".24"
"1076","30",1076,"30.24","14","t",".24"
"1077","11",1077,"11.24","10","n",".24"
"1078","45",1078,"45.24","14","e",".24"
"1079","28",1079,"28.24","12","t",".24"
"1080","24",1080,"24.24","8","t",".24"
"1081","35",1081,"35.25","4","e",".25"
"1082","15",1082,"15.25","14","n",".25"
"1083","14",1083,"14.25","13","n",".25"
"1084","38",1084,"38.25","7","e",".25"
"1085","7",1085,"7.25","6","n",".25"
"1086","25",1086,"25.25","9","t",".25"
"1087","19",1087,"19.25","3","t",".25"
"1088","22",1088,"22.25","6","t",".25"
"1089","3",1089,"3.25","2","n",".25"
"1090","41",1090,"41.25","10","e",".25"
"1091","2",1091,"2.25","1","n",".25"
"1092","8",1092,"8.25","7","n",".25"
"1093","28",1093,"28.25","12","t",".25"
"1094","44",1094,"44.25","13","e",".25"
"1095","45",1095,"45.25","14","e",".25"
"1096","5",1096,"5.25","4","n",".25"
"1097","33",1097,"33.25","2","e",".25"
"1098","29",1098,"29.25","13","t",".25"
"1099","1",1099,"1.25","0","n",".25"
"1100","20",1100,"20.25","4","t",".25"
"1101","6",1101,"6.25","5","n",".25"
"1102","11",1102,"11.25","10","n",".25"
"1103","26",1103,"26.25","10","t",".25"
"1104","10",1104,"10.25","9","n",".25"
"1105","18",1105,"18.25","2","t",".25"
"1106","32",1106,"32.25","1","e",".25"
"1107","36",1107,"36.25","5","e",".25"
"1108","16",1108,"16.25","0","t",".25"
"1109","31",1109,"31.25","0","e",".25"
"1110","4",1110,"4.25","3","n",".25"
"1111","30",1111,"30.25","14","t",".25"
"1112","24",1112,"24.25","8","t",".25"
"1113","21",1113,"21.25","5","t",".25"
"1114","12",1114,"12.25","11","n",".25"
"1115","27",1115,"27.25","11","t",".25"
"1116","40",1116,"40.25","9","e",".25"
"1117","9",1117,"9.25","8","n",".25"
"1118","39",1118,"39.25","8","e",".25"
"1119","13",1119,"13.25","12","n",".25"
"1120","17",1120,"17.25","1","t",".25"
"1121","42",1121,"42.25","11","e",".25"
"1122","34",1122,"34.25","3","e",".25"
"1123","43",1123,"43.25","12","e",".25"
"1124","23",1124,"23.25","7","t",".25"
"1125","37",1125,"37.25","6","e",".25"
"1126","34",1126,"34.26","3","e",".26"
"1127","3",1127,"3.26","2","n",".26"
"1128","1",1128,"1.26","0","n",".26"
"1129","14",1129,"14.26","13","n",".26"
"1130","41",1130,"41.26","10","e",".26"
"1131","4",1131,"4.26","3","n",".26"
"1132","36",1132,"36.26","5","e",".26"
"1133","33",1133,"33.26","2","e",".26"
"1134","42",1134,"42.26","11","e",".26"
"1135","9",1135,"9.26","8","n",".26"
"1136","11",1136,"11.26","10","n",".26"
"1137","12",1137,"12.26","11","n",".26"
"1138","15",1138,"15.26","14","n",".26"
"1139","26",1139,"26.26","10","t",".26"
"1140","30",1140,"30.26","14","t",".26"
"1141","44",1141,"44.26","13","e",".26"
"1142","8",1142,"8.26","7","n",".26"
"1143","16",1143,"16.26","0","t",".26"
"1144","31",1144,"31.26","0","e",".26"
"1145","29",1145,"29.26","13","t",".26"
"1146","28",1146,"28.26","12","t",".26"
"1147","35",1147,"35.26","4","e",".26"
"1148","40",1148,"40.26","9","e",".26"
"1149","2",1149,"2.26","1","n",".26"
"1150","20",1150,"20.26","4","t",".26"
"1151","39",1151,"39.26","8","e",".26"
"1152","32",1152,"32.26","1","e",".26"
"1153","24",1153,"24.26","8","t",".26"
"1154","7",1154,"7.26","6","n",".26"
"1155","23",1155,"23.26","7","t",".26"
"1156","19",1156,"19.26","3","t",".26"
"1157","25",1157,"25.26","9","t",".26"
"1158","45",1158,"45.26","14","e",".26"
"1159","27",1159,"27.26","11","t",".26"
"1160","10",1160,"10.26","9","n",".26"
"1161","43",1161,"43.26","12","e",".26"
"1162","17",1162,"17.26","1","t",".26"
"1163","13",1163,"13.26","12","n",".26"
"1164","37",1164,"37.26","6","e",".26"
"1165","6",1165,"6.26","5","n",".26"
"1166","5",1166,"5.26","4","n",".26"
"1167","22",1167,"22.26","6","t",".26"
"1168","38",1168,"38.26","7","e",".26"
"1169","18",1169,"18.26","2","t",".26"
"1170","21",1170,"21.26","5","t",".26"
"1171","45",1171,"45.27","14","e",".27"
"1172","35",1172,"35.27","4","e",".27"
"1173","14",1173,"14.27","13","n",".27"
"1174","9",1174,"9.27","8","n",".27"
"1175","20",1175,"20.27","4","t",".27"
"1176","40",1176,"40.27","9","e",".27"
"1177","17",1177,"17.27","1","t",".27"
"1178","6",1178,"6.27","5","n",".27"
"1179","29",1179,"29.27","13","t",".27"
"1180","16",1180,"16.27","0","t",".27"
"1181","7",1181,"7.27","6","n",".27"
"1182","22",1182,"22.27","6","t",".27"
"1183","32",1183,"32.27","1","e",".27"
"1184","44",1184,"44.27","13","e",".27"
"1185","31",1185,"31.27","0","e",".27"
"1186","42",1186,"42.27","11","e",".27"
"1187","5",1187,"5.27","4","n",".27"
"1188","3",1188,"3.27","2","n",".27"
"1189","10",1189,"10.27","9","n",".27"
"1190","1",1190,"1.27","0","n",".27"
"1191","30",1191,"30.27","14","t",".27"
"1192","38",1192,"38.27","7","e",".27"
"1193","39",1193,"39.27","8","e",".27"
"1194","28",1194,"28.27","12","t",".27"
"1195","4",1195,"4.27","3","n",".27"
"1196","43",1196,"43.27","12","e",".27"
"1197","41",1197,"41.27","10","e",".27"
"1198","27",1198,"27.27","11","t",".27"
"1199","26",1199,"26.27","10","t",".27"
"1200","13",1200,"13.27","12","n",".27"
"1201","21",1201,"21.27","5","t",".27"
"1202","23",1202,"23.27","7","t",".27"
"1203","8",1203,"8.27","7","n",".27"
"1204","15",1204,"15.27","14","n",".27"
"1205","34",1205,"34.27","3","e",".27"
"1206","18",1206,"18.27","2","t",".27"
"1207","12",1207,"12.27","11","n",".27"
"1208","36",1208,"36.27","5","e",".27"
"1209","33",1209,"33.27","2","e",".27"
"1210","37",1210,"37.27","6","e",".27"
"1211","24",1211,"24.27","8","t",".27"
"1212","25",1212,"25.27","9","t",".27"
"1213","11",1213,"11.27","10","n",".27"
"1214","19",1214,"19.27","3","t",".27"
"1215","2",1215,"2.27","1","n",".27"
"1216","7",1216,"7.28","6","n",".28"
"1217","37",1217,"37.28","6","e",".28"
"1218","33",1218,"33.28","2","e",".28"
"1219","34",1219,"34.28","3","e",".28"
"1220","15",1220,"15.28","14","n",".28"
"1221","24",1221,"24.28","8","t",".28"
"1222","31",1222,"31.28","0","e",".28"
"1223","16",1223,"16.28","0","t",".28"
"1224","40",1224,"40.28","9","e",".28"
"1225","44",1225,"44.28","13","e",".28"
"1226","17",1226,"17.28","1","t",".28"
"1227","2",1227,"2.28","1","n",".28"
"1228","36",1228,"36.28","5","e",".28"
"1229","10",1229,"10.28","9","n",".28"
"1230","23",1230,"23.28","7","t",".28"
"1231","38",1231,"38.28","7","e",".28"
"1232","18",1232,"18.28","2","t",".28"
"1233","45",1233,"45.28","14","e",".28"
"1234","3",1234,"3.28","2","n",".28"
"1235","30",1235,"30.28","14","t",".28"
"1236","12",1236,"12.28","11","n",".28"
"1237","41",1237,"41.28","10","e",".28"
"1238","21",1238,"21.28","5","t",".28"
"1239","8",1239,"8.28","7","n",".28"
"1240","6",1240,"6.28","5","n",".28"
"1241","9",1241,"9.28","8","n",".28"
"1242","4",1242,"4.28","3","n",".28"
"1243","27",1243,"27.28","11","t",".28"
"1244","39",1244,"39.28","8","e",".28"
"1245","5",1245,"5.28","4","n",".28"
"1246","14",1246,"14.28","13","n",".28"
"1247","29",1247,"29.28","13","t",".28"
"1248","22",1248,"22.28","6","t",".28"
"1249","42",1249,"42.28","11","e",".28"
"1250","43",1250,"43.28","12","e",".28"
"1251","11",1251,"11.28","10","n",".28"
"1252","19",1252,"19.28","3","t",".28"
"1253","13",1253,"13.28","12","n",".28"
"1254","35",1254,"35.28","4","e",".28"
"1255","28",1255,"28.28","12","t",".28"
"1256","25",1256,"25.28","9","t",".28"
"1257","32",1257,"32.28","1","e",".28"
"1258","20",1258,"20.28","4","t",".28"
"1259","26",1259,"26.28","10","t",".28"
"1260","1",1260,"1.28","0","n",".28"
"1261","2",1261,"2.29","1","n",".29"
"1262","27",1262,"27.29","11","t",".29"
"1263","33",1263,"33.29","2","e",".29"
"1264","34",1264,"34.29","3","e",".29"
"1265","6",1265,"6.29","5","n",".29"
"1266","10",1266,"10.29","9","n",".29"
"1267","12",1267,"12.29","11","n",".29"
"1268","28",1268,"28.29","12","t",".29"
"1269","19",1269,"19.29","3","t",".29"
"1270","5",1270,"5.29","4","n",".29"
"1271","37",1271,"37.29","6","e",".29"
"1272","44",1272,"44.29","13","e",".29"
"1273","38",1273,"38.29","7","e",".29"
"1274","7",1274,"7.29","6","n",".29"
"1275","23",1275,"23.29","7","t",".29"
"1276","35",1276,"35.29","4","e",".29"
"1277","13",1277,"13.29","12","n",".29"
"1278","25",1278,"25.29","9","t",".29"
"1279","39",1279,"39.29","8","e",".29"
"1280","20",1280,"20.29","4","t",".29"
"1281","36",1281,"36.29","5","e",".29"
"1282","21",1282,"21.29","5","t",".29"
"1283","30",1283,"30.29","14","t",".29"
"1284","1",1284,"1.29","0","n",".29"
"1285","22",1285,"22.29","6","t",".29"
"1286","9",1286,"9.29","8","n",".29"
"1287","29",1287,"29.29","13","t",".29"
"1288","31",1288,"31.29","0","e",".29"
"1289","16",1289,"16.29","0","t",".29"
"1290","11",1290,"11.29","10","n",".29"
"1291","32",1291,"32.29","1","e",".29"
"1292","41",1292,"41.29","10","e",".29"
"1293","18",1293,"18.29","2","t",".29"
"1294","43",1294,"43.29","12","e",".29"
"1295","40",1295,"40.29","9","e",".29"
"1296","26",1296,"26.29","10","t",".29"
"1297","45",1297,"45.29","14","e",".29"
"1298","17",1298,"17.29","1","t",".29"
"1299","3",1299,"3.29","2","n",".29"
"1300","14",1300,"14.29","13","n",".29"
"1301","24",1301,"24.29","8","t",".29"
"1302","15",1302,"15.29","14","n",".29"
"1303","4",1303,"4.29","3","n",".29"
"1304","8",1304,"8.29","7","n",".29"
"1305","42",1305,"42.29","11","e",".29"
"1306","20",1306,"20.30","4","t",".30"
"1307","40",1307,"40.30","9","e",".30"
"1308","29",1308,"29.30","13","t",".30"
"1309","17",1309,"17.30","1","t",".30"
"1310","44",1310,"44.30","13","e",".30"
"1311","33",1311,"33.30","2","e",".30"
"1312","19",1312,"19.30","3","t",".30"
"1313","32",1313,"32.30","1","e",".30"
"1314","21",1314,"21.30","5","t",".30"
"1315","37",1315,"37.30","6","e",".30"
"1316","22",1316,"22.30","6","t",".30"
"1317","23",1317,"23.30","7","t",".30"
"1318","6",1318,"6.30","5","n",".30"
"1319","4",1319,"4.30","3","n",".30"
"1320","18",1320,"18.30","2","t",".30"
"1321","11",1321,"11.30","10","n",".30"
"1322","30",1322,"30.30","14","t",".30"
"1323","31",1323,"31.30","0","e",".30"
"1324","36",1324,"36.30","5","e",".30"
"1325","34",1325,"34.30","3","e",".30"
"1326","41",1326,"41.30","10","e",".30"
"1327","42",1327,"42.30","11","e",".30"
"1328","15",1328,"15.30","14","n",".30"
"1329","1",1329,"1.30","0","n",".30"
"1330","45",1330,"45.30","14","e",".30"
"1331","2",1331,"2.30","1","n",".30"
"1332","3",1332,"3.30","2","n",".30"
"1333","24",1333,"24.30","8","t",".30"
"1334","43",1334,"43.30","12","e",".30"
"1335","35",1335,"35.30","4","e",".30"
"1336","7",1336,"7.30","6","n",".30"
"1337","10",1337,"10.30","9","n",".30"
"1338","27",1338,"27.30","11","t",".30"
"1339","14",1339,"14.30","13","n",".30"
"1340","38",1340,"38.30","7","e",".30"
"1341","26",1341,"26.30","10","t",".30"
"1342","12",1342,"12.30","11","n",".30"
"1343","9",1343,"9.30","8","n",".30"
"1344","25",1344,"25.30","9","t",".30"
"1345","28",1345,"28.30","12","t",".30"
"1346","39",1346,"39.30","8","e",".30"
"1347","8",1347,"8.30","7","n",".30"
"1348","5",1348,"5.30","4","n",".30"
"1349","13",1349,"13.30","12","n",".30"
"1350","16",1350,"16.30","0","t",".30"
"1351","8",1351,"8.31","7","n",".31"
"1352","11",1352,"11.31","10","n",".31"
"1353","6",1353,"6.31","5","n",".31"
"1354","39",1354,"39.31","8","e",".31"
