"counter","size","memtype","temp","opt","value"
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wc,t,O2.4,11
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wc,nt,O2.4,3
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,unc,t,O2.4,5
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,unc,nt,O2.4,4
PAPI_TOT_CYC,small,wb,t,O2.4,3159118224
PAPI_TOT_CYC,small,wb,nt,O2.4,3312668621
PAPI_TOT_CYC,small,wc,t,O2.4,272621499640
PAPI_TOT_CYC,small,wc,nt,O2.4,15976810876
PAPI_TOT_CYC,small,unc,t,O2.4,272589841435
PAPI_TOT_CYC,small,unc,nt,O2.4,272651884608
PAPI_TOT_CYC,small,wb,t,O2.4,3158940566
PAPI_TOT_CYC,small,wb,nt,O2.4,3503629582
PAPI_TOT_CYC,small,wc,t,O2.4,272771138838
PAPI_TOT_CYC,small,wc,nt,O2.4,15975066679
PAPI_TOT_CYC,small,unc,t,O2.4,272477313820
PAPI_TOT_CYC,small,unc,nt,O2.4,272435873502
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,wb,t,O2.4,896751179
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,wb,nt,O2.4,873573144
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,wc,t,O2.4,608447
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,wc,nt,O2.4,81980
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,unc,t,O2.4,683224
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,unc,nt,O2.4,654120
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,wb,t,O2.4,915619129
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,wb,nt,O2.4,892387480
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,wc,t,O2.4,655440
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,wc,nt,O2.4,101033
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,unc,t,O2.4,469537
CYCLE_ACTIVITY:STALLS_L1D_PENDING,small,unc,nt,O2.4,700764
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,wb,t,O2.4,1081133513
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,wb,nt,O2.4,1249218849
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,wc,t,O2.4,268163621119
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,wc,nt,O2.4,12708200805
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,unc,t,O2.4,269110058916
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,unc,nt,O2.4,267721744118
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,wb,t,O2.4,1279793742
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,wb,nt,O2.4,903202529
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,wc,t,O2.4,268183689895
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,wc,nt,O2.4,12738411049
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,unc,t,O2.4,268184938942
CYCLE_ACTIVITY:STALLS_LDM_PENDING,small,unc,nt,O2.4,268690170790
L1-DCACHE-LOADS,small,wb,t,O2.4,1310721715
L1-DCACHE-LOADS,small,wb,nt,O2.4,1310721771
L1-DCACHE-LOADS,small,wc,t,O2.4,1310800185
L1-DCACHE-LOADS,small,wc,nt,O2.4,1310724781
L1-DCACHE-LOADS,small,unc,t,O2.4,1310800161
L1-DCACHE-LOADS,small,unc,nt,O2.4,1310800055
L1-DCACHE-LOADS,small,wb,t,O2.4,1310721687
L1-DCACHE-LOADS,small,wb,nt,O2.4,1310721827
L1-DCACHE-LOADS,small,wc,t,O2.4,1310800063
L1-DCACHE-LOADS,small,wc,nt,O2.4,1310724772
L1-DCACHE-LOADS,small,unc,t,O2.4,1310800124
L1-DCACHE-LOADS,small,unc,nt,O2.4,1310800237
L1-DCACHE-LOAD-MISSES,small,wb,t,O2.4,655468302
L1-DCACHE-LOAD-MISSES,small,wb,nt,O2.4,655478891
L1-DCACHE-LOAD-MISSES,small,wc,t,O2.4,48095
L1-DCACHE-LOAD-MISSES,small,wc,nt,O2.4,15610
L1-DCACHE-LOAD-MISSES,small,unc,t,O2.4,47216
L1-DCACHE-LOAD-MISSES,small,unc,nt,O2.4,77770
L1-DCACHE-LOAD-MISSES,small,wb,t,O2.4,655468874
L1-DCACHE-LOAD-MISSES,small,wb,nt,O2.4,655480088
L1-DCACHE-LOAD-MISSES,small,wc,t,O2.4,57588
L1-DCACHE-LOAD-MISSES,small,wc,nt,O2.4,17667
L1-DCACHE-LOAD-MISSES,small,unc,t,O2.4,94229
L1-DCACHE-LOAD-MISSES,small,unc,nt,O2.4,48773
PAPI_L2_DCM,small,wb,t,O2.4,655467164
PAPI_L2_DCM,small,wb,nt,O2.4,655476899
PAPI_L2_DCM,small,wc,t,O2.4,1825
PAPI_L2_DCM,small,wc,nt,O2.4,239
PAPI_L2_DCM,small,unc,t,O2.4,675
PAPI_L2_DCM,small,unc,nt,O2.4,696
PAPI_L2_DCM,small,wb,t,O2.4,655467556
PAPI_L2_DCM,small,wb,nt,O2.4,655484422
PAPI_L2_DCM,small,wc,t,O2.4,938
PAPI_L2_DCM,small,wc,nt,O2.4,95
PAPI_L2_DCM,small,unc,t,O2.4,879
PAPI_L2_DCM,small,unc,nt,O2.4,2417
PAPI_L2_DCR,small,wb,t,O2.4,655471368
PAPI_L2_DCR,small,wb,nt,O2.4,655480675
PAPI_L2_DCR,small,wc,t,O2.4,80647
PAPI_L2_DCR,small,wc,nt,O2.4,16457
PAPI_L2_DCR,small,unc,t,O2.4,90624
PAPI_L2_DCR,small,unc,nt,O2.4,92983
PAPI_L2_DCR,small,wb,t,O2.4,655468541
PAPI_L2_DCR,small,wb,nt,O2.4,655479456
PAPI_L2_DCR,small,wc,t,O2.4,94423
PAPI_L2_DCR,small,wc,nt,O2.4,14936
PAPI_L2_DCR,small,unc,t,O2.4,93907
PAPI_L2_DCR,small,unc,nt,O2.4,97347
PAPI_L3_TCM,small,wb,t,O2.4,188146
PAPI_L3_TCM,small,wb,nt,O2.4,10985716
PAPI_L3_TCM,small,wc,t,O2.4,1080
PAPI_L3_TCM,small,wc,nt,O2.4,116
PAPI_L3_TCM,small,unc,t,O2.4,648
PAPI_L3_TCM,small,unc,nt,O2.4,369
PAPI_L3_TCM,small,wb,t,O2.4,224201
PAPI_L3_TCM,small,wb,nt,O2.4,11682451
PAPI_L3_TCM,small,wc,t,O2.4,1045
PAPI_L3_TCM,small,wc,nt,O2.4,73
PAPI_L3_TCM,small,unc,t,O2.4,632
PAPI_L3_TCM,small,unc,nt,O2.4,481
PAPI_L3_TCR,small,wb,t,O2.4,655468304
PAPI_L3_TCR,small,wb,nt,O2.4,655479516
PAPI_L3_TCR,small,wc,t,O2.4,3742
PAPI_L3_TCR,small,wc,nt,O2.4,752
PAPI_L3_TCR,small,unc,t,O2.4,3786
PAPI_L3_TCR,small,unc,nt,O2.4,972
PAPI_L3_TCR,small,wb,t,O2.4,655468538
PAPI_L3_TCR,small,wb,nt,O2.4,655480168
PAPI_L3_TCR,small,wc,t,O2.4,3042
PAPI_L3_TCR,small,wc,nt,O2.4,446
PAPI_L3_TCR,small,unc,t,O2.4,2807
PAPI_L3_TCR,small,unc,nt,O2.4,5356
MEM_UOPS_RETIRED:ALL_LOADS,small,wb,t,O2.4,1310721848
MEM_UOPS_RETIRED:ALL_LOADS,small,wb,nt,O2.4,1310721869
MEM_UOPS_RETIRED:ALL_LOADS,small,wc,t,O2.4,1310803850
MEM_UOPS_RETIRED:ALL_LOADS,small,wc,nt,O2.4,1310725346
MEM_UOPS_RETIRED:ALL_LOADS,small,unc,t,O2.4,1310803732
MEM_UOPS_RETIRED:ALL_LOADS,small,unc,nt,O2.4,1310803185
MEM_UOPS_RETIRED:ALL_LOADS,small,wb,t,O2.4,1310721734
MEM_UOPS_RETIRED:ALL_LOADS,small,wb,nt,O2.4,1310721897
MEM_UOPS_RETIRED:ALL_LOADS,small,wc,t,O2.4,1310803563
MEM_UOPS_RETIRED:ALL_LOADS,small,wc,nt,O2.4,1310724778
MEM_UOPS_RETIRED:ALL_LOADS,small,unc,t,O2.4,1310800271
MEM_UOPS_RETIRED:ALL_LOADS,small,unc,nt,O2.4,1310800210
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wb,t,O2.4,655469474
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wb,nt,O2.4,655482511
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wc,t,O2.4,1310720963
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wc,nt,O2.4,755206821
OFFCORE_RESPONSE_0:ANY_REQUEST,small,unc,t,O2.4,1310722035
OFFCORE_RESPONSE_0:ANY_REQUEST,small,unc,nt,O2.4,1310720764
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wb,t,O2.4,655467714
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wb,nt,O2.4,655479071
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wc,t,O2.4,1310721035
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wc,nt,O2.4,755188449
OFFCORE_RESPONSE_0:ANY_REQUEST,small,unc,t,O2.4,1310721696
OFFCORE_RESPONSE_0:ANY_REQUEST,small,unc,nt,O2.4,1310722072
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wb,t,O2.4,655469236
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wb,nt,O2.4,655480807
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wc,t,O2.4,4524
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wc,nt,O2.4,461
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,unc,t,O2.4,3783
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,unc,nt,O2.4,1072
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wb,t,O2.4,655467630
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wb,nt,O2.4,655480471
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wc,t,O2.4,1364
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wc,nt,O2.4,547
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,unc,t,O2.4,1189
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,unc,nt,O2.4,1003
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wb,t,O2.4,655469123
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wb,nt,O2.4,655480506
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wc,t,O2.4,972
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wc,nt,O2.4,218
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,unc,t,O2.4,1008
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,unc,nt,O2.4,732
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wb,t,O2.4,655467831
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wb,nt,O2.4,655480639
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wc,t,O2.4,812
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,wc,nt,O2.4,316
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,unc,t,O2.4,1881
OFFCORE_REQUESTS:DEMAND_DATA_RD,small,unc,nt,O2.4,2197
L1D_PEND_MISS:FB_FULL,small,wb,t,O2.4,1520686215
L1D_PEND_MISS:FB_FULL,small,wb,nt,O2.4,597580453
L1D_PEND_MISS:FB_FULL,small,wc,t,O2.4,0
L1D_PEND_MISS:FB_FULL,small,wc,nt,O2.4,4329922282
L1D_PEND_MISS:FB_FULL,small,unc,t,O2.4,0
L1D_PEND_MISS:FB_FULL,small,unc,nt,O2.4,0
L1D_PEND_MISS:FB_FULL,small,wb,t,O2.4,1523404304
L1D_PEND_MISS:FB_FULL,small,wb,nt,O2.4,615873219
L1D_PEND_MISS:FB_FULL,small,wc,t,O2.4,0
L1D_PEND_MISS:FB_FULL,small,wc,nt,O2.4,4346221917
L1D_PEND_MISS:FB_FULL,small,unc,t,O2.4,0
L1D_PEND_MISS:FB_FULL,small,unc,nt,O2.4,1
L1D_PEND_MISS:REQUEST_FB_FULL,small,wb,t,O2.4,1657389677
L1D_PEND_MISS:REQUEST_FB_FULL,small,wb,nt,O2.4,654804010
L1D_PEND_MISS:REQUEST_FB_FULL,small,wc,t,O2.4,0
L1D_PEND_MISS:REQUEST_FB_FULL,small,wc,nt,O2.4,6432824337
L1D_PEND_MISS:REQUEST_FB_FULL,small,unc,t,O2.4,0
L1D_PEND_MISS:REQUEST_FB_FULL,small,unc,nt,O2.4,0
L1D_PEND_MISS:REQUEST_FB_FULL,small,wb,t,O2.4,1656162927
L1D_PEND_MISS:REQUEST_FB_FULL,small,wb,nt,O2.4,654586603
L1D_PEND_MISS:REQUEST_FB_FULL,small,wc,t,O2.4,0
L1D_PEND_MISS:REQUEST_FB_FULL,small,wc,nt,O2.4,6367700987
L1D_PEND_MISS:REQUEST_FB_FULL,small,unc,t,O2.4,0
L1D_PEND_MISS:REQUEST_FB_FULL,small,unc,nt,O2.4,0
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wb,t,O2.4,654734195
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wb,nt,O2.4,654552562
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wc,t,O2.4,3
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wc,nt,O2.4,5
