"counter","size","memtype","temp","opt","value"
L1-DCACHE-LOAD-MISSES,small,unc,nt,O2.pchasing,630026
PAPI_L2_DCM,huge,wb,t,O2.pchasing,1970567638
PAPI_L2_DCM,huge,wb,nt,O2.pchasing,1970561623
PAPI_L2_DCM,huge,wc,t,O2.pchasing,3847573
PAPI_L2_DCM,huge,wc,nt,O2.pchasing,3849142
PAPI_L2_DCM,huge,unc,t,O2.pchasing,3846611
PAPI_L2_DCM,huge,unc,nt,O2.pchasing,3846033
PAPI_L2_DCM,small,wb,t,O2.pchasing,1970047953
PAPI_L2_DCM,small,wb,nt,O2.pchasing,1970063877
PAPI_L2_DCM,small,wc,t,O2.pchasing,1346
PAPI_L2_DCM,small,wc,nt,O2.pchasing,2487
PAPI_L2_DCM,small,unc,t,O2.pchasing,3245
PAPI_L2_DCM,small,unc,nt,O2.pchasing,5353
PAPI_L2_DCR,huge,wb,t,O2.pchasing,1970600882
PAPI_L2_DCR,huge,wb,nt,O2.pchasing,1970625843
PAPI_L2_DCR,huge,wc,t,O2.pchasing,4004278
PAPI_L2_DCR,huge,wc,nt,O2.pchasing,4002471
PAPI_L2_DCR,huge,unc,t,O2.pchasing,4010174
PAPI_L2_DCR,huge,unc,nt,O2.pchasing,4017160
PAPI_L2_DCR,small,wb,t,O2.pchasing,1970059545
PAPI_L2_DCR,small,wb,nt,O2.pchasing,1970072884
PAPI_L2_DCR,small,wc,t,O2.pchasing,755555
PAPI_L2_DCR,small,wc,nt,O2.pchasing,591358
PAPI_L2_DCR,small,unc,t,O2.pchasing,745622
PAPI_L2_DCR,small,unc,nt,O2.pchasing,750915
PAPI_L3_TCM,huge,wb,t,O2.pchasing,1970179534
PAPI_L3_TCM,huge,wb,nt,O2.pchasing,1970172814
PAPI_L3_TCM,huge,wc,t,O2.pchasing,736300
PAPI_L3_TCM,huge,wc,nt,O2.pchasing,618377
PAPI_L3_TCM,huge,unc,t,O2.pchasing,441624
PAPI_L3_TCM,huge,unc,nt,O2.pchasing,552831
PAPI_L3_TCM,small,wb,t,O2.pchasing,166883577
PAPI_L3_TCM,small,wb,nt,O2.pchasing,45366570
PAPI_L3_TCM,small,wc,t,O2.pchasing,1729
PAPI_L3_TCM,small,wc,nt,O2.pchasing,1908
PAPI_L3_TCM,small,unc,t,O2.pchasing,1681
PAPI_L3_TCM,small,unc,nt,O2.pchasing,1005
PAPI_L3_TCR,huge,wb,t,O2.pchasing,1970580134
PAPI_L3_TCR,huge,wb,nt,O2.pchasing,1970564548
PAPI_L3_TCR,huge,wc,t,O2.pchasing,3849426
PAPI_L3_TCR,huge,wc,nt,O2.pchasing,3852832
PAPI_L3_TCR,huge,unc,t,O2.pchasing,3848543
PAPI_L3_TCR,huge,unc,nt,O2.pchasing,3848783
PAPI_L3_TCR,small,wb,t,O2.pchasing,1970062831
PAPI_L3_TCR,small,wb,nt,O2.pchasing,1970084911
PAPI_L3_TCR,small,wc,t,O2.pchasing,2426
PAPI_L3_TCR,small,wc,nt,O2.pchasing,1848
PAPI_L3_TCR,small,unc,t,O2.pchasing,4137
PAPI_L3_TCR,small,unc,nt,O2.pchasing,1204
MEM_UOPS_RETIRED:ALL_LOADS,huge,wb,t,O2.pchasing,2027729347
MEM_UOPS_RETIRED:ALL_LOADS,huge,wb,nt,O2.pchasing,2027732396
MEM_UOPS_RETIRED:ALL_LOADS,huge,wc,t,O2.pchasing,2027662494
MEM_UOPS_RETIRED:ALL_LOADS,huge,wc,nt,O2.pchasing,2027661687
MEM_UOPS_RETIRED:ALL_LOADS,huge,unc,t,O2.pchasing,2027660849
MEM_UOPS_RETIRED:ALL_LOADS,huge,unc,nt,O2.pchasing,2027680786
MEM_UOPS_RETIRED:ALL_LOADS,small,wb,t,O2.pchasing,2027559572
MEM_UOPS_RETIRED:ALL_LOADS,small,wb,nt,O2.pchasing,2027563883
MEM_UOPS_RETIRED:ALL_LOADS,small,wc,t,O2.pchasing,2027661523
MEM_UOPS_RETIRED:ALL_LOADS,small,wc,nt,O2.pchasing,2027673522
MEM_UOPS_RETIRED:ALL_LOADS,small,unc,t,O2.pchasing,2027653764
MEM_UOPS_RETIRED:ALL_LOADS,small,unc,nt,O2.pchasing,2027670493
OFFCORE_RESPONSE_0:ANY_REQUEST,huge,wb,t,O2.pchasing,1970585677
OFFCORE_RESPONSE_0:ANY_REQUEST,huge,wb,nt,O2.pchasing,1970580121
OFFCORE_RESPONSE_0:ANY_REQUEST,huge,wc,t,O2.pchasing,1969929322
OFFCORE_RESPONSE_0:ANY_REQUEST,huge,wc,nt,O2.pchasing,1969936257
OFFCORE_RESPONSE_0:ANY_REQUEST,huge,unc,t,O2.pchasing,1969928761
OFFCORE_RESPONSE_0:ANY_REQUEST,huge,unc,nt,O2.pchasing,1969928123
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wb,t,O2.pchasing,1970050041
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wb,nt,O2.pchasing,1970073446
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wc,t,O2.pchasing,1966082632
OFFCORE_RESPONSE_0:ANY_REQUEST,small,wc,nt,O2.pchasing,1966087506
OFFCORE_RESPONSE_0:ANY_REQUEST,small,unc,t,O2.pchasing,1966083427
OFFCORE_RESPONSE_0:ANY_REQUEST,small,unc,nt,O2.pchasing,1966081814
OFFCORE_RESPONSE_0:DMND_DATA_RD,huge,wb,t,O2.pchasing,1970561125
OFFCORE_RESPONSE_0:DMND_DATA_RD,huge,wb,nt,O2.pchasing,1970571700
OFFCORE_RESPONSE_0:DMND_DATA_RD,huge,wc,t,O2.pchasing,3848146
OFFCORE_RESPONSE_0:DMND_DATA_RD,huge,wc,nt,O2.pchasing,3848421
OFFCORE_RESPONSE_0:DMND_DATA_RD,huge,unc,t,O2.pchasing,3847489
OFFCORE_RESPONSE_0:DMND_DATA_RD,huge,unc,nt,O2.pchasing,3846567
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wb,t,O2.pchasing,1970050478
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wb,nt,O2.pchasing,1970069279
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wc,t,O2.pchasing,2169
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,wc,nt,O2.pchasing,3820
OFFCORE_RESPONSE_0:DMND_DATA_RD,small,unc,t,O2.pchasing,5852
