L1D_PEND_MISS:REQUEST_FB_FULL,huge,wb,t,O2,15021544060
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wb,t,O2.double,15292186540
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wb,t,O2.stride,38277559364
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wb,nt,O2,5693823966
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wb,nt,O2.double,16818856305
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wb,nt,O2.stride,24379509704
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wc,t,O2,0
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wc,t,O2.double,0
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wc,t,O2.stride,0
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wc,nt,O2,9280015179
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wc,nt,O2.double,21898578009
L1D_PEND_MISS:REQUEST_FB_FULL,huge,wc,nt,O2.stride,41990856060
L1D_PEND_MISS:REQUEST_FB_FULL,huge,unc,t,O2,1
L1D_PEND_MISS:REQUEST_FB_FULL,huge,unc,t,O2.double,0
L1D_PEND_MISS:REQUEST_FB_FULL,huge,unc,t,O2.stride,0
L1D_PEND_MISS:REQUEST_FB_FULL,huge,unc,nt,O2,0
L1D_PEND_MISS:REQUEST_FB_FULL,huge,unc,nt,O2.double,0
L1D_PEND_MISS:REQUEST_FB_FULL,huge,unc,nt,O2.stride,0
L1D_PEND_MISS:REQUEST_FB_FULL,small,wb,t,O2,4439907363
L1D_PEND_MISS:REQUEST_FB_FULL,small,wb,t,O2.double,4615712014
L1D_PEND_MISS:REQUEST_FB_FULL,small,wb,t,O2.stride,13405258776
L1D_PEND_MISS:REQUEST_FB_FULL,small,wb,nt,O2,1769546826
L1D_PEND_MISS:REQUEST_FB_FULL,small,wb,nt,O2.double,5526350178
L1D_PEND_MISS:REQUEST_FB_FULL,small,wb,nt,O2.stride,8573708546
L1D_PEND_MISS:REQUEST_FB_FULL,small,wc,t,O2,0
L1D_PEND_MISS:REQUEST_FB_FULL,small,wc,t,O2.double,0
L1D_PEND_MISS:REQUEST_FB_FULL,small,wc,t,O2.stride,0
L1D_PEND_MISS:REQUEST_FB_FULL,small,wc,nt,O2,9443847343
L1D_PEND_MISS:REQUEST_FB_FULL,small,wc,nt,O2.double,22365845677
L1D_PEND_MISS:REQUEST_FB_FULL,small,wc,nt,O2.stride,42343908219
L1D_PEND_MISS:REQUEST_FB_FULL,small,unc,t,O2,0
L1D_PEND_MISS:REQUEST_FB_FULL,small,unc,t,O2.double,0
