MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wb,t,O2,981353474
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wb,t,O2.double,981993671
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wb,t,O2.stride,486556
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wb,nt,O2,981941969
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wb,nt,O2.double,981754879
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wb,nt,O2.stride,283865
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wc,t,O2,5
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wc,t,O2.double,13
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wc,t,O2.stride,13
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wc,nt,O2,6
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wc,nt,O2.double,9
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,wc,nt,O2.stride,14
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,unc,t,O2,11
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,unc,t,O2.double,6
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,unc,t,O2.stride,14
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,unc,nt,O2,16
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,unc,nt,O2.double,7
MEM_LOAD_UOPS_RETIRED:HIT_LFB,huge,unc,nt,O2.stride,10
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wb,t,O2,980702487
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wb,t,O2.double,982838040
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wb,t,O2.stride,14047
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wb,nt,O2,978964084
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wb,nt,O2.double,982256630
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wb,nt,O2.stride,29707
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wc,t,O2,6
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wc,t,O2.double,3
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wc,t,O2.stride,4
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wc,nt,O2,9
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wc,nt,O2.double,6
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,wc,nt,O2.stride,3
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,unc,t,O2,10
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,unc,t,O2.double,8
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,unc,t,O2.stride,4
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,unc,nt,O2,7
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,unc,nt,O2.double,7
MEM_LOAD_UOPS_RETIRED:HIT_LFB,small,unc,nt,O2.stride,9
