"name","run.no.in.std.order","run.no","run.no.std.rp","size","overhead","temp","Blocks"
"2118","114",2118,"114.11","2","1","t",".11"
"2119","183",2119,"183.11","1","32","t",".11"
"2120","175",2120,"175.11","7","16","t",".11"
"2121","168",2121,"168.11","14","8","t",".11"
"2122","48",2122,"48.11","6","4","n",".11"
"2123","11",2123,"11.11","11","0","n",".11"
"2124","119",2124,"119.11","7","1","t",".11"
"2125","108",2125,"108.11","10","0","t",".11"
"2126","1",2126,"1.11","1","0","n",".11"
"2127","128",2127,"128.11","2","2","t",".11"
"2128","136",2128,"136.11","10","2","t",".11"
"2129","26",2129,"26.11","12","1","n",".11"
"2130","107",2130,"107.11","9","0","t",".11"
"2131","89",2131,"89.11","5","32","n",".11"
"2132","59",2132,"59.11","3","8","n",".11"
"2133","131",2133,"131.11","5","2","t",".11"
"2134","147",2134,"147.11","7","4","t",".11"
"2135","163",2135,"163.11","9","8","t",".11"
"2136","129",2136,"129.11","3","2","t",".11"
"2137","22",2137,"22.11","8","1","n",".11"
"2138","49",2138,"49.11","7","4","n",".11"
"2139","143",2139,"143.11","3","4","t",".11"
"2140","109",2140,"109.11","11","0","t",".11"
"2141","41",2141,"41.11","13","2","n",".11"
"2142","193",2142,"193.11","11","32","t",".11"
"2143","2",2143,"2.11","2","0","n",".11"
"2144","146",2144,"146.11","6","4","t",".11"
"2145","51",2145,"51.11","9","4","n",".11"
"2146","53",2146,"53.11","11","4","n",".11"
"2147","191",2147,"191.11","9","32","t",".11"
"2148","117",2148,"117.11","5","1","t",".11"
"2149","24",2149,"24.11","10","1","n",".11"
"2150","139",2150,"139.11","13","2","t",".11"
"2151","132",2151,"132.11","6","2","t",".11"
"2152","36",2152,"36.11","8","2","n",".11"
"2153","9",2153,"9.11","9","0","n",".11"
"2154","189",2154,"189.11","7","32","t",".11"
"2155","4",2155,"4.11","4","0","n",".11"
"2156","39",2156,"39.11","11","2","n",".11"
"2157","41",2157,"41.12","13","2","n",".12"
"2158","86",2158,"86.12","2","32","n",".12"
"2159","13",2159,"13.12","13","0","n",".12"
"2160","23",2160,"23.12","9","1","n",".12"
"2161","178",2161,"178.12","10","16","t",".12"
"2162","36",2162,"36.12","8","2","n",".12"
"2163","111",2163,"111.12","13","0","t",".12"
"2164","186",2164,"186.12","4","32","t",".12"
"2165","145",2165,"145.12","5","4","t",".12"
"2166","113",2166,"113.12","1","1","t",".12"
"2167","138",2167,"138.12","12","2","t",".12"
"2168","173",2168,"173.12","5","16","t",".12"
"2169","45",2169,"45.12","3","4","n",".12"
"2170","85",2170,"85.12","1","32","n",".12"
"2171","80",2171,"80.12","10","16","n",".12"
"2172","161",2172,"161.12","7","8","t",".12"
"2173","144",2173,"144.12","4","4","t",".12"
"2174","81",2174,"81.12","11","16","n",".12"
"2175","110",2175,"110.12","12","0","t",".12"
"2176","192",2176,"192.12","10","32","t",".12"
"2177","147",2177,"147.12","7","4","t",".12"
"2178","84",2178,"84.12","14","16","n",".12"
"2179","122",2179,"122.12","10","1","t",".12"
"2180","157",2180,"157.12","3","8","t",".12"
"2181","171",2181,"171.12","3","16","t",".12"
"2182","39",2182,"39.12","11","2","n",".12"
"2183","49",2183,"49.12","7","4","n",".12"
"2184","140",2184,"140.12","14","2","t",".12"
"2185","137",2185,"137.12","11","2","t",".12"
"2186","166",2186,"166.12","12","8","t",".12"
"2187","58",2187,"58.12","2","8","n",".12"
"2188","183",2188,"183.12","1","32","t",".12"
"2189","146",2189,"146.12","6","4","t",".12"
"2190","100",2190,"100.12","2","0","t",".12"
"2191","108",2191,"108.12","10","0","t",".12"
"2192","180",2192,"180.12","12","16","t",".12"
"2193","98",2193,"98.12","14","32","n",".12"
"2194","165",2194,"165.12","11","8","t",".12"
"2195","109",2195,"109.12","11","0","t",".12"
"2196","6",2196,"6.12","6","0","n",".12"
"2197","14",2197,"14.12","14","0","n",".12"
"2198","7",2198,"7.12","7","0","n",".12"
"2199","9",2199,"9.12","9","0","n",".12"
"2200","167",2200,"167.12","13","8","t",".12"
"2201","190",2201,"190.12","8","32","t",".12"
"2202","20",2202,"20.12","6","1","n",".12"
"2203","97",2203,"97.12","13","32","n",".12"
"2204","193",2204,"193.12","11","32","t",".12"
"2205","115",2205,"115.12","3","1","t",".12"
"2206","143",2206,"143.12","3","4","t",".12"
"2207","120",2207,"120.12","8","1","t",".12"
"2208","83",2208,"83.12","13","16","n",".12"
"2209","43",2209,"43.12","1","4","n",".12"
"2210","74",2210,"74.12","4","16","n",".12"
"2211","68",2211,"68.12","12","8","n",".12"
"2212","105",2212,"105.12","7","0","t",".12"
"2213","141",2213,"141.12","1","4","t",".12"
"2214","160",2214,"160.12","6","8","t",".12"
"2215","114",2215,"114.12","2","1","t",".12"
"2216","26",2216,"26.12","12","1","n",".12"
"2217","77",2217,"77.12","7","16","n",".12"
"2218","148",2218,"148.12","8","4","t",".12"
"2219","123",2219,"123.12","11","1","t",".12"
"2220","51",2220,"51.12","9","4","n",".12"
"2221","70",2221,"70.12","14","8","n",".12"
"2222","24",2222,"24.12","10","1","n",".12"
"2223","126",2223,"126.12","14","1","t",".12"
"2224","82",2224,"82.12","12","16","n",".12"
"2225","99",2225,"99.12","1","0","t",".12"
"2226","27",2226,"27.12","13","1","n",".12"
"2227","17",2227,"17.12","3","1","n",".12"
"2228","107",2228,"107.12","9","0","t",".12"
"2229","169",2229,"169.12","1","16","t",".12"
"2230","184",2230,"184.12","2","32","t",".12"
"2231","104",2231,"104.12","6","0","t",".12"
"2232","38",2232,"38.12","10","2","n",".12"
"2233","106",2233,"106.12","8","0","t",".12"
"2234","33",2234,"33.12","5","2","n",".12"
"2235","179",2235,"179.12","11","16","t",".12"
"2236","37",2236,"37.12","9","2","n",".12"
"2237","121",2237,"121.12","9","1","t",".12"
"2238","72",2238,"72.12","2","16","n",".12"
"2239","194",2239,"194.12","12","32","t",".12"
"2240","158",2240,"158.12","4","8","t",".12"
"2241","48",2241,"48.12","6","4","n",".12"
"2242","2",2242,"2.12","2","0","n",".12"
"2243","25",2243,"25.12","11","1","n",".12"
"2244","153",2244,"153.12","13","4","t",".12"
"2245","90",2245,"90.12","6","32","n",".12"
"2246","119",2246,"119.12","7","1","t",".12"
"2247","189",2247,"189.12","7","32","t",".12"
"2248","21",2248,"21.12","7","1","n",".12"
"2249","164",2249,"164.12","10","8","t",".12"
"2250","129",2250,"129.12","3","2","t",".12"
"2251","162",2251,"162.12","8","8","t",".12"
"2252","133",2252,"133.12","7","2","t",".12"
"2253","118",2253,"118.12","6","1","t",".12"
"2254","42",2254,"42.12","14","2","n",".12"
"2255","59",2255,"59.12","3","8","n",".12"
"2256","73",2256,"73.12","3","16","n",".12"
"2257","63",2257,"63.12","7","8","n",".12"
"2258","139",2258,"139.12","13","2","t",".12"
"2259","117",2259,"117.12","5","1","t",".12"
"2260","151",2260,"151.12","11","4","t",".12"
"2261","94",2261,"94.12","10","32","n",".12"
"2262","3",2262,"3.12","3","0","n",".12"
"2263","177",2263,"177.12","9","16","t",".12"
"2264","91",2264,"91.12","7","32","n",".12"
"2265","155",2265,"155.12","1","8","t",".12"
"2266","18",2266,"18.12","4","1","n",".12"
"2267","66",2267,"66.12","10","8","n",".12"
"2268","55",2268,"55.12","13","4","n",".12"
"2269","172",2269,"172.12","4","16","t",".12"
"2270","93",2270,"93.12","9","32","n",".12"
"2271","10",2271,"10.12","10","0","n",".12"
"2272","134",2272,"134.12","8","2","t",".12"
"2273","34",2273,"34.12","6","2","n",".12"
"2274","5",2274,"5.12","5","0","n",".12"
"2275","1",2275,"1.12","1","0","n",".12"
"2276","150",2276,"150.12","10","4","t",".12"
"2277","12",2277,"12.12","12","0","n",".12"
"2278","75",2278,"75.12","5","16","n",".12"
"2279","101",2279,"101.12","3","0","t",".12"
"2280","46",2280,"46.12","4","4","n",".12"
"2281","30",2281,"30.12","2","2","n",".12"
"2282","78",2282,"78.12","8","16","n",".12"
"2283","50",2283,"50.12","8","4","n",".12"
"2284","196",2284,"196.12","14","32","t",".12"
"2285","176",2285,"176.12","8","16","t",".12"
"2286","64",2286,"64.12","8","8","n",".12"
"2287","56",2287,"56.12","14","4","n",".12"
"2288","60",2288,"60.12","4","8","n",".12"
"2289","22",2289,"22.12","8","1","n",".12"
"2290","67",2290,"67.12","11","8","n",".12"
"2291","154",2291,"154.12","14","4","t",".12"
"2292","195",2292,"195.12","13","32","t",".12"
"2293","188",2293,"188.12","6","32","t",".12"
"2294","182",2294,"182.12","14","16","t",".12"
"2295","89",2295,"89.12","5","32","n",".12"
"2296","125",2296,"125.12","13","1","t",".12"
"2297","159",2297,"159.12","5","8","t",".12"
"2298","128",2298,"128.12","2","2","t",".12"
"2299","187",2299,"187.12","5","32","t",".12"
"2300","40",2300,"40.12","12","2","n",".12"
"2301","95",2301,"95.12","11","32","n",".12"
"2302","116",2302,"116.12","4","1","t",".12"
"2303","35",2303,"35.12","7","2","n",".12"
"2304","4",2304,"4.12","4","0","n",".12"
"2305","79",2305,"79.12","9","16","n",".12"
"2306","168",2306,"168.12","14","8","t",".12"
"2307","71",2307,"71.12","1","16","n",".12"
"2308","62",2308,"62.12","6","8","n",".12"
"2309","136",2309,"136.12","10","2","t",".12"
"2310","181",2310,"181.12","13","16","t",".12"
"2311","76",2311,"76.12","6","16","n",".12"
"2312","65",2312,"65.12","9","8","n",".12"
"2313","96",2313,"96.12","12","32","n",".12"
"2314","57",2314,"57.12","1","8","n",".12"
"2315","102",2315,"102.12","4","0","t",".12"
"2316","92",2316,"92.12","8","32","n",".12"
"2317","191",2317,"191.12","9","32","t",".12"
"2318","130",2318,"130.12","4","2","t",".12"
"2319","175",2319,"175.12","7","16","t",".12"
"2320","28",2320,"28.12","14","1","n",".12"
"2321","53",2321,"53.12","11","4","n",".12"
"2322","19",2322,"19.12","5","1","n",".12"
"2323","156",2323,"156.12","2","8","t",".12"
"2324","54",2324,"54.12","12","4","n",".12"
"2325","112",2325,"112.12","14","0","t",".12"
"2326","132",2326,"132.12","6","2","t",".12"
"2327","152",2327,"152.12","12","4","t",".12"
"2328","142",2328,"142.12","2","4","t",".12"
"2329","32",2329,"32.12","4","2","n",".12"
"2330","163",2330,"163.12","9","8","t",".12"
"2331","149",2331,"149.12","9","4","t",".12"
"2332","29",2332,"29.12","1","2","n",".12"
"2333","47",2333,"47.12","5","4","n",".12"
"2334","52",2334,"52.12","10","4","n",".12"
"2335","61",2335,"61.12","5","8","n",".12"
"2336","87",2336,"87.12","3","32","n",".12"
"2337","15",2337,"15.12","1","1","n",".12"
"2338","44",2338,"44.12","2","4","n",".12"
"2339","11",2339,"11.12","11","0","n",".12"
"2340","185",2340,"185.12","3","32","t",".12"
"2341","124",2341,"124.12","12","1","t",".12"
"2342","170",2342,"170.12","2","16","t",".12"
"2343","69",2343,"69.12","13","8","n",".12"
"2344","88",2344,"88.12","4","32","n",".12"
"2345","103",2345,"103.12","5","0","t",".12"
"2346","127",2346,"127.12","1","2","t",".12"
"2347","31",2347,"31.12","3","2","n",".12"
"2348","131",2348,"131.12","5","2","t",".12"
"2349","8",2349,"8.12","8","0","n",".12"
"2350","174",2350,"174.12","6","16","t",".12"
"2351","135",2351,"135.12","9","2","t",".12"
"2352","16",2352,"16.12","2","1","n",".12"
"2353","159",2353,"159.13","5","8","t",".13"
"2354","149",2354,"149.13","9","4","t",".13"
"2355","50",2355,"50.13","8","4","n",".13"
"2356","33",2356,"33.13","5","2","n",".13"
"2357","185",2357,"185.13","3","32","t",".13"
"2358","105",2358,"105.13","7","0","t",".13"
"2359","60",2359,"60.13","4","8","n",".13"
"2360","21",2360,"21.13","7","1","n",".13"
"2361","2",2361,"2.13","2","0","n",".13"
"2362","116",2362,"116.13","4","1","t",".13"
"2363","56",2363,"56.13","14","4","n",".13"
"2364","63",2364,"63.13","7","8","n",".13"
"2365","15",2365,"15.13","1","1","n",".13"
"2366","143",2366,"143.13","3","4","t",".13"
"2367","11",2367,"11.13","11","0","n",".13"
"2368","5",2368,"5.13","5","0","n",".13"
"2369","134",2369,"134.13","8","2","t",".13"
"2370","89",2370,"89.13","5","32","n",".13"
"2371","80",2371,"80.13","10","16","n",".13"
"2372","166",2372,"166.13","12","8","t",".13"
"2373","130",2373,"130.13","4","2","t",".13"
"2374","47",2374,"47.13","5","4","n",".13"
"2375","45",2375,"45.13","3","4","n",".13"
"2376","96",2376,"96.13","12","32","n",".13"
"2377","162",2377,"162.13","8","8","t",".13"
"2378","195",2378,"195.13","13","32","t",".13"
"2379","191",2379,"191.13","9","32","t",".13"
"2380","183",2380,"183.13","1","32","t",".13"
"2381","20",2381,"20.13","6","1","n",".13"
"2382","4",2382,"4.13","4","0","n",".13"
"2383","103",2383,"103.13","5","0","t",".13"
"2384","12",2384,"12.13","12","0","n",".13"
"2385","52",2385,"52.13","10","4","n",".13"
"2386","3",2386,"3.13","3","0","n",".13"
"2387","22",2387,"22.13","8","1","n",".13"
"2388","155",2388,"155.13","1","8","t",".13"
"2389","126",2389,"126.13","14","1","t",".13"
"2390","135",2390,"135.13","9","2","t",".13"
"2391","26",2391,"26.13","12","1","n",".13"
"2392","87",2392,"87.13","3","32","n",".13"
"2393","62",2393,"62.13","6","8","n",".13"
"2394","18",2394,"18.13","4","1","n",".13"
"2395","48",2395,"48.13","6","4","n",".13"
"2396","117",2396,"117.13","5","1","t",".13"
"2397","161",2397,"161.13","7","8","t",".13"
"2398","158",2398,"158.13","4","8","t",".13"
"2399","196",2399,"196.13","14","32","t",".13"
"2400","150",2400,"150.13","10","4","t",".13"
"2401","13",2401,"13.13","13","0","n",".13"
"2402","39",2402,"39.13","11","2","n",".13"
"2403","141",2403,"141.13","1","4","t",".13"
"2404","54",2404,"54.13","12","4","n",".13"
"2405","176",2405,"176.13","8","16","t",".13"
"2406","174",2406,"174.13","6","16","t",".13"
"2407","17",2407,"17.13","3","1","n",".13"
"2408","128",2408,"128.13","2","2","t",".13"
"2409","44",2409,"44.13","2","4","n",".13"
"2410","94",2410,"94.13","10","32","n",".13"
"2411","97",2411,"97.13","13","32","n",".13"
"2412","16",2412,"16.13","2","1","n",".13"
"2413","171",2413,"171.13","3","16","t",".13"
"2414","91",2414,"91.13","7","32","n",".13"
"2415","120",2415,"120.13","8","1","t",".13"
"2416","184",2416,"184.13","2","32","t",".13"
"2417","72",2417,"72.13","2","16","n",".13"
"2418","95",2418,"95.13","11","32","n",".13"
"2419","31",2419,"31.13","3","2","n",".13"
"2420","137",2420,"137.13","11","2","t",".13"
"2421","119",2421,"119.13","7","1","t",".13"
"2422","101",2422,"101.13","3","0","t",".13"
"2423","127",2423,"127.13","1","2","t",".13"
"2424","27",2424,"27.13","13","1","n",".13"
"2425","98",2425,"98.13","14","32","n",".13"
"2426","57",2426,"57.13","1","8","n",".13"
"2427","68",2427,"68.13","12","8","n",".13"
"2428","153",2428,"153.13","13","4","t",".13"
"2429","8",2429,"8.13","8","0","n",".13"
"2430","124",2430,"124.13","12","1","t",".13"
"2431","114",2431,"114.13","2","1","t",".13"
"2432","83",2432,"83.13","13","16","n",".13"
"2433","78",2433,"78.13","8","16","n",".13"
"2434","154",2434,"154.13","14","4","t",".13"
"2435","66",2435,"66.13","10","8","n",".13"
"2436","92",2436,"92.13","8","32","n",".13"
"2437","86",2437,"86.13","2","32","n",".13"
"2438","146",2438,"146.13","6","4","t",".13"
"2439","152",2439,"152.13","12","4","t",".13"
"2440","71",2440,"71.13","1","16","n",".13"
"2441","51",2441,"51.13","9","4","n",".13"
"2442","160",2442,"160.13","6","8","t",".13"
"2443","144",2443,"144.13","4","4","t",".13"
"2444","40",2444,"40.13","12","2","n",".13"
"2445","125",2445,"125.13","13","1","t",".13"
"2446","151",2446,"151.13","11","4","t",".13"
"2447","102",2447,"102.13","4","0","t",".13"
"2448","35",2448,"35.13","7","2","n",".13"
"2449","132",2449,"132.13","6","2","t",".13"
"2450","190",2450,"190.13","8","32","t",".13"
"2451","59",2451,"59.13","3","8","n",".13"
"2452","88",2452,"88.13","4","32","n",".13"
"2453","181",2453,"181.13","13","16","t",".13"
"2454","147",2454,"147.13","7","4","t",".13"
"2455","168",2455,"168.13","14","8","t",".13"
"2456","142",2456,"142.13","2","4","t",".13"
"2457","84",2457,"84.13","14","16","n",".13"
"2458","106",2458,"106.13","8","0","t",".13"
"2459","165",2459,"165.13","11","8","t",".13"
"2460","157",2460,"157.13","3","8","t",".13"
"2461","123",2461,"123.13","11","1","t",".13"
"2462","6",2462,"6.13","6","0","n",".13"
"2463","163",2463,"163.13","9","8","t",".13"
"2464","133",2464,"133.13","7","2","t",".13"
"2465","38",2465,"38.13","10","2","n",".13"
"2466","67",2466,"67.13","11","8","n",".13"
"2467","30",2467,"30.13","2","2","n",".13"
"2468","55",2468,"55.13","13","4","n",".13"
"2469","164",2469,"164.13","10","8","t",".13"
"2470","139",2470,"139.13","13","2","t",".13"
"2471","61",2471,"61.13","5","8","n",".13"
"2472","79",2472,"79.13","9","16","n",".13"
"2473","107",2473,"107.13","9","0","t",".13"
"2474","14",2474,"14.13","14","0","n",".13"
"2475","145",2475,"145.13","5","4","t",".13"
"2476","65",2476,"65.13","9","8","n",".13"
"2477","24",2477,"24.13","10","1","n",".13"
"2478","108",2478,"108.13","10","0","t",".13"
"2479","182",2479,"182.13","14","16","t",".13"
"2480","77",2480,"77.13","7","16","n",".13"
"2481","1",2481,"1.13","1","0","n",".13"
"2482","193",2482,"193.13","11","32","t",".13"
"2483","187",2483,"187.13","5","32","t",".13"
"2484","34",2484,"34.13","6","2","n",".13"
"2485","49",2485,"49.13","7","4","n",".13"
"2486","111",2486,"111.13","13","0","t",".13"
"2487","76",2487,"76.13","6","16","n",".13"
"2488","175",2488,"175.13","7","16","t",".13"
"2489","110",2489,"110.13","12","0","t",".13"
"2490","115",2490,"115.13","3","1","t",".13"
"2491","121",2491,"121.13","9","1","t",".13"
"2492","9",2492,"9.13","9","0","n",".13"
"2493","10",2493,"10.13","10","0","n",".13"
"2494","180",2494,"180.13","12","16","t",".13"
"2495","169",2495,"169.13","1","16","t",".13"
"2496","170",2496,"170.13","2","16","t",".13"
"2497","178",2497,"178.13","10","16","t",".13"
"2498","37",2498,"37.13","9","2","n",".13"
"2499","69",2499,"69.13","13","8","n",".13"
"2500","100",2500,"100.13","2","0","t",".13"
"2501","73",2501,"73.13","3","16","n",".13"
"2502","81",2502,"81.13","11","16","n",".13"
"2503","189",2503,"189.13","7","32","t",".13"
"2504","36",2504,"36.13","8","2","n",".13"
"2505","82",2505,"82.13","12","16","n",".13"
"2506","173",2506,"173.13","5","16","t",".13"
"2507","46",2507,"46.13","4","4","n",".13"
"2508","53",2508,"53.13","11","4","n",".13"
"2509","23",2509,"23.13","9","1","n",".13"
"2510","179",2510,"179.13","11","16","t",".13"
"2511","58",2511,"58.13","2","8","n",".13"
"2512","194",2512,"194.13","12","32","t",".13"
"2513","122",2513,"122.13","10","1","t",".13"
"2514","32",2514,"32.13","4","2","n",".13"
"2515","74",2515,"74.13","4","16","n",".13"
"2516","167",2516,"167.13","13","8","t",".13"
"2517","148",2517,"148.13","8","4","t",".13"
"2518","136",2518,"136.13","10","2","t",".13"
"2519","131",2519,"131.13","5","2","t",".13"
"2520","109",2520,"109.13","11","0","t",".13"
"2521","70",2521,"70.13","14","8","n",".13"
"2522","7",2522,"7.13","7","0","n",".13"
"2523","186",2523,"186.13","4","32","t",".13"
"2524","25",2524,"25.13","11","1","n",".13"
"2525","138",2525,"138.13","12","2","t",".13"
"2526","113",2526,"113.13","1","1","t",".13"
"2527","28",2527,"28.13","14","1","n",".13"
"2528","140",2528,"140.13","14","2","t",".13"
"2529","42",2529,"42.13","14","2","n",".13"
"2530","192",2530,"192.13","10","32","t",".13"
"2531","64",2531,"64.13","8","8","n",".13"
"2532","41",2532,"41.13","13","2","n",".13"
"2533","104",2533,"104.13","6","0","t",".13"
"2534","90",2534,"90.13","6","32","n",".13"
"2535","112",2535,"112.13","14","0","t",".13"
"2536","188",2536,"188.13","6","32","t",".13"
"2537","156",2537,"156.13","2","8","t",".13"
"2538","29",2538,"29.13","1","2","n",".13"
"2539","93",2539,"93.13","9","32","n",".13"
"2540","75",2540,"75.13","5","16","n",".13"
"2541","19",2541,"19.13","5","1","n",".13"
"2542","118",2542,"118.13","6","1","t",".13"
"2543","172",2543,"172.13","4","16","t",".13"
"2544","177",2544,"177.13","9","16","t",".13"
"2545","129",2545,"129.13","3","2","t",".13"
"2546","99",2546,"99.13","1","0","t",".13"
"2547","85",2547,"85.13","1","32","n",".13"
"2548","43",2548,"43.13","1","4","n",".13"
"2549","55",2549,"55.14","13","4","n",".14"
"2550","173",2550,"173.14","5","16","t",".14"
"2551","74",2551,"74.14","4","16","n",".14"
"2552","182",2552,"182.14","14","16","t",".14"
"2553","149",2553,"149.14","9","4","t",".14"
"2554","136",2554,"136.14","10","2","t",".14"
"2555","25",2555,"25.14","11","1","n",".14"
"2556","93",2556,"93.14","9","32","n",".14"
"2557","107",2557,"107.14","9","0","t",".14"
"2558","125",2558,"125.14","13","1","t",".14"
"2559","38",2559,"38.14","10","2","n",".14"
"2560","167",2560,"167.14","13","8","t",".14"
"2561","181",2561,"181.14","13","16","t",".14"
"2562","62",2562,"62.14","6","8","n",".14"
"2563","10",2563,"10.14","10","0","n",".14"
"2564","193",2564,"193.14","11","32","t",".14"
"2565","14",2565,"14.14","14","0","n",".14"
"2566","145",2566,"145.14","5","4","t",".14"
"2567","66",2567,"66.14","10","8","n",".14"
"2568","163",2568,"163.14","9","8","t",".14"
"2569","172",2569,"172.14","4","16","t",".14"
"2570","17",2570,"17.14","3","1","n",".14"
"2571","164",2571,"164.14","10","8","t",".14"
"2572","143",2572,"143.14","3","4","t",".14"
"2573","6",2573,"6.14","6","0","n",".14"
"2574","73",2574,"73.14","3","16","n",".14"
"2575","130",2575,"130.14","4","2","t",".14"
"2576","50",2576,"50.14","8","4","n",".14"
"2577","175",2577,"175.14","7","16","t",".14"
"2578","194",2578,"194.14","12","32","t",".14"
"2579","177",2579,"177.14","9","16","t",".14"
"2580","129",2580,"129.14","3","2","t",".14"
"2581","103",2581,"103.14","5","0","t",".14"
"2582","179",2582,"179.14","11","16","t",".14"
"2583","32",2583,"32.14","4","2","n",".14"
"2584","42",2584,"42.14","14","2","n",".14"
"2585","110",2585,"110.14","12","0","t",".14"
"2586","195",2586,"195.14","13","32","t",".14"
"2587","100",2587,"100.14","2","0","t",".14"
"2588","20",2588,"20.14","6","1","n",".14"
"2589","150",2589,"150.14","10","4","t",".14"
"2590","98",2590,"98.14","14","32","n",".14"
"2591","68",2591,"68.14","12","8","n",".14"
"2592","147",2592,"147.14","7","4","t",".14"
"2593","86",2593,"86.14","2","32","n",".14"
"2594","187",2594,"187.14","5","32","t",".14"
"2595","152",2595,"152.14","12","4","t",".14"
"2596","39",2596,"39.14","11","2","n",".14"
"2597","53",2597,"53.14","11","4","n",".14"
"2598","117",2598,"117.14","5","1","t",".14"
"2599","134",2599,"134.14","8","2","t",".14"
"2600","23",2600,"23.14","9","1","n",".14"
"2601","24",2601,"24.14","10","1","n",".14"
"2602","90",2602,"90.14","6","32","n",".14"
"2603","112",2603,"112.14","14","0","t",".14"
"2604","148",2604,"148.14","8","4","t",".14"
"2605","184",2605,"184.14","2","32","t",".14"
"2606","140",2606,"140.14","14","2","t",".14"
"2607","70",2607,"70.14","14","8","n",".14"
"2608","151",2608,"151.14","11","4","t",".14"
"2609","47",2609,"47.14","5","4","n",".14"
"2610","92",2610,"92.14","8","32","n",".14"
"2611","61",2611,"61.14","5","8","n",".14"
"2612","91",2612,"91.14","7","32","n",".14"
"2613","190",2613,"190.14","8","32","t",".14"
"2614","22",2614,"22.14","8","1","n",".14"
"2615","161",2615,"161.14","7","8","t",".14"
"2616","158",2616,"158.14","4","8","t",".14"
"2617","191",2617,"191.14","9","32","t",".14"
"2618","132",2618,"132.14","6","2","t",".14"
"2619","13",2619,"13.14","13","0","n",".14"
"2620","159",2620,"159.14","5","8","t",".14"
"2621","40",2621,"40.14","12","2","n",".14"
"2622","18",2622,"18.14","4","1","n",".14"
"2623","123",2623,"123.14","11","1","t",".14"
"2624","84",2624,"84.14","14","16","n",".14"
"2625","108",2625,"108.14","10","0","t",".14"
"2626","104",2626,"104.14","6","0","t",".14"
"2627","79",2627,"79.14","9","16","n",".14"
"2628","176",2628,"176.14","8","16","t",".14"
"2629","113",2629,"113.14","1","1","t",".14"
"2630","56",2630,"56.14","14","4","n",".14"
"2631","122",2631,"122.14","10","1","t",".14"
"2632","63",2632,"63.14","7","8","n",".14"
"2633","153",2633,"153.14","13","4","t",".14"
"2634","99",2634,"99.14","1","0","t",".14"
"2635","178",2635,"178.14","10","16","t",".14"
"2636","141",2636,"141.14","1","4","t",".14"
"2637","48",2637,"48.14","6","4","n",".14"
"2638","192",2638,"192.14","10","32","t",".14"
"2639","115",2639,"115.14","3","1","t",".14"
"2640","96",2640,"96.14","12","32","n",".14"
"2641","157",2641,"157.14","3","8","t",".14"
"2642","75",2642,"75.14","5","16","n",".14"
"2643","51",2643,"51.14","9","4","n",".14"
"2644","36",2644,"36.14","8","2","n",".14"
"2645","9",2645,"9.14","9","0","n",".14"
"2646","77",2646,"77.14","7","16","n",".14"
"2647","72",2647,"72.14","2","16","n",".14"
"2648","154",2648,"154.14","14","4","t",".14"
"2649","137",2649,"137.14","11","2","t",".14"
"2650","116",2650,"116.14","4","1","t",".14"
"2651","64",2651,"64.14","8","8","n",".14"
"2652","180",2652,"180.14","12","16","t",".14"
"2653","27",2653,"27.14","13","1","n",".14"
"2654","155",2654,"155.14","1","8","t",".14"
"2655","133",2655,"133.14","7","2","t",".14"
"2656","59",2656,"59.14","3","8","n",".14"
"2657","94",2657,"94.14","10","32","n",".14"
"2658","95",2658,"95.14","11","32","n",".14"
"2659","120",2659,"120.14","8","1","t",".14"
"2660","170",2660,"170.14","2","16","t",".14"
"2661","60",2661,"60.14","4","8","n",".14"
"2662","35",2662,"35.14","7","2","n",".14"
"2663","162",2663,"162.14","8","8","t",".14"
"2664","185",2664,"185.14","3","32","t",".14"
"2665","128",2665,"128.14","2","2","t",".14"
"2666","34",2666,"34.14","6","2","n",".14"
"2667","127",2667,"127.14","1","2","t",".14"
"2668","168",2668,"168.14","14","8","t",".14"
"2669","19",2669,"19.14","5","1","n",".14"
"2670","156",2670,"156.14","2","8","t",".14"
"2671","80",2671,"80.14","10","16","n",".14"
"2672","31",2672,"31.14","3","2","n",".14"
"2673","69",2673,"69.14","13","8","n",".14"
"2674","4",2674,"4.14","4","0","n",".14"
"2675","1",2675,"1.14","1","0","n",".14"
"2676","78",2676,"78.14","8","16","n",".14"
"2677","88",2677,"88.14","4","32","n",".14"
"2678","118",2678,"118.14","6","1","t",".14"
"2679","174",2679,"174.14","6","16","t",".14"
"2680","16",2680,"16.14","2","1","n",".14"
"2681","114",2681,"114.14","2","1","t",".14"
"2682","7",2682,"7.14","7","0","n",".14"
"2683","76",2683,"76.14","6","16","n",".14"
"2684","196",2684,"196.14","14","32","t",".14"
"2685","124",2685,"124.14","12","1","t",".14"
"2686","49",2686,"49.14","7","4","n",".14"
"2687","33",2687,"33.14","5","2","n",".14"
"2688","28",2688,"28.14","14","1","n",".14"
"2689","30",2689,"30.14","2","2","n",".14"
"2690","105",2690,"105.14","7","0","t",".14"
"2691","171",2691,"171.14","3","16","t",".14"
"2692","43",2692,"43.14","1","4","n",".14"
"2693","139",2693,"139.14","13","2","t",".14"
"2694","71",2694,"71.14","1","16","n",".14"
"2695","142",2695,"142.14","2","4","t",".14"
"2696","29",2696,"29.14","1","2","n",".14"
"2697","144",2697,"144.14","4","4","t",".14"
"2698","97",2698,"97.14","13","32","n",".14"
