"name","run.no.in.std.order","run.no","run.no.std.rp","sizea","sizeb","temp","Blocks"
"1166","83",1166,"83.10","7","5","tt",".10"
"1167","72",1167,"72.10","8","2","tt",".10"
"1171","111",1171,"111.10","7","12","tt",".10"
"1173","116",1173,"116.10","8","13","tt",".10"
"1176","61",1176,"61.10","5","0","tt",".10"
"1179","94",1179,"94.10","6","8","tt",".10"
"1187","85",1187,"85.10","5","6","tt",".10"
"1188","90",1188,"90.10","6","7","tt",".10"
"1189","98",1189,"98.10","6","9","tt",".10"
"1190","120",1190,"120.10","8","14","tt",".10"
"1191","107",1191,"107.10","7","11","tt",".10"
"1192","82",1192,"82.10","6","5","tt",".10"
"1193","100",1193,"100.10","8","9","tt",".10"
"1194","115",1194,"115.10","7","13","tt",".10"
"1199","114",1199,"114.10","6","13","tt",".10"
"1201","105",1201,"105.11","5","11","tt",".11"
"1203","113",1203,"113.11","5","13","tt",".11"
"1204","99",1204,"99.11","7","9","tt",".11"
"1205","100",1205,"100.11","8","9","tt",".11"
"1206","64",1206,"64.11","8","0","tt",".11"
"1208","114",1208,"114.11","6","13","tt",".11"
"1209","106",1209,"106.11","6","11","tt",".11"
"1211","109",1211,"109.11","5","12","tt",".11"
"1212","97",1212,"97.11","5","9","tt",".11"
"1215","84",1215,"84.11","8","5","tt",".11"
"1216","117",1216,"117.11","5","14","tt",".11"
"1219","95",1219,"95.11","7","8","tt",".11"
"1221","93",1221,"93.11","5","8","tt",".11"
"1224","91",1224,"91.11","7","7","tt",".11"
"1226","71",1226,"71.11","7","2","tt",".11"
"1229","79",1229,"79.11","7","4","tt",".11"
"1232","80",1232,"80.11","8","4","tt",".11"
"1233","88",1233,"88.11","8","6","tt",".11"
"1234","110",1234,"110.11","6","12","tt",".11"
"1235","81",1235,"81.11","5","5","tt",".11"
"1238","89",1238,"89.11","5","7","tt",".11"
"1244","72",1244,"72.11","8","2","tt",".11"
"1245","70",1245,"70.11","6","2","tt",".11"
"1246","73",1246,"73.11","5","3","tt",".11"
"1247","68",1247,"68.11","8","1","tt",".11"
"1249","119",1249,"119.11","7","14","tt",".11"
"1251","62",1251,"62.11","6","0","tt",".11"
"1252","75",1252,"75.11","7","3","tt",".11"
"1253","116",1253,"116.11","8","13","tt",".11"
"1254","67",1254,"67.11","7","1","tt",".11"
"1255","83",1255,"83.11","7","5","tt",".11"
"1257","115",1257,"115.11","7","13","tt",".11"
"1259","85",1259,"85.11","5","6","tt",".11"
"1262","111",1262,"111.11","7","12","tt",".11"
"1263","61",1263,"61.11","5","0","tt",".11"
"1264","104",1264,"104.11","8","10","tt",".11"
"1265","74",1265,"74.11","6","3","tt",".11"
"1271","92",1271,"92.11","8","7","tt",".11"
"1272","102",1272,"102.11","6","10","tt",".11"
"1274","98",1274,"98.11","6","9","tt",".11"
"1276","86",1276,"86.11","6","6","tt",".11"
"1278","66",1278,"66.11","6","1","tt",".11"
"1283","118",1283,"118.11","6","14","tt",".11"
"1284","94",1284,"94.11","6","8","tt",".11"
"1285","107",1285,"107.11","7","11","tt",".11"
"1290","103",1290,"103.11","7","10","tt",".11"
"1291","77",1291,"77.11","5","4","tt",".11"
"1294","101",1294,"101.11","5","10","tt",".11"
"1296","96",1296,"96.11","8","8","tt",".11"
"1298","90",1298,"90.11","6","7","tt",".11"
"1301","82",1301,"82.11","6","5","tt",".11"
"1302","120",1302,"120.11","8","14","tt",".11"
"1306","65",1306,"65.11","5","1","tt",".11"
"1307","112",1307,"112.11","8","12","tt",".11"
"1308","78",1308,"78.11","6","4","tt",".11"
"1312","63",1312,"63.11","7","0","tt",".11"
"1314","87",1314,"87.11","7","6","tt",".11"
"1315","69",1315,"69.11","5","2","tt",".11"
"1316","76",1316,"76.11","8","3","tt",".11"
"1319","108",1319,"108.11","8","11","tt",".11"
"1321","83",1321,"83.12","7","5","tt",".12"
"1325","118",1325,"118.12","6","14","tt",".12"
"1327","87",1327,"87.12","7","6","tt",".12"
"1328","105",1328,"105.12","5","11","tt",".12"
"1329","70",1329,"70.12","6","2","tt",".12"
"1330","68",1330,"68.12","8","1","tt",".12"
"1333","109",1333,"109.12","5","12","tt",".12"
"1338","93",1338,"93.12","5","8","tt",".12"
"1341","79",1341,"79.12","7","4","tt",".12"
"1342","97",1342,"97.12","5","9","tt",".12"
"1343","66",1343,"66.12","6","1","tt",".12"
"1346","101",1346,"101.12","5","10","tt",".12"
"1349","80",1349,"80.12","8","4","tt",".12"
"1350","114",1350,"114.12","6","13","tt",".12"
"1353","90",1353,"90.12","6","7","tt",".12"
"1354","84",1354,"84.12","8","5","tt",".12"
"1357","102",1357,"102.12","6","10","tt",".12"
"1359","85",1359,"85.12","5","6","tt",".12"
"1363","94",1363,"94.12","6","8","tt",".12"
"1365","91",1365,"91.12","7","7","tt",".12"
"1366","75",1366,"75.12","7","3","tt",".12"
"1369","110",1369,"110.12","6","12","tt",".12"
"1371","120",1371,"120.12","8","14","tt",".12"
"1373","119",1373,"119.12","7","14","tt",".12"
"1378","108",1378,"108.12","8","11","tt",".12"
"1379","107",1379,"107.12","7","11","tt",".12"
"1380","74",1380,"74.12","6","3","tt",".12"
"1381","92",1381,"92.12","8","7","tt",".12"
"1383","64",1383,"64.12","8","0","tt",".12"
"1384","81",1384,"81.12","5","5","tt",".12"
"1385","61",1385,"61.12","5","0","tt",".12"
"1387","82",1387,"82.12","6","5","tt",".12"
"1388","86",1388,"86.12","6","6","tt",".12"
"1390","77",1390,"77.12","5","4","tt",".12"
"1392","104",1392,"104.12","8","10","tt",".12"
"1393","69",1393,"69.12","5","2","tt",".12"
"1394","89",1394,"89.12","5","7","tt",".12"
"1395","98",1395,"98.12","6","9","tt",".12"
"1397","106",1397,"106.12","6","11","tt",".12"
"1398","116",1398,"116.12","8","13","tt",".12"
"1399","96",1399,"96.12","8","8","tt",".12"
"1401","62",1401,"62.12","6","0","tt",".12"
"1403","117",1403,"117.12","5","14","tt",".12"
"1404","65",1404,"65.12","5","1","tt",".12"
"1408","71",1408,"71.12","7","2","tt",".12"
"1409","67",1409,"67.12","7","1","tt",".12"
"1412","88",1412,"88.12","8","6","tt",".12"
"1414","63",1414,"63.12","7","0","tt",".12"
"1417","115",1417,"115.12","7","13","tt",".12"
"1419","112",1419,"112.12","8","12","tt",".12"
"1421","99",1421,"99.12","7","9","tt",".12"
"1422","100",1422,"100.12","8","9","tt",".12"
"1423","95",1423,"95.12","7","8","tt",".12"
"1426","113",1426,"113.12","5","13","tt",".12"
"1428","78",1428,"78.12","6","4","tt",".12"
"1429","111",1429,"111.12","7","12","tt",".12"
"1432","73",1432,"73.12","5","3","tt",".12"
"1433","76",1433,"76.12","8","3","tt",".12"
"1434","103",1434,"103.12","7","10","tt",".12"
"1438","72",1438,"72.12","8","2","tt",".12"
"1441","99",1441,"99.13","7","9","tt",".13"
"1443","119",1443,"119.13","7","14","tt",".13"
"1447","81",1447,"81.13","5","5","tt",".13"
"1451","71",1451,"71.13","7","2","tt",".13"
"1455","61",1455,"61.13","5","0","tt",".13"
"1460","112",1460,"112.13","8","12","tt",".13"
"1461","100",1461,"100.13","8","9","tt",".13"
"1464","67",1464,"67.13","7","1","tt",".13"
"1466","68",1466,"68.13","8","1","tt",".13"
"1470","103",1470,"103.13","7","10","tt",".13"
"1471","62",1471,"62.13","6","0","tt",".13"
"1473","113",1473,"113.13","5","13","tt",".13"
"1474","70",1474,"70.13","6","2","tt",".13"
"1477","107",1477,"107.13","7","11","tt",".13"
"1478","97",1478,"97.13","5","9","tt",".13"
"1479","116",1479,"116.13","8","13","tt",".13"
"1481","94",1481,"94.13","6","8","tt",".13"
"1483","118",1483,"118.13","6","14","tt",".13"
"1486","63",1486,"63.13","7","0","tt",".13"
"1487","72",1487,"72.13","8","2","tt",".13"
"1488","69",1488,"69.13","5","2","tt",".13"
"1489","101",1489,"101.13","5","10","tt",".13"
"1491","102",1491,"102.13","6","10","tt",".13"
"1494","88",1494,"88.13","8","6","tt",".13"
"1497","93",1497,"93.13","5","8","tt",".13"
"1500","106",1500,"106.13","6","11","tt",".13"
"1502","95",1502,"95.13","7","8","tt",".13"
"1505","104",1505,"104.13","8","10","tt",".13"
"1506","108",1506,"108.13","8","11","tt",".13"
"1509","79",1509,"79.13","7","4","tt",".13"
"1510","76",1510,"76.13","8","3","tt",".13"
"1511","78",1511,"78.13","6","4","tt",".13"
"1512","98",1512,"98.13","6","9","tt",".13"
"1513","83",1513,"83.13","7","5","tt",".13"
"1515","117",1515,"117.13","5","14","tt",".13"
"1518","90",1518,"90.13","6","7","tt",".13"
"1520","75",1520,"75.13","7","3","tt",".13"
"1521","80",1521,"80.13","8","4","tt",".13"
"1523","73",1523,"73.13","5","3","tt",".13"
"1525","65",1525,"65.13","5","1","tt",".13"
"1528","77",1528,"77.13","5","4","tt",".13"
"1529","120",1529,"120.13","8","14","tt",".13"
"1531","82",1531,"82.13","6","5","tt",".13"
"1533","111",1533,"111.13","7","12","tt",".13"
"1534","92",1534,"92.13","8","7","tt",".13"
"1535","87",1535,"87.13","7","6","tt",".13"
"1541","66",1541,"66.13","6","1","tt",".13"
"1542","96",1542,"96.13","8","8","tt",".13"
"1543","109",1543,"109.13","5","12","tt",".13"
"1544","110",1544,"110.13","6","12","tt",".13"
"1545","114",1545,"114.13","6","13","tt",".13"
"1547","85",1547,"85.13","5","6","tt",".13"
"1548","115",1548,"115.13","7","13","tt",".13"
"1549","89",1549,"89.13","5","7","tt",".13"
"1550","86",1550,"86.13","6","6","tt",".13"
"1551","64",1551,"64.13","8","0","tt",".13"
"1552","74",1552,"74.13","6","3","tt",".13"
"1553","105",1553,"105.13","5","11","tt",".13"
"1554","91",1554,"91.13","7","7","tt",".13"
"1559","84",1559,"84.13","8","5","tt",".13"
"1562","73",1562,"73.14","5","3","tt",".14"
"1563","119",1563,"119.14","7","14","tt",".14"
"1566","80",1566,"80.14","8","4","tt",".14"
"1568","66",1568,"66.14","6","1","tt",".14"
"1570","93",1570,"93.14","5","8","tt",".14"
"1573","101",1573,"101.14","5","10","tt",".14"
"1574","82",1574,"82.14","6","5","tt",".14"
"1575","71",1575,"71.14","7","2","tt",".14"
"1576","94",1576,"94.14","6","8","tt",".14"
"1577","79",1577,"79.14","7","4","tt",".14"
"1580","111",1580,"111.14","7","12","tt",".14"
"1581","70",1581,"70.14","6","2","tt",".14"
"1582","89",1582,"89.14","5","7","tt",".14"
"1584","64",1584,"64.14","8","0","tt",".14"
"1585","103",1585,"103.14","7","10","tt",".14"
"1586","114",1586,"114.14","6","13","tt",".14"
"1589","118",1589,"118.14","6","14","tt",".14"
"1590","85",1590,"85.14","5","6","tt",".14"
"1591","61",1591,"61.14","5","0","tt",".14"
"1595","67",1595,"67.14","7","1","tt",".14"
"1596","63",1596,"63.14","7","0","tt",".14"
"1597","105",1597,"105.14","5","11","tt",".14"
"1601","81",1601,"81.14","5","5","tt",".14"
"1604","112",1604,"112.14","8","12","tt",".14"
"1606","109",1606,"109.14","5","12","tt",".14"
"1608","96",1608,"96.14","8","8","tt",".14"
"1609","99",1609,"99.14","7","9","tt",".14"
"1613","76",1613,"76.14","8","3","tt",".14"
"1614","62",1614,"62.14","6","0","tt",".14"
"1615","91",1615,"91.14","7","7","tt",".14"
"1616","113",1616,"113.14","5","13","tt",".14"
"1617","74",1617,"74.14","6","3","tt",".14"
"1620","90",1620,"90.14","6","7","tt",".14"
"1623","84",1623,"84.14","8","5","tt",".14"
"1624","69",1624,"69.14","5","2","tt",".14"
"1626","78",1626,"78.14","6","4","tt",".14"
"1627","86",1627,"86.14","6","6","tt",".14"
"1628","68",1628,"68.14","8","1","tt",".14"
"1631","115",1631,"115.14","7","13","tt",".14"
"1632","72",1632,"72.14","8","2","tt",".14"
"1636","65",1636,"65.14","5","1","tt",".14"
"1638","83",1638,"83.14","7","5","tt",".14"
"1639","100",1639,"100.14","8","9","tt",".14"
"1640","116",1640,"116.14","8","13","tt",".14"
"1644","77",1644,"77.14","5","4","tt",".14"
"1645","106",1645,"106.14","6","11","tt",".14"
"1646","108",1646,"108.14","8","11","tt",".14"
"1647","120",1647,"120.14","8","14","tt",".14"
"1648","87",1648,"87.14","7","6","tt",".14"
"1649","97",1649,"97.14","5","9","tt",".14"
"1656","98",1656,"98.14","6","9","tt",".14"
"1658","88",1658,"88.14","8","6","tt",".14"
"1663","75",1663,"75.14","7","3","tt",".14"
"1664","104",1664,"104.14","8","10","tt",".14"
"1666","117",1666,"117.14","5","14","tt",".14"
"1668","107",1668,"107.14","7","11","tt",".14"
"1670","92",1670,"92.14","8","7","tt",".14"
"1672","110",1672,"110.14","6","12","tt",".14"
"1676","95",1676,"95.14","7","8","tt",".14"
"1680","102",1680,"102.14","6","10","tt",".14"
"1682","82",1682,"82.15","6","5","tt",".15"
"1683","105",1683,"105.15","5","11","tt",".15"
"1684","115",1684,"115.15","7","13","tt",".15"
"1688","114",1688,"114.15","6","13","tt",".15"
"1691","106",1691,"106.15","6","11","tt",".15"
"1692","90",1692,"90.15","6","7","tt",".15"
"1693","109",1693,"109.15","5","12","tt",".15"
"1695","74",1695,"74.15","6","3","tt",".15"
"1699","97",1699,"97.15","5","9","tt",".15"
"1700","64",1700,"64.15","8","0","tt",".15"
"1701","91",1701,"91.15","7","7","tt",".15"
"1703","65",1703,"65.15","5","1","tt",".15"
"1705","67",1705,"67.15","7","1","tt",".15"
"1706","93",1706,"93.15","5","8","tt",".15"
"1707","119",1707,"119.15","7","14","tt",".15"
"1708","98",1708,"98.15","6","9","tt",".15"
"1712","78",1712,"78.15","6","4","tt",".15"
"1713","96",1713,"96.15","8","8","tt",".15"
"1715","116",1715,"116.15","8","13","tt",".15"
"1718","85",1718,"85.15","5","6","tt",".15"
"1719","87",1719,"87.15","7","6","tt",".15"
"1721","72",1721,"72.15","8","2","tt",".15"
"1723","76",1723,"76.15","8","3","tt",".15"
"1724","66",1724,"66.15","6","1","tt",".15"
"1727","73",1727,"73.15","5","3","tt",".15"
"1731","89",1731,"89.15","5","7","tt",".15"
"1732","80",1732,"80.15","8","4","tt",".15"
"1734","92",1734,"92.15","8","7","tt",".15"
"1735","84",1735,"84.15","8","5","tt",".15"
"1736","68",1736,"68.15","8","1","tt",".15"
"1737","103",1737,"103.15","7","10","tt",".15"
"1740","99",1740,"99.15","7","9","tt",".15"
"1742","112",1742,"112.15","8","12","tt",".15"
"1743","81",1743,"81.15","5","5","tt",".15"
"1746","88",1746,"88.15","8","6","tt",".15"
"1747","86",1747,"86.15","6","6","tt",".15"
"1751","108",1751,"108.15","8","11","tt",".15"
"1753","117",1753,"117.15","5","14","tt",".15"
"1755","118",1755,"118.15","6","14","tt",".15"
"1759","113",1759,"113.15","5","13","tt",".15"
"1760","104",1760,"104.15","8","10","tt",".15"
"1763","102",1763,"102.15","6","10","tt",".15"
"1764","100",1764,"100.15","8","9","tt",".15"
"1766","69",1766,"69.15","5","2","tt",".15"
"1767","75",1767,"75.15","7","3","tt",".15"
"1769","120",1769,"120.15","8","14","tt",".15"
"1770","83",1770,"83.15","7","5","tt",".15"
"1777","94",1777,"94.15","6","8","tt",".15"
"1783","110",1783,"110.15","6","12","tt",".15"
"1784","79",1784,"79.15","7","4","tt",".15"
"1785","70",1785,"70.15","6","2","tt",".15"
"1786","111",1786,"111.15","7","12","tt",".15"
"1787","101",1787,"101.15","5","10","tt",".15"
"1788","95",1788,"95.15","7","8","tt",".15"
"1790","61",1790,"61.15","5","0","tt",".15"
"1793","62",1793,"62.15","6","0","tt",".15"
"1795","77",1795,"77.15","5","4","tt",".15"
"1796","107",1796,"107.15","7","11","tt",".15"
"1798","71",1798,"71.15","7","2","tt",".15"
"1799","63",1799,"63.15","7","0","tt",".15"
"1803","94",1803,"94.16","6","8","tt",".16"
"1804","65",1804,"65.16","5","1","tt",".16"
"1806","108",1806,"108.16","8","11","tt",".16"
"1808","101",1808,"101.16","5","10","tt",".16"
"1812","73",1812,"73.16","5","3","tt",".16"
"1815","87",1815,"87.16","7","6","tt",".16"
"1816","102",1816,"102.16","6","10","tt",".16"
"1817","119",1817,"119.16","7","14","tt",".16"
"1818","62",1818,"62.16","6","0","tt",".16"
"1820","120",1820,"120.16","8","14","tt",".16"
"1821","90",1821,"90.16","6","7","tt",".16"
"1822","100",1822,"100.16","8","9","tt",".16"
"1823","93",1823,"93.16","5","8","tt",".16"
"1826","76",1826,"76.16","8","3","tt",".16"
"1828","104",1828,"104.16","8","10","tt",".16"
"1829","106",1829,"106.16","6","11","tt",".16"
"1834","113",1834,"113.16","5","13","tt",".16"
"1837","61",1837,"61.16","5","0","tt",".16"
"1838","71",1838,"71.16","7","2","tt",".16"
"1839","105",1839,"105.16","5","11","tt",".16"
"1842","70",1842,"70.16","6","2","tt",".16"
"1844","81",1844,"81.16","5","5","tt",".16"
"1848","66",1848,"66.16","6","1","tt",".16"
"1850","103",1850,"103.16","7","10","tt",".16"
"1854","68",1854,"68.16","8","1","tt",".16"
"1855","116",1855,"116.16","8","13","tt",".16"
"1858","77",1858,"77.16","5","4","tt",".16"
"1859","84",1859,"84.16","8","5","tt",".16"
"1864","78",1864,"78.16","6","4","tt",".16"
"1866","91",1866,"91.16","7","7","tt",".16"
"1867","115",1867,"115.16","7","13","tt",".16"
"1868","86",1868,"86.16","6","6","tt",".16"
"1872","80",1872,"80.16","8","4","tt",".16"
"1873","92",1873,"92.16","8","7","tt",".16"
"1874","63",1874,"63.16","7","0","tt",".16"
"1875","69",1875,"69.16","5","2","tt",".16"
"1877","99",1877,"99.16","7","9","tt",".16"
"1878","110",1878,"110.16","6","12","tt",".16"
"1881","74",1881,"74.16","6","3","tt",".16"
"1882","82",1882,"82.16","6","5","tt",".16"
"1883","83",1883,"83.16","7","5","tt",".16"
"1886","97",1886,"97.16","5","9","tt",".16"
"1887","109",1887,"109.16","5","12","tt",".16"
"1888","75",1888,"75.16","7","3","tt",".16"
"1893","117",1893,"117.16","5","14","tt",".16"
"1899","118",1899,"118.16","6","14","tt",".16"
"1901","64",1901,"64.16","8","0","tt",".16"
"1904","98",1904,"98.16","6","9","tt",".16"
"1905","67",1905,"67.16","7","1","tt",".16"
"1907","95",1907,"95.16","7","8","tt",".16"
"1908","114",1908,"114.16","6","13","tt",".16"
"1910","111",1910,"111.16","7","12","tt",".16"
"1911","89",1911,"89.16","5","7","tt",".16"
"1912","96",1912,"96.16","8","8","tt",".16"
"1913","88",1913,"88.16","8","6","tt",".16"
"1914","79",1914,"79.16","7","4","tt",".16"
"1915","85",1915,"85.16","5","6","tt",".16"
"1917","112",1917,"112.16","8","12","tt",".16"
"1919","72",1919,"72.16","8","2","tt",".16"
"1920","107",1920,"107.16","7","11","tt",".16"
"1921","72",1921,"72.17","8","2","tt",".17"
"1923","63",1923,"63.17","7","0","tt",".17"
"1924","100",1924,"100.17","8","9","tt",".17"
"1926","91",1926,"91.17","7","7","tt",".17"
"1927","77",1927,"77.17","5","4","tt",".17"
"1928","101",1928,"101.17","5","10","tt",".17"
"1931","68",1931,"68.17","8","1","tt",".17"
"1933","105",1933,"105.17","5","11","tt",".17"
"1934","116",1934,"116.17","8","13","tt",".17"
"1935","97",1935,"97.17","5","9","tt",".17"
"1936","114",1936,"114.17","6","13","tt",".17"
"1938","111",1938,"111.17","7","12","tt",".17"
"1939","76",1939,"76.17","8","3","tt",".17"
"1942","78",1942,"78.17","6","4","tt",".17"
"1944","108",1944,"108.17","8","11","tt",".17"
"1947","92",1947,"92.17","8","7","tt",".17"
"1949","65",1949,"65.17","5","1","tt",".17"
"1950","93",1950,"93.17","5","8","tt",".17"
"1955","96",1955,"96.17","8","8","tt",".17"
"1957","74",1957,"74.17","6","3","tt",".17"
"1958","112",1958,"112.17","8","12","tt",".17"
"1959","107",1959,"107.17","7","11","tt",".17"
"1962","89",1962,"89.17","5","7","tt",".17"
"1963","84",1963,"84.17","8","5","tt",".17"
"1970","119",1970,"119.17","7","14","tt",".17"
"1971","94",1971,"94.17","6","8","tt",".17"
"1979","102",1979,"102.17","6","10","tt",".17"
"1983","104",1983,"104.17","8","10","tt",".17"
"1984","110",1984,"110.17","6","12","tt",".17"
"1986","64",1986,"64.17","8","0","tt",".17"
"1987","99",1987,"99.17","7","9","tt",".17"
"1988","85",1988,"85.17","5","6","tt",".17"
"1989","73",1989,"73.17","5","3","tt",".17"
"1990","113",1990,"113.17","5","13","tt",".17"
"1991","75",1991,"75.17","7","3","tt",".17"
"1995","70",1995,"70.17","6","2","tt",".17"
"1996","79",1996,"79.17","7","4","tt",".17"
"1999","98",1999,"98.17","6","9","tt",".17"
"2002","88",2002,"88.17","8","6","tt",".17"
"2003","86",2003,"86.17","6","6","tt",".17"
"2006","62",2006,"62.17","6","0","tt",".17"
"2007","109",2007,"109.17","5","12","tt",".17"
"2009","61",2009,"61.17","5","0","tt",".17"
"2010","117",2010,"117.17","5","14","tt",".17"
"2011","71",2011,"71.17","7","2","tt",".17"
"2012","95",2012,"95.17","7","8","tt",".17"
"2013","90",2013,"90.17","6","7","tt",".17"
"2015","66",2015,"66.17","6","1","tt",".17"
"2016","103",2016,"103.17","7","10","tt",".17"
"2018","106",2018,"106.17","6","11","tt",".17"
"2020","80",2020,"80.17","8","4","tt",".17"
"2021","83",2021,"83.17","7","5","tt",".17"
"2022","115",2022,"115.17","7","13","tt",".17"
"2026","69",2026,"69.17","5","2","tt",".17"
"2027","87",2027,"87.17","7","6","tt",".17"
"2031","67",2031,"67.17","7","1","tt",".17"
"2032","81",2032,"81.17","5","5","tt",".17"
"2037","82",2037,"82.17","6","5","tt",".17"
"2038","118",2038,"118.17","6","14","tt",".17"
"2039","120",2039,"120.17","8","14","tt",".17"
"2042","79",2042,"79.18","7","4","tt",".18"
"2045","84",2045,"84.18","8","5","tt",".18"
"2046","64",2046,"64.18","8","0","tt",".18"
"2047","93",2047,"93.18","5","8","tt",".18"
"2048","87",2048,"87.18","7","6","tt",".18"
"2049","113",2049,"113.18","5","13","tt",".18"
"2050","103",2050,"103.18","7","10","tt",".18"
"2052","67",2052,"67.18","7","1","tt",".18"
"2053","116",2053,"116.18","8","13","tt",".18"
"2055","96",2055,"96.18","8","8","tt",".18"
"2056","80",2056,"80.18","8","4","tt",".18"
"2058","71",2058,"71.18","7","2","tt",".18"
"2060","68",2060,"68.18","8","1","tt",".18"
"2061","101",2061,"101.18","5","10","tt",".18"
"2062","102",2062,"102.18","6","10","tt",".18"
"2064","105",2064,"105.18","5","11","tt",".18"
"2066","107",2066,"107.18","7","11","tt",".18"
"2067","70",2067,"70.18","6","2","tt",".18"
"2068","106",2068,"106.18","6","11","tt",".18"
"2069","114",2069,"114.18","6","13","tt",".18"
"2070","65",2070,"65.18","5","1","tt",".18"
"2073","74",2073,"74.18","6","3","tt",".18"
"2074","119",2074,"119.18","7","14","tt",".18"
"2078","90",2078,"90.18","6","7","tt",".18"
"2079","111",2079,"111.18","7","12","tt",".18"
"2081","120",2081,"120.18","8","14","tt",".18"
"2082","75",2082,"75.18","7","3","tt",".18"
"2083","86",2083,"86.18","6","6","tt",".18"
"2084","91",2084,"91.18","7","7","tt",".18"
"2087","97",2087,"97.18","5","9","tt",".18"
"2088","89",2088,"89.18","5","7","tt",".18"
"2091","110",2091,"110.18","6","12","tt",".18"
"2092","95",2092,"95.18","7","8","tt",".18"
"2095","72",2095,"72.18","8","2","tt",".18"
"2099","88",2099,"88.18","8","6","tt",".18"
"2100","118",2100,"118.18","6","14","tt",".18"
"2102","104",2102,"104.18","8","10","tt",".18"
"2107","78",2107,"78.18","6","4","tt",".18"
"2108","109",2108,"109.18","5","12","tt",".18"
"2111","69",2111,"69.18","5","2","tt",".18"
"2112","112",2112,"112.18","8","12","tt",".18"
"2115","81",2115,"81.18","5","5","tt",".18"
"2117","62",2117,"62.18","6","0","tt",".18"
"2118","76",2118,"76.18","8","3","tt",".18"
"2119","94",2119,"94.18","6","8","tt",".18"
"2120","98",2120,"98.18","6","9","tt",".18"
"2123","66",2123,"66.18","6","1","tt",".18"
"2124","73",2124,"73.18","5","3","tt",".18"
"2127","61",2127,"61.18","5","0","tt",".18"
"2129","108",2129,"108.18","8","11","tt",".18"
"2132","117",2132,"117.18","5","14","tt",".18"
"2133","92",2133,"92.18","8","7","tt",".18"
"2134","99",2134,"99.18","7","9","tt",".18"
"2138","115",2138,"115.18","7","13","tt",".18"
"2139","77",2139,"77.18","5","4","tt",".18"
"2141","83",2141,"83.18","7","5","tt",".18"
"2142","85",2142,"85.18","5","6","tt",".18"
"2146","100",2146,"100.18","8","9","tt",".18"
"2148","63",2148,"63.18","7","0","tt",".18"
"2156","82",2156,"82.18","6","5","tt",".18"
"2162","70",2162,"70.19","6","2","tt",".19"
"2164","120",2164,"120.19","8","14","tt",".19"
"2166","83",2166,"83.19","7","5","tt",".19"
"2168","95",2168,"95.19","7","8","tt",".19"
"2169","90",2169,"90.19","6","7","tt",".19"
"2171","77",2171,"77.19","5","4","tt",".19"
"2172","115",2172,"115.19","7","13","tt",".19"
"2173","72",2173,"72.19","8","2","tt",".19"
"2174","66",2174,"66.19","6","1","tt",".19"
"2176","64",2176,"64.19","8","0","tt",".19"
"2177","79",2177,"79.19","7","4","tt",".19"
"2178","97",2178,"97.19","5","9","tt",".19"
"2181","85",2181,"85.19","5","6","tt",".19"
"2185","111",2185,"111.19","7","12","tt",".19"
"2186","78",2186,"78.19","6","4","tt",".19"
"2188","98",2188,"98.19","6","9","tt",".19"
"2190","104",2190,"104.19","8","10","tt",".19"
"2192","99",2192,"99.19","7","9","tt",".19"
"2195","92",2195,"92.19","8","7","tt",".19"
"2198","109",2198,"109.19","5","12","tt",".19"
"2201","91",2201,"91.19","7","7","tt",".19"
"2202","119",2202,"119.19","7","14","tt",".19"
"2204","114",2204,"114.19","6","13","tt",".19"
"2205","96",2205,"96.19","8","8","tt",".19"
"2206","76",2206,"76.19","8","3","tt",".19"
"2207","93",2207,"93.19","5","8","tt",".19"
"2208","113",2208,"113.19","5","13","tt",".19"
"2209","81",2209,"81.19","5","5","tt",".19"
"2210","61",2210,"61.19","5","0","tt",".19"
"2211","112",2211,"112.19","8","12","tt",".19"
"2212","62",2212,"62.19","6","0","tt",".19"
"2216","117",2216,"117.19","5","14","tt",".19"
"2217","84",2217,"84.19","8","5","tt",".19"
"2218","108",2218,"108.19","8","11","tt",".19"
"2224","74",2224,"74.19","6","3","tt",".19"
"2225","63",2225,"63.19","7","0","tt",".19"
"2226","68",2226,"68.19","8","1","tt",".19"
"2228","105",2228,"105.19","5","11","tt",".19"
"2229","80",2229,"80.19","8","4","tt",".19"
"2230","94",2230,"94.19","6","8","tt",".19"
"2232","106",2232,"106.19","6","11","tt",".19"
"2235","100",2235,"100.19","8","9","tt",".19"
"2236","82",2236,"82.19","6","5","tt",".19"
"2237","73",2237,"73.19","5","3","tt",".19"
"2238","103",2238,"103.19","7","10","tt",".19"
"2242","67",2242,"67.19","7","1","tt",".19"
"2244","118",2244,"118.19","6","14","tt",".19"
"2246","75",2246,"75.19","7","3","tt",".19"
"2250","65",2250,"65.19","5","1","tt",".19"
"2252","107",2252,"107.19","7","11","tt",".19"
"2253","110",2253,"110.19","6","12","tt",".19"
"2256","88",2256,"88.19","8","6","tt",".19"
"2257","69",2257,"69.19","5","2","tt",".19"
"2258","89",2258,"89.19","5","7","tt",".19"
"2260","87",2260,"87.19","7","6","tt",".19"
"2264","71",2264,"71.19","7","2","tt",".19"
"2268","102",2268,"102.19","6","10","tt",".19"
"2269","101",2269,"101.19","5","10","tt",".19"
"2278","116",2278,"116.19","8","13","tt",".19"
"2279","86",2279,"86.19","6","6","tt",".19"
"2282","87",2282,"87.20","7","6","tt",".20"
"2286","69",2286,"69.20","5","2","tt",".20"
"2288","74",2288,"74.20","6","3","tt",".20"
