"sizea","temp","Blocks","cyca","l3ra","l3ma","cycb","l3rb","l3mb"
16384,16,tt,4897716555,371676274,206451003,7085,316,295
12288,16,nt,11761296506,2356,1614,9232,315,298
8192,16,nt,14873197399,1048,652,9524,302,286
32768,16,nt,7451078314,1365,143,7647,306,293
32768,16,tt,4900461638,290525854,234164715,8500,305,290
262144,16,tt,4997485326,252192036,252182337,10528,320,290
4096,16,nt,26814412212,578,257,8611,317,297
6144,16,nt,19060290384,692,118,9901,318,293
2048,16,nt,27355783726,256,86,7973,317,295
4096,16,tt,4881580394,1023252187,479912,7879,314,286
12288,16,tt,4918857866,457034171,178655119,8387,311,293
131072,16,nt,6408998115,136681,8769,8663,310,284
16384,16,nt,9562633937,2127,1716,8110,309,292
7168,16,nt,15179617827,983,538,8860,321,293
524288,16,tt,4990348921,252191681,252184505,9850,317,283
8192,16,nt,14861278816,1200,675,9653,317,291
6144,16,nt,18963496641,464,92,9059,321,291
2048,16,tt,4990855256,1047364569,185859,7848,309,290
65536,16,tt,4730582220,252182466,235318707,8874,325,284
65536,16,nt,6435356368,10159,5223,8401,305,290
6144,16,tt,3999441127,740307638,27100011,7786,314,290
524288,16,tt,4989757576,252189979,252182946,9494,310,287
32768,16,tt,4905296613,290531451,234101066,7802,310,290
7168,16,nt,15278909343,744,218,9001,317,293
131072,16,nt,6408449570,87441,18822,9402,313,287
3072,16,nt,26994615047,462,117,9786,308,286
12288,16,nt,11757577755,971,214,9319,322,306
524288,16,nt,6384006281,489547,52793,8269,315,288
5120,16,tt,4936837192,913894374,36659794,7532,322,287
131072,16,tt,4967242694,252195402,250050076,9718,317,302
4096,16,nt,26698818801,639,280,8240,315,290
7168,16,tt,5665718242,591003176,175855481,7507,308,289
3072,16,tt,4912713841,1031259184,102407,8672,311,290
262144,16,tt,4991917920,252196614,252187145,9551,308,293
16384,16,tt,4907736000,371678598,206621223,8008,299,289
5120,16,nt,23573485199,542,113,8572,310,291
8192,16,tt,3949288244,577195680,73684864,8332,320,278
4096,16,tt,5144386320,1023253243,17278736,7073,305,292
12288,16,tt,4946928118,457034096,179370697,8167,301,275
32768,16,nt,7437218631,2751,1371,8824,327,294
16384,16,nt,9547338175,818,258,8438,310,286
2048,16,nt,27511684938,217,56,9250,320,291
262144,16,nt,6392209143,480761,15868,9003,309,293
5120,16,tt,4634035260,913894071,16353613,7644,315,295
5120,16,nt,23653796652,793,449,9287,314,290
6144,16,nt,19080875406,651,235,8533,320,286
65536,16,nt,6433586625,4460,395,8963,311,284
262144,16,tt,4995227883,252194159,252185248,10617,337,293
16384,16,nt,9549058209,1034,187,9059,320,296
4096,16,tt,4878147446,1023249426,280205,7743,309,282
8192,16,nt,14802793803,722,198,8468,307,291
3072,16,nt,26921032512,346,106,9217,306,289
131072,16,nt,6408359231,152513,9492,8038,320,290
32768,16,tt,4909548055,290519545,234179313,8383,311,287
4096,16,nt,26710376109,673,253,7878,312,292
12288,16,tt,4949982606,457037299,179146210,8427,307,286
131072,16,tt,4969368799,252190806,250051131,9531,314,293
2048,16,nt,27375010592,196,41,8263,303,288
16384,16,tt,4914732063,371681289,206449101,8490,337,284
7168,16,tt,3451539411,591001359,37848697,8231,312,291
65536,16,tt,4737814068,252191111,235479336,8913,309,287
524288,16,nt,6383110982,487917,62688,9481,309,292
524288,16,tt,4985516615,252198288,252191446,10325,313,293
32768,16,nt,7435665562,2002,267,8476,310,295
8192,16,tt,3993149146,577196838,75367627,7863,297,285
3072,16,tt,4914162949,1031259208,194176,7924,310,290
12288,16,nt,11757745497,786,7,8045,312,285
2048,16,tt,4990385992,1047364531,164845,8082,311,279
7168,16,nt,15196677778,807,541,8682,309,291
262144,16,nt,6391816822,483727,18442,9624,297,282
6144,16,tt,4803839774,740308247,81062177,8644,325,290
5120,16,nt,23586676008,729,362,8691,313,295
65536,16,nt,6433349137,9596,5888,8481,310,289
524288,16,tt,4983566801,252197372,252190759,8985,309,289
524288,16,nt,6384380688,487797,59623,10048,321,294
262144,16,tt,4991477209,252197605,252188735,10321,321,292
16384,16,tt,4910502164,371675567,206503735,8043,305,285
65536,16,tt,4735526185,252185954,235341042,9923,325,292
3072,16,tt,4913940504,1031259180,184114,8187,310,289
3072,16,nt,26846808982,353,45,8811,309,278
12288,16,tt,4938681275,457037190,178904951,7653,321,284
8192,16,nt,14853662725,655,107,8806,330,287
7168,16,nt,15174320256,1084,603,8518,306,291
32768,16,tt,4906793945,290525037,234168658,9295,312,286
6144,16,tt,3857371461,740307131,17882076,8121,317,287
7168,16,tt,3475791606,591001122,39358762,8870,314,291
4096,16,tt,4877666756,1023249771,250276,7510,304,292
12288,16,nt,11765137434,936,372,8948,312,288
131072,16,nt,6408414623,148704,8000,9557,312,291
32768,16,nt,7437446125,4642,2928,8876,310,290
8192,16,tt,4020212345,577196661,76541258,7698,315,291
2048,16,nt,27375828160,219,56,9490,323,296
4096,16,nt,26574529153,625,326,8594,325,294
262144,16,nt,6392519224,483668,29873,8713,306,293
5120,16,tt,4670933611,913894189,18466304,8942,313,289
131072,16,tt,4964854958,252193335,250047652,8564,315,287
16384,16,nt,9579952890,891,61,8219,318,289
2048,16,tt,4991493342,1047364555,221455,8727,312,286
6144,16,nt,19005450491,1115,857,8032,316,288
5120,16,nt,23441796590,594,135,9429,324,289
16384,16,tt,4914387124,371673046,206589410,8378,317,287
262144,16,nt,6392944803,487173,27896,8485,308,280
32768,16,tt,4906718879,290534818,234131539,8914,314,293
524288,16,tt,4987010815,252194930,252188220,9752,312,289
8192,16,tt,4008078305,577196042,75960837,9978,307,287
4096,16,tt,5142948399,1023252094,17257049,8182,312,289
12288,16,tt,4945952834,457036432,179393957,7552,307,285
262144,16,tt,4996208138,252191415,252181367,8303,310,286
3072,16,tt,4915442733,1031259201,274424,7129,317,289
6144,16,nt,19103291682,1182,688,8829,315,281
131072,16,nt,6409184800,119563,6227,8426,309,286
32768,16,nt,7453877394,2078,352,9651,320,290
7168,16,nt,15210799794,846,466,8772,309,291
16384,16,nt,9553354020,755,173,8711,307,288
131072,16,tt,4963651921,252197171,250055720,8022,311,285
6144,16,tt,3890851048,740307421,21431479,7734,318,293
12288,16,nt,11781634316,1863,1300,9265,302,284
65536,16,nt,6433726683,10771,7543,8489,316,284
7168,16,tt,3489896098,591001104,40617274,7933,328,283
8192,16,nt,14915579150,1607,1184,9563,316,296
4096,16,nt,26620386182,514,157,9015,309,283
65536,16,tt,4735181535,252188423,235469627,9109,319,291
3072,16,nt,26909318827,412,118,8133,309,291
2048,16,tt,4991285556,1047364537,207503,8388,310,285
524288,16,nt,6382286166,490504,54764,9949,314,289
2048,16,nt,27467441588,290,90,10230,313,291
5120,16,tt,4545217627,913894055,10929398,7985,304,283
6144,16,nt,19127161434,634,341,8476,313,289
8192,16,tt,3955518401,577199244,72107175,8401,322,285
32768,16,nt,7448851497,2090,961,8188,314,285
524288,16,nt,6381953807,488027,67500,8185,300,289
7168,16,tt,3521104477,591001191,41955309,8220,311,284
12288,16,tt,4943060798,457037799,179156063,7504,303,288
524288,16,tt,4988383841,252197761,252190233,9928,318,294
7168,16,nt,15224291134,480,4,8426,317,291
5120,16,tt,4969569920,913894700,38829347,8075,300,284
65536,16,nt,6432010432,13061,9087,9732,313,293
2048,16,nt,27445143147,223,64,9010,307,281
262144,16,tt,4994478000,252197099,252187865,10693,317,292
4096,16,tt,5142577043,1023249019,17273831,7410,321,289
65536,16,tt,4732948310,252187333,235397998,7866,300,288
131072,16,nt,6407849901,130951,12169,8513,317,294
8192,16,nt,14840296476,1638,1117,8316,324,292
16384,16,nt,9578898775,1454,737,9607,303,284
131072,16,tt,4970267193,252183725,250046898,10341,309,289
5120,16,nt,23574584455,1122,728,7951,318,290
4096,16,nt,26660028213,395,53,9637,318,290
2048,16,tt,4990153211,1047364554,152130,7881,307,285
16384,16,tt,4912009314,371678201,206512487,8628,322,296
12288,16,nt,11764157789,1093,439,8041,313,289
262144,16,nt,6391531486,485888,13700,9384,319,286
32768,16,tt,4908554282,290525785,234140370,10042,299,288
6144,16,tt,3945077838,740307242,24730826,8052,308,286
3072,16,tt,4915226781,1031259152,255698,7875,318,290
3072,16,nt,26957555430,427,354,9527,312,294
8192,16,tt,3930754284,577195295,71856533,8099,307,287
12288,16,nt,11781989432,2496,1691,8614,318,292
7168,16,nt,15186373093,905,488,9494,312,289
131072,16,nt,6409659820,129017,6769,8779,314,283
65536,16,nt,6435174586,9239,6068,8911,303,291
12288,16,tt,4946402727,457036654,178958724,8009,312,286
524288,16,tt,4984098209,252195273,252187637,9295,305,289
2048,16,nt,27319384898,307,43,9247,311,291
3072,16,nt,26846357581,387,161,9130,313,284
32768,16,nt,7444504169,4947,2968,8210,309,285
131072,16,tt,4963419029,252194888,250053802,8468,309,290
16384,16,nt,9553097695,705,9,8165,316,290
262144,16,nt,6392417838,486892,14146,8493,311,287
262144,16,tt,4987540322,252195381,252186695,9828,305,291
524288,16,nt,6382645398,490324,56280,9018,312,291
5120,16,nt,23427178203,672,271,8331,317,297
5120,16,tt,4560819178,913894369,12292809,7572,316,285
4096,16,nt,26635541001,514,138,8645,317,294
16384,16,tt,4907064760,371675915,206534048,7570,304,284
32768,16,tt,4908462470,290532230,234155848,7609,313,289
6144,16,tt,3958304226,740308851,24061703,8377,307,283
6144,16,nt,18960349211,792,489,8892,310,290
8192,16,nt,14845715870,1663,1179,8920,316,288
2048,16,tt,4991374970,1047364527,214171,7885,322,289
65536,16,tt,4732169125,252191444,235350244,9046,304,281
3072,16,tt,4914581154,1031259124,217464,7567,310,288
4096,16,tt,4875429649,1023249735,104167,8056,322,290
7168,16,tt,3512695662,591001947,40747667,7716,307,289
32768,16,nt,7445044779,2892,359,8558,308,289
65536,16,nt,6433225058,4770,2025,9566,309,290
8192,16,nt,14834326823,693,388,8426,311,291
131072,16,tt,4966007489,252195978,250075954,8718,305,279
524288,16,tt,4983298453,252195455,252186683,10231,310,286
262144,16,nt,6392022030,484611,35115,8621,310,288
12288,16,nt,11789305932,748,47,8113,307,294
16384,16,nt,9565594227,827,27,7711,315,289
32768,16,tt,4913484596,290526397,234222966,7131,314,280
4096,16,tt,5145091225,1023249271,17254292,7683,307,283
3072,16,nt,26980856355,322,76,8364,311,292
7168,16,tt,3413601054,591001322,35847360,8356,310,283
2048,16,tt,4991042149,1047364515,199390,7111,310,292
5120,16,nt,23446193389,772,273,8277,308,286
131072,16,nt,6408279263,163981,1407,10369,310,286
5120,16,tt,5382929058,913894715,64746523,7635,320,289
16384,16,tt,4903169111,371676331,206475649,8928,314,297
2048,16,nt,27279277207,211,63,7669,309,288
3072,16,tt,4914108950,1031259177,193604,7497,311,288
6144,16,nt,19133987030,1397,936,7766,308,290
524288,16,nt,6383093978,490256,54410,8927,311,298
12288,16,tt,4954160719,457035391,180043533,8242,319,293
65536,16,tt,4735859137,252189173,235369112,7766,320,291
262144,16,tt,4992222111,252194559,252185139,9507,321,294
7168,16,nt,15265313266,766,358,8825,315,287
6144,16,tt,3932876385,740307209,23513869,7714,311,290
4096,16,nt,26567689931,687,374,8918,307,292
8192,16,tt,4044039978,577195568,78895868,7505,305,284
3072,16,nt,26959902468,410,113,8115,318,284
262144,16,tt,4995158778,252191785,252182183,9299,321,291
7168,16,tt,3538773898,591001404,41970649,8590,314,289
12288,16,nt,11781868992,2594,2028,8663,302,291
524288,16,tt,4984282057,252198754,252192302,9765,319,287
262144,16,nt,6393142701,482993,12073,8031,315,295
131072,16,tt,4964355954,252198824,250045802,8862,317,287
5120,16,tt,4446055598,913893940,5254187,8308,320,295
32768,16,tt,4905094191,290528113,234165071,9232,310,291
6144,16,tt,3940993369,740307442,23760117,6928,311,286
7168,16,nt,15272944544,1384,931,9217,329,297
4096,16,tt,5144509033,1023248938,17249107,7570,313,284
2048,16,tt,4988667887,1047364625,58120,7843,302,277
2048,16,nt,27448865729,240,62,7690,319,293
65536,16,tt,4733124097,252186792,235373926,8689,318,288
5120,16,nt,23469175936,865,502,8483,308,286
8192,16,nt,14862099492,771,272,9309,317,296
131072,16,nt,6407795340,122233,7852,9267,321,291
12288,16,tt,4928413058,457035946,179496491,8155,311,296
8192,16,tt,4091806549,577196214,81449946,7495,302,290
4096,16,nt,26878997229,748,463,7524,322,289
16384,16,tt,4909122506,371679156,206491791,9651,307,289
3072,16,tt,4914217526,1031259221,199677,8181,315,290
32768,16,nt,7444439514,2363,103,8557,312,291
524288,16,nt,6382177721,488163,61708,8426,316,292
65536,16,nt,6435608628,7911,3518,9642,321,289
16384,16,nt,9551709987,1349,585,9004,311,290
6144,16,nt,18983548686,739,369,8610,316,291
12288,16,tt,4936131482,457036862,179558005,7329,308,285
8192,16,nt,14849343578,581,153,9049,315,287
524288,16,nt,6382791727,489110,52322,8950,312,287
4096,16,nt,26714159522,740,264,9268,308,286
262144,16,tt,4995564310,252193911,252184535,9000,327,284
7168,16,tt,3563023530,591001208,44276706,8470,308,291
5120,16,tt,4565220222,913894082,12253343,8783,314,285
2048,16,tt,4991124408,1047364538,194747,8289,322,290
131072,16,nt,6409174179,191733,9036,9122,305,289
65536,16,nt,6435145360,11867,8510,8818,317,290
16384,16,nt,9563055826,841,201,9548,307,291
6144,16,nt,18984793998,869,513,8298,306,283
32768,16,nt,7443764064,4282,3128,8546,310,294
65536,16,tt,4730979582,252194339,235349430,8617,311,285
524288,16,tt,4987961561,252193867,252186561,8541,306,284
4096,16,tt,5188949724,1023249530,20239596,7825,311,287
131072,16,tt,4964221745,252195812,250037529,9761,309,290
3072,16,tt,4915032542,1031259206,251398,8409,319,290
32768,16,tt,4905046392,290530931,234168433,8407,314,293
8192,16,tt,3934389218,577195889,71184035,7434,322,290
12288,16,nt,11777443130,703,5,9690,300,287
2048,16,nt,27448148534,226,44,10082,314,294
7168,16,nt,15185125817,902,617,10867,308,288
16384,16,tt,4897117776,371678021,206572221,7951,305,285
5120,16,nt,23538154177,806,447,9001,313,291
6144,16,tt,3860349835,740307411,19961709,9222,314,298
262144,16,nt,6392631629,485279,21669,9070,328,296
3072,16,nt,27036495644,337,139,8483,368,295
12288,16,nt,11774642850,880,349,8800,319,290
6144,16,nt,19019471493,778,354,8103,303,287
2048,16,tt,4990472308,1047364564,167306,9572,307,286
3072,16,tt,4913874419,1031259216,174156,7151,322,288
5120,16,tt,4484527798,913894172,7499974,8248,299,288
65536,16,nt,6436604588,7254,4307,8078,301,289
32768,16,nt,7445744626,2596,415,8567,308,286
6144,16,tt,5243651753,740308601,105616499,7640,308,283
131072,16,nt,6408320949,111803,8403,9439,309,290
262144,16,nt,6392799987,481535,14948,9741,325,291
2048,16,nt,27515946796,333,266,8881,306,293
8192,16,tt,4014663308,577196607,78316511,7813,306,291
8192,16,nt,14851461801,5622,5447,8404,307,293
65536,16,tt,4724354295,252192155,235297240,8187,303,287
524288,16,nt,6383942402,489077,63215,8946,312,284
5120,16,nt,23611839494,1117,759,8521,305,291
16384,16,nt,9556002316,893,389,8571,309,287
3072,16,nt,27055083056,349,119,9415,313,292
524288,16,tt,4990205401,252195197,252187385,11159,361,338
7168,16,tt,3535029152,591002278,40037655,7649,312,291
12288,16,tt,4911042371,457034469,179956878,8219,303,292
4096,16,tt,4882626080,1023249905,538100,9720,313,289
4096,16,nt,26666628356,578,240,8923,310,289
131072,16,tt,4957772981,252196886,250063696,8393,316,290
262144,16,tt,4985409028,252194944,252185657,10192,306,288
16384,16,tt,4893694912,371676178,206804451,7250,310,289
32768,16,tt,4899811023,290522212,234182898,8601,326,285
7168,16,nt,15200202659,1672,1295,8284,316,291
65536,16,tt,4727478651,252185323,235345639,8661,318,290
16384,16,nt,9555717837,1705,1293,8048,295,282
131072,16,tt,4962052474,252194986,250051892,10209,322,282
6144,16,nt,19069534060,726,363,9153,314,288
6144,16,tt,4816648047,740308212,76399637,8165,307,285
16384,16,tt,4886273595,371678798,206422651,7772,308,292
3072,16,nt,26990744862,283,30,8986,319,290
7168,16,nt,15246329975,870,518,8487,308,288
262144,16,nt,6392313781,486230,30455,8586,315,296
262144,16,tt,4991950024,252198344,252190702,8638,309,290
5120,16,nt,23684432837,1004,627,8011,328,288
4096,16,nt,26801422347,580,256,9405,322,295
2048,16,nt,27534584327,278,59,8131,308,287
8192,16,tt,3912084326,577195492,71133990,8117,325,285
7168,16,tt,3469854627,591002871,37592356,7915,311,293
8192,16,nt,14862763513,848,473,8461,315,292
3072,16,tt,4914763461,1031259184,231766,8001,326,287
2048,16,tt,4991153959,1047364531,198223,8824,321,289
12288,16,tt,4898932613,457034421,179408018,7759,298,282
12288,16,nt,11770406366,811,458,10811,319,296
524288,16,nt,6382443184,488598,49553,8422,314,295
524288,16,tt,4986485767,252192274,252184823,9978,310,291
32768,16,nt,7449669897,1869,439,8892,304,290
131072,16,nt,6409273054,181858,9799,9104,334,292
65536,16,nt,6436052201,4473,507,8502,320,289
32768,16,tt,4897543162,290531307,234180201,9502,310,284
4096,16,tt,5143752416,1023248939,17276976,7761,307,287
5120,16,tt,4801338312,913894365,27961201,8233,309,287
32768,16,tt,4906270798,290529565,234293939,7749,308,288
65536,16,tt,4726189882,252189281,235342981,9557,320,290
16384,16,nt,9552008775,801,30,8626,305,291
16384,16,tt,4888052381,371676457,206554296,8682,320,293
524288,16,tt,4987183926,252194347,252187126,10312,315,294
4096,16,nt,26653683713,871,636,7811,313,287
262144,16,tt,4995394612,252194022,252184693,8920,311,285
5120,16,nt,23455156236,647,236,7153,312,285
6144,16,nt,19031084484,884,437,8648,310,282
524288,16,nt,6382511139,488025,54232,9519,326,291
7168,16,tt,3528985531,591001268,43574492,8038,316,292
6144,16,tt,3780694953,740307071,14669997,8270,314,292
2048,16,tt,4990450282,1047364536,168233,8820,326,286
2048,16,nt,27477671410,220,44,8862,305,284
131072,16,tt,4960874428,252195875,250034466,9847,319,295
7168,16,nt,15273268257,1681,1170,8712,324,286
3072,16,nt,26938622345,326,62,8279,317,290
131072,16,nt,6409735898,110726,4938,9844,307,290
8192,16,tt,3845557741,577195387,66633185,7769,304,287
12288,16,tt,4918385355,457037879,179742593,8252,314,293
3072,16,tt,4914890438,1031259251,239438,7984,308,288
8192,16,nt,14912403325,1384,1003,8245,315,291
12288,16,nt,11757307989,970,455,8169,317,287
262144,16,nt,6392980028,481841,893,7947,314,293
5120,16,tt,4758130071,913894340,25316077,7562,306,288
4096,16,tt,5157399468,1023249253,18173265,8606,330,291
32768,16,nt,7457987708,3067,1257,8533,315,288
65536,16,nt,6433955143,8506,4631,8003,304,289
524288,16,nt,6382614833,490872,54720,8929,314,296
7168,16,tt,3414981446,591001201,34315881,7371,315,288
131072,16,tt,4966075121,252194064,250047144,9902,308,290
262144,16,tt,4986256199,252196937,252187891,9234,312,291
16384,16,tt,4878762717,371680510,206380019,9087,312,289
5120,16,tt,4601646932,913894083,15343980,7897,315,290
3072,16,tt,5289573382,1031259205,24355679,7186,312,292
524288,16,tt,4989282662,252194364,252186560,9307,307,287
32768,16,tt,4895532252,290529252,234274642,7713,305,290
5120,16,nt,23504496031,909,525,7901,308,286
12288,16,nt,11769185925,2146,1669,8834,326,290
65536,16,tt,4728174896,252176839,235377016,8348,307,285
32768,16,nt,7445345191,1487,253,8221,314,287
3072,16,nt,26982669788,329,76,9281,318,286
65536,16,nt,6434603930,4023,1045,9185,310,288
8192,16,tt,3923791700,577195637,72471142,7717,306,287
262144,16,nt,6392623985,487098,14946,8355,301,287
6144,16,nt,19127980814,1097,729,8452,311,294
6144,16,tt,3848633445,740307331,18977362,7716,316,283
4096,16,nt,26650546197,573,236,8549,307,289
4096,16,tt,5142128214,1023248780,17210808,8573,308,283
7168,16,nt,15189221951,791,251,8358,307,289
8192,16,nt,14821656383,617,195,8750,313,293
2048,16,tt,4991299086,1047364554,209836,9460,308,282
2048,16,nt,27405849167,229,33,8837,334,288
16384,16,nt,9561817045,733,32,7592,316,292
12288,16,tt,4921535869,457035129,179613980,8141,302,286
131072,16,nt,6407414234,128022,8668,8429,311,290
65536,16,nt,6432752281,7680,4950,8663,306,283
131072,16,tt,4960100101,252192833,250052031,8232,315,291
16384,16,nt,9561889934,975,12,8388,310,294
12288,16,nt,11770383757,715,360,8138,312,288
262144,16,nt,6392082033,484716,31997,8618,319,289
7168,16,nt,15273412682,950,561,8400,316,288
8192,16,tt,3899258932,577197218,70169249,7824,313,283
65536,16,tt,4728766232,252187072,235338331,8546,325,285
131072,16,nt,6408750463,109147,188,10247,314,287
6144,16,nt,19145644497,935,526,8968,321,290
32768,16,tt,4901712856,290533252,234209819,9153,312,284
3072,16,tt,4915177428,1031262465,254204,7244,311,292
16384,16,tt,4898267903,371674372,206446044,9027,317,294
262144,16,tt,4995721790,252193407,252184045,9213,309,290
3072,16,nt,26951193093,390,70,8953,311,295
32768,16,nt,7444184066,6401,5706,9540,309,292
2048,16,nt,27493397172,208,18,7715,311,289
2048,16,tt,4991134644,1047364525,204903,8675,316,286
5120,16,nt,23623567617,819,474,8393,309,293
6144,16,tt,4763147530,740308229,75424049,8648,309,291
12288,16,tt,4909952977,457035689,179090356,9059,310,288
8192,16,nt,14856031711,738,246,9186,312,295
4096,16,nt,26652305236,616,332,9247,305,287
524288,16,tt,4982865709,252195209,252186352,9236,315,285
5120,16,tt,5222321276,913894516,54482200,7991,312,287
7168,16,tt,3523352289,591001622,42884840,8144,312,287
4096,16,tt,5231127540,1023249583,22301903,8226,309,291
524288,16,nt,6382635979,488525,48422,9507,325,290
5120,16,tt,5078536611,913894506,45593385,8740,313,289
5120,16,nt,23604109613,673,362,8792,317,291
131072,16,tt,4967203902,252195593,250047541,9038,315,289
7168,16,nt,15216310772,595,271,8109,305,290
32768,16,nt,7454947263,7169,6450,8648,317,284
32768,16,tt,4904111463,290537992,234252142,8097,317,292
6144,16,nt,19127905547,732,317,8961,317,285
524288,16,nt,6382470135,488209,56044,9018,331,296
3072,16,tt,4914400320,1031259302,209385,8151,323,288
8192,16,tt,3962648782,577195481,75420858,7374,308,288
2048,16,tt,4989929783,1047364531,137374,7760,307,291
8192,16,nt,14915518691,465,70,7774,316,292
65536,16,nt,6434194299,13644,9163,9570,330,294
16384,16,nt,9558232124,984,267,10960,312,288
6144,16,tt,4004643538,740307516,29123084,7750,311,287
12288,16,nt,11776216622,3598,3299,7194,319,289
3072,16,nt,26963173277,399,101,7929,304,291
4096,16,tt,5180516197,1023251685,19325784,8229,309,284
262144,16,nt,6392104982,482124,27676,9091,313,292
12288,16,tt,4923466944,457033321,179823733,8547,314,291
131072,16,nt,6408576806,165365,317,9960,305,290
262144,16,tt,4991134308,252197568,252188866,10751,313,290
16384,16,tt,4890891183,371677077,206432163,10032,312,284
4096,16,nt,26620109433,461,41,8420,301,290
2048,16,nt,27280451030,232,26,9138,321,294
65536,16,tt,4733478964,252188487,235442075,8994,313,286
524288,16,tt,4978625368,252196916,252189289,10520,321,292
7168,16,tt,3605035673,591001594,47576119,8641,308,286
7168,16,nt,15194770689,686,347,8911,317,287
262144,16,nt,6392143951,480188,21486,8566,323,291
16384,16,nt,9558888324,771,234,8172,305,288
524288,16,tt,4978302344,252195970,252188529,9254,306,292
3072,16,nt,26890759706,334,65,9073,321,291
65536,16,nt,6433409412,11877,9329,9515,302,289
6144,16,tt,4594012592,740307861,67393902,7922,304,287
2048,16,tt,4988288101,1047364538,34985,8012,305,289
5120,16,nt,23578099211,568,113,8592,314,287
131072,16,nt,6407729035,118196,4472,8604,321,288
524288,16,nt,6381726079,490169,68723,8246,307,289
4096,16,nt,26729516716,1572,1293,8450,308,294
16384,16,tt,4826544159,371675876,206403842,9183,311,292
5120,16,tt,5370363821,913894747,63755631,7259,292,281
4096,16,tt,5083659387,1023251217,13387866,8157,314,292
7168,16,tt,3626722676,591001347,48670456,8011,313,294
12288,16,nt,11757898750,983,606,8801,312,295
131072,16,tt,4965587956,252196290,250073196,7335,306,288
8192,16,nt,14843143195,907,483,8434,332,293
6144,16,nt,19012500036,809,429,8623,312,287
8192,16,tt,4041035838,577195654,81661414,8080,312,288
65536,16,tt,4722805628,252189950,235355565,7239,317,294
12288,16,tt,4901502925,457035188,179412451,7912,309,287
2048,16,nt,27339534949,197,48,9746,299,287
32768,16,nt,7446953134,4073,3028,8572,304,285
262144,16,tt,4990002826,252197872,252188115,10109,302,287
32768,16,tt,4892993723,290526133,234122535,9041,308,293
3072,16,tt,4914490465,1031259259,213849,7744,307,288
12288,16,tt,4911533648,457034768,179512728,8000,318,287
524288,16,nt,6382109187,490339,60142,8143,315,281
5120,16,tt,4568267748,913894089,12563560,8773,306,286
524288,16,tt,4985318844,252196826,252189838,10358,316,285
4096,16,nt,26693627393,833,445,9412,313,292
4096,16,tt,5190324693,1023254968,20253170,8375,308,290
32768,16,tt,4893376076,290527726,234138776,7782,316,292
6144,16,tt,4114849661,740308075,33880097,8022,314,286
16384,16,nt,9565877503,957,487,9265,316,295
2048,16,tt,4989812512,1047364515,133692,8427,300,278
262144,16,nt,6392139463,482023,4965,8699,304,280
131072,16,tt,4965299584,252196116,250053759,10034,312,288
65536,16,nt,6433272684,8107,4877,9122,317,291
7168,16,nt,15172386318,1669,1320,9218,322,288
131072,16,nt,6406386952,182522,17989,10169,308,295
8192,16,tt,4020457928,577195430,78841766,7685,312,289
262144,16,tt,4988527412,252195567,252188204,7805,321,290
3072,16,tt,5037370480,1031259458,8048598,8780,317,291
5120,16,nt,23607077947,1319,953,8373,309,292
8192,16,nt,14829165699,504,98,9240,308,289
12288,16,nt,11761546031,2284,1421,8449,314,290
16384,16,tt,4876566897,371677242,206507089,7601,310,285
2048,16,nt,27256708492,206,38,8729,318,294
65536,16,tt,4722612953,252186798,235326130,7599,317,290
6144,16,nt,18985282867,703,390,8469,331,289
3072,16,nt,26998486804,357,50,7961,301,285
32768,16,nt,7442703882,2615,95,9492,316,292
7168,16,tt,3623817119,591001527,49532166,10716,310,283
131072,16,tt,4966983112,252189160,250056846,9573,320,289
7168,16,nt,15254332191,844,504,9009,315,292
8192,16,nt,14847244986,973,688,8735,307,291
5120,16,nt,23472562170,527,152,8172,310,291
524288,16,tt,4983733978,252196475,252188940,11219,312,283
32768,16,nt,7443176623,1586,181,9920,329,290
262144,16,tt,4990504956,252198725,252190252,10158,334,305
131072,16,nt,6407944862,132745,21058,8879,315,288
12288,16,tt,4886198026,457033966,179076722,7904,310,287
16384,16,nt,9548533400,1146,436,9706,317,287
5120,16,tt,4614353658,913894103,15817569,7640,315,282
6144,16,tt,4073278205,740307536,33500671,7164,310,288
3072,16,tt,4914798782,1031259228,233639,8102,295,283
16384,16,tt,4874086883,371674956,206456074,9187,321,294
65536,16,tt,4724015391,252184062,235300964,9414,306,288
2048,16,tt,5089794521,1047364556,6362962,8592,311,288
7168,16,tt,3603485320,591001293,47723747,7460,320,288
8192,16,tt,4073653371,577195709,81882873,8281,311,287
6144,16,nt,19004065036,922,502,7873,305,289
2048,16,nt,27367443853,245,11,8876,317,288
524288,16,nt,6382235320,488975,55599,7739,313,296
3072,16,nt,27029609611,558,273,8433,313,291
4096,16,tt,4975558862,1023247596,6331599,9275,320,284
262144,16,nt,6392969782,487210,13703,9022,317,289
4096,16,nt,26735461729,737,325,8476,303,285
32768,16,tt,4891271318,290531659,234156841,8675,307,281
12288,16,nt,11745832096,2140,1799,8833,322,289
65536,16,nt,6429939365,11113,8304,8893,311,291
262144,16,tt,4988785419,252196743,252188155,11178,343,309
16384,16,nt,9538331302,708,204,8196,307,290
131072,16,nt,6408378945,166518,11497,8830,326,291
32768,16,tt,4897973843,290526077,234158180,7713,321,288
8192,16,nt,14896930303,1056,569,8593,306,288
5120,16,nt,23452644489,682,348,9019,318,291
4096,16,tt,5158199713,1023248965,18220405,8895,311,284
2048,16,tt,4988662099,1047364545,58978,7570,324,289
