"sizea","temp","Blocks","cyca","l3ra","l3ma","cycb","l3rb","l3mb"
12288,16,nt,11788498599,1117,439,7934,307,291
8192,16,nt,14823031661,1064,577,8808,302,288
32768,16,nt,7449044083,2159,807,8526,309,293
32768,16,tt,4960504423,290529533,234166039,8430,315,281
262144,16,tt,5000870219,252191663,252181681,9402,321,287
4096,16,nt,26841455593,623,164,8140,306,291
6144,16,nt,19147341357,1053,682,8531,313,291
2048,16,nt,27261637443,237,37,8179,324,290
4096,16,tt,4877861493,1023246925,250822,7607,308,285
12288,16,tt,4970436346,457035816,178664010,7858,318,294
131072,16,nt,6408582512,121041,8634,8749,308,286
16384,16,nt,9558764846,1224,666,8305,311,288
7168,16,nt,15167341752,762,172,8536,313,289
524288,16,tt,4985703668,252194472,252186949,8518,311,280
8192,16,nt,14840436046,698,87,8775,323,290
6144,16,nt,19003468080,1159,846,8621,313,288
2048,16,tt,4991333164,1047364539,210507,8374,315,285
65536,16,tt,4755334294,252191774,235381376,8253,315,292
65536,16,nt,6432766191,10317,4809,8328,313,288
6144,16,tt,4008446524,740307595,27712271,7634,308,286
524288,16,tt,4986083093,252194603,252188811,8651,310,291
32768,16,tt,4957043125,290528191,234108905,8759,311,288
7168,16,nt,15300298563,1119,671,8277,311,291
131072,16,nt,6407584360,163171,1790,8794,318,288
3072,16,nt,27016161843,419,184,11513,323,287
12288,16,nt,11754876707,1114,482,9002,311,291
524288,16,nt,6382144583,490876,63219,8606,319,292
5120,16,tt,4516099913,913894033,9458928,8169,312,289
131072,16,tt,4962274111,252194334,250041808,9551,302,289
4096,16,nt,26765584932,575,207,9515,296,283
7168,16,tt,3674119628,591001773,51862231,7779,318,296
3072,16,tt,4913770608,1031259238,171665,7950,331,290
262144,16,tt,4992382848,252193402,252183894,10349,304,293
16384,16,tt,4956976239,371675917,206473598,8356,325,293
5120,16,nt,23633168212,1090,684,8338,309,287
8192,16,tt,4096666251,577195748,82653429,8465,311,288
4096,16,tt,4940289059,1023247550,4062981,9970,319,291
12288,16,tt,4984369628,457035275,178534621,7965,300,284
32768,16,nt,7434923741,1486,251,8502,307,291
16384,16,nt,9552402112,774,146,10444,309,292
2048,16,nt,27410223483,258,181,9062,313,290
262144,16,nt,6392527038,483602,31264,8290,317,293
5120,16,tt,4589250621,913894119,13509088,8225,309,289
5120,16,nt,23664646085,784,413,8508,311,295
6144,16,nt,19108037211,793,385,7701,305,280
65536,16,nt,6432607374,3945,355,8102,312,290
262144,16,tt,5002147353,252185958,252178333,11105,326,294
16384,16,nt,9554345921,1116,404,9019,313,295
4096,16,tt,4877392071,1023246794,234663,7819,307,285
8192,16,nt,14819455028,502,142,8923,313,294
3072,16,nt,27113258980,441,95,8348,301,285
131072,16,nt,6408840892,118578,11355,9060,314,290
32768,16,tt,4974132336,290522873,234332698,8489,314,289
4096,16,nt,26821061545,592,223,8565,310,290
12288,16,tt,5018084544,457034813,179965032,7661,317,292
131072,16,tt,4968251409,252193025,250074449,8699,309,291
2048,16,nt,27415908035,270,97,9034,309,292
16384,16,tt,4979852206,371679141,206568638,9041,301,281
7168,16,tt,3605933547,591001709,46494223,8248,321,290
65536,16,tt,4757312104,252189709,235407559,8293,304,284
524288,16,nt,6382340352,488024,62337,9514,311,292
524288,16,tt,4988062264,252196659,252190949,9641,307,291
32768,16,nt,7432041474,2128,489,8502,316,291
8192,16,tt,4077685887,577197857,79303278,8590,322,287
3072,16,tt,4913192370,1031259463,133201,8066,304,287
12288,16,nt,11767108978,1202,270,8227,301,288
2048,16,tt,4990034601,1047364542,145353,8467,312,291
7168,16,nt,15185373290,925,398,8623,299,284
262144,16,nt,6393883545,483940,13021,8709,315,292
6144,16,tt,4052261986,740307668,31822148,8350,309,290
5120,16,nt,23611766783,986,645,8267,309,292
65536,16,nt,6434386352,7856,5408,8057,312,282
524288,16,tt,4987354030,252197350,252191216,9415,310,283
524288,16,nt,6382619840,488773,65055,8922,308,289
262144,16,tt,4997233540,252198326,252190601,9987,316,294
16384,16,tt,4976117816,371675589,206655024,9313,308,292
65536,16,tt,4757182903,252187022,235302174,10845,301,291
3072,16,tt,5268451734,1031259240,22994611,8478,303,287
3072,16,nt,27112242315,335,32,8846,306,287
12288,16,tt,4997832856,457034786,179088448,8369,303,286
8192,16,nt,14872944587,712,309,7882,311,295
7168,16,nt,15199970948,755,475,8786,344,294
32768,16,tt,4973436221,290527187,234168685,9335,309,287
6144,16,tt,3860551365,740307422,19188691,7703,313,295
7168,16,tt,3568310413,591001851,44882863,8328,317,282
4096,16,tt,4928946422,1023250446,3098226,7489,308,290
12288,16,nt,11773345833,731,306,8895,312,287
131072,16,nt,6409007510,171803,13155,8531,316,292
32768,16,nt,7438662734,3351,2374,7668,311,286
8192,16,tt,4054774829,577196164,78085984,9178,322,291
2048,16,nt,27341461029,268,66,8699,318,290
4096,16,nt,26793891996,786,220,8508,311,292
262144,16,nt,6393390637,483161,9219,9127,310,291
5120,16,tt,4965202360,913894812,38209052,8375,309,291
131072,16,tt,4973599584,252185481,250098795,9015,309,283
16384,16,nt,9577026109,1160,576,8678,305,288
2048,16,tt,4990004718,1047364595,144006,8281,308,286
6144,16,nt,19058445453,631,196,8791,300,283
5120,16,nt,23496493241,619,217,8379,311,283
16384,16,tt,4978590859,371677236,206610199,8505,309,294
262144,16,nt,6392435246,487121,29402,8903,310,291
32768,16,tt,4974381799,290530189,234149519,8880,323,286
524288,16,tt,4987607021,252196009,252190317,10662,318,289
8192,16,tt,4091065868,577196072,81143412,9051,309,287
4096,16,tt,4877127725,1023246803,221597,7989,313,294
12288,16,tt,5004345538,457034817,179464259,7573,327,294
262144,16,tt,4998142150,252196971,252187840,9455,302,289
3072,16,tt,4914021581,1031259176,182862,8393,324,287
6144,16,nt,19101922004,525,127,8538,306,283
131072,16,nt,6409179076,159045,248,8871,313,294
32768,16,nt,7455435038,4482,3352,8661,305,282
7168,16,nt,15238363024,1248,757,8958,329,292
16384,16,nt,9557268831,1410,826,8078,307,283
131072,16,tt,4969746640,252194506,250041842,8926,309,287
6144,16,tt,4174029860,740308149,37477483,9063,317,288
12288,16,nt,11774305458,2029,1305,8115,324,289
65536,16,nt,6433102373,13398,10852,8929,307,290
7168,16,tt,3697037340,591001595,51786243,9710,310,292
8192,16,nt,14923809717,973,564,8152,318,287
4096,16,nt,26891329019,485,116,9469,310,291
65536,16,tt,4755898586,252192196,235385497,8514,308,282
3072,16,nt,27085432395,424,92,8870,312,290
2048,16,tt,4989904515,1047364544,138948,7732,312,283
524288,16,nt,6382845692,489114,61487,8404,310,293
2048,16,nt,27676373569,191,22,8406,304,288
5120,16,tt,4532903178,913894081,10243297,9304,319,293
6144,16,nt,19176301396,825,479,9220,315,293
8192,16,tt,4074921107,577196819,80439332,8824,324,290
32768,16,nt,7449151968,1382,134,8100,319,287
524288,16,nt,6381316207,488483,89956,10182,323,290
7168,16,tt,3686284979,591001690,51072327,9847,333,294
12288,16,tt,5019603273,457037220,179963554,7474,306,294
524288,16,tt,4993395364,252193309,252185407,9418,305,291
7168,16,nt,15241199737,769,415,8510,314,291
5120,16,tt,4661780552,913894675,17986697,7878,323,288
65536,16,nt,6435541946,8119,4669,9250,300,286
2048,16,nt,27728158855,263,64,9483,310,291
262144,16,tt,4997797349,252194338,252184915,8751,314,285
4096,16,tt,5188634754,1023249282,20215891,9004,317,293
65536,16,tt,4761605937,252186434,235290674,8132,307,291
131072,16,nt,6408770671,91673,7865,8455,322,295
8192,16,nt,14880516408,778,239,8698,310,300
16384,16,nt,9558385230,772,188,8580,304,289
131072,16,tt,4970001340,252201749,250075276,9089,307,290
5120,16,nt,23469874637,659,180,7899,300,287
4096,16,nt,26750941698,534,218,8540,305,287
2048,16,tt,4990797016,1047364519,185578,7934,316,287
16384,16,tt,4975309662,371674037,206494517,8160,315,291
12288,16,nt,11775914806,2408,1844,8088,313,295
262144,16,nt,6392537338,481384,8186,8996,311,293
32768,16,tt,4967380798,290526240,234198439,8161,304,291
6144,16,tt,3999914926,740308372,27129574,8574,321,290
3072,16,tt,4914735837,1031259221,229160,8977,308,292
3072,16,nt,27188151058,324,84,8852,318,294
8192,16,tt,4085398955,577195447,81577006,8087,303,285
12288,16,nt,11783745987,1071,478,8693,313,288
7168,16,nt,15216939876,854,459,7178,304,283
131072,16,nt,6408438031,149498,482,9717,315,288
65536,16,nt,6431336211,9623,3225,8665,311,292
12288,16,tt,5040262628,457040219,181025323,8964,318,291
524288,16,tt,4986617835,252195081,252187255,8683,318,290
2048,16,nt,27352418353,223,9,9162,311,291
3072,16,nt,27068113062,310,111,8537,314,292
32768,16,nt,7429428137,4860,3269,8567,318,286
131072,16,tt,4973784773,252190069,250067884,8894,316,285
16384,16,nt,9531008608,711,8,8063,314,296
262144,16,nt,6391471188,480908,14412,8594,310,295
262144,16,tt,4997162400,252199355,252191202,9943,307,290
524288,16,nt,6382670081,488538,73883,10128,317,288
5120,16,nt,23469732716,504,138,10229,342,292
5120,16,tt,4988377211,913894384,39816370,8225,315,293
4096,16,nt,26713206258,381,69,9711,324,291
16384,16,tt,4955634197,371680451,206574548,7593,310,288
32768,16,tt,4960998668,290531358,234205857,8532,316,286
6144,16,tt,4105199610,740307811,34375589,8394,315,292
6144,16,nt,19008699152,636,346,10142,302,289
8192,16,nt,14832739543,1646,1073,8676,311,291
2048,16,tt,4990188130,1047364626,152315,8062,306,289
65536,16,tt,4746096221,252189273,235304293,8800,308,291
3072,16,tt,4914223166,1031259303,198441,8326,319,292
4096,16,tt,4875695720,1023246908,119815,8560,316,291
7168,16,tt,3775360370,591002642,57077049,7413,309,290
32768,16,nt,7441026128,4363,2423,8772,310,293
65536,16,nt,6431772352,11875,8345,8304,318,293
8192,16,nt,14874322770,724,296,9732,310,290
131072,16,tt,4965176545,252190302,250035649,9345,310,284
524288,16,tt,4981739034,252195416,252187523,9138,318,288
262144,16,nt,6392085210,486694,12012,7999,301,286
12288,16,nt,11784533469,659,5,8840,305,290
16384,16,nt,9560888762,791,199,9270,310,290
32768,16,tt,4963730600,290530537,234163309,8060,313,277
4096,16,tt,4877234435,1023246865,226835,7350,312,293
3072,16,nt,27082934426,400,53,8480,309,289
7168,16,tt,3636726572,591001816,49554969,8524,313,294
2048,16,tt,4989931536,1047364531,137757,9780,310,289
5120,16,nt,23465891869,511,153,10121,305,289
131072,16,nt,6409168134,161234,19859,9592,300,281
5120,16,tt,4656029007,913894286,15768592,7645,315,284
16384,16,tt,4951397205,371677937,206589008,7957,323,295
2048,16,nt,27394098217,250,63,8181,299,292
3072,16,tt,4913652489,1031259229,162080,8174,314,287
6144,16,nt,19130115814,524,159,8322,319,288
524288,16,nt,6382502553,490721,52171,9136,309,290
12288,16,tt,4996237881,457035207,180891027,10123,314,286
65536,16,tt,4749231653,252186125,235312219,9983,315,292
262144,16,tt,4997693707,252193529,252183830,9619,310,291
7168,16,nt,15286818672,1001,461,8381,310,283
6144,16,tt,4158941646,740307624,37329669,8561,315,294
4096,16,nt,26625238984,535,131,9956,322,285
8192,16,tt,4186563049,577197701,86990054,8479,318,287
3072,16,nt,26988700527,324,3,8358,316,292
262144,16,tt,4992878455,252196056,252186501,9838,310,293
7168,16,tt,3729069757,591002154,54713390,8843,322,289
12288,16,nt,11767101755,1292,404,8732,312,288
524288,16,tt,4989050552,252191012,252184605,10622,310,282
262144,16,nt,6391886569,481263,11257,8675,309,290
131072,16,tt,4960056691,252192556,250044898,7776,317,287
5120,16,tt,5024848177,913894772,41692926,8361,309,289
32768,16,tt,4955020734,290530504,234163595,8900,312,294
6144,16,tt,4045599386,740307542,31256937,7616,304,290
7168,16,nt,15259324442,1014,554,10048,320,288
4096,16,tt,4986330975,1023250662,7287826,8267,313,289
2048,16,tt,4989912055,1047364547,134925,9060,313,287
2048,16,nt,27494809289,229,36,9395,317,295
65536,16,tt,4752085323,252188934,235358030,8663,308,281
5120,16,nt,23426922319,600,150,9343,319,295
8192,16,nt,14866142878,3508,3264,9389,306,290
131072,16,nt,6407233383,159613,9419,8488,305,292
12288,16,tt,4966366797,457033118,179294940,8148,310,292
8192,16,tt,4184090649,577196262,86354790,8134,309,293
4096,16,nt,26911302002,586,148,7711,314,293
16384,16,tt,4951147670,371672747,206605924,8567,310,292
3072,16,tt,4914452376,1031259243,212094,6876,311,292
32768,16,nt,7435016425,1933,51,9241,305,291
524288,16,nt,6381773603,488637,57658,8907,313,292
65536,16,nt,6428261394,9273,7184,9041,310,286
16384,16,nt,9537388551,696,35,8748,309,289
6144,16,nt,18990447238,934,494,8370,304,295
12288,16,tt,5002753454,457036682,180697311,8933,315,284
8192,16,nt,14800324861,957,482,9528,312,290
524288,16,nt,6382085156,488469,82383,9026,321,294
4096,16,nt,26776988138,773,437,8793,319,289
262144,16,tt,4996309448,252192385,252183015,8171,308,291
7168,16,tt,3758185192,591001771,57632491,8523,319,289
5120,16,tt,4615896906,913894117,14659009,7844,310,292
2048,16,tt,4989902303,1047364537,137656,8910,311,292
131072,16,nt,6407779414,121967,7608,8774,317,294
65536,16,nt,6431843294,11746,7972,10033,311,284
16384,16,nt,9567363206,981,453,8570,320,292
6144,16,nt,19031749142,1053,677,8213,310,291
32768,16,nt,7433042689,7091,6195,9805,317,299
65536,16,tt,4747460090,252188519,235349962,9031,308,286
524288,16,tt,4987982677,252195144,252187629,10238,310,293
4096,16,tt,4877497402,1023249809,237932,7989,321,286
131072,16,tt,4969571208,252193686,250057953,8701,309,294
3072,16,tt,4912502425,1031259235,91085,8808,312,288
32768,16,tt,4966147627,290528961,234076165,8735,318,295
8192,16,tt,4253259521,577198243,91106541,7510,313,292
12288,16,nt,11775572570,3054,2496,9637,315,292
2048,16,nt,27541526130,261,47,8747,311,289
7168,16,nt,15170758685,1198,810,8846,309,289
16384,16,tt,4965709727,371675486,206539281,8718,308,291
5120,16,nt,23464854228,913,480,8927,308,285
6144,16,tt,4077258569,740307622,32902884,7601,315,291
262144,16,nt,6391230020,484691,32240,9214,314,295
3072,16,nt,27096074766,390,118,9005,320,294
12288,16,nt,11775471102,788,72,9190,315,288
6144,16,nt,19001661660,971,519,8946,313,285
2048,16,tt,4990736815,1047364574,181414,7883,315,290
3072,16,tt,4913185604,1031262979,131076,7427,310,291
5120,16,tt,4405992029,913894011,2636777,7928,299,288
65536,16,nt,6433269113,7640,2440,9400,313,292
32768,16,nt,7437518784,4206,2611,9953,320,291
6144,16,tt,3979392528,740307477,27112826,8796,311,288
131072,16,nt,6407046556,183356,7724,9053,323,286
262144,16,nt,6391066508,483230,53749,9235,309,292
2048,16,nt,27507669757,228,72,9867,313,294
8192,16,tt,4118897624,577195673,84033979,8104,323,285
8192,16,nt,14829338410,1551,1158,8485,313,292
65536,16,tt,4752094130,252191583,235322612,8999,319,289
524288,16,nt,6382441853,488184,68175,10034,314,290
5120,16,nt,23608313400,1063,603,9044,305,289
16384,16,nt,9563360301,1887,1384,8518,308,291
3072,16,nt,27121145365,373,170,8113,304,286
524288,16,tt,4986442200,252194715,252186887,10097,307,289
7168,16,tt,3612972704,591001945,47650136,8804,321,298
12288,16,tt,4998774681,457037567,179228338,7227,319,287
4096,16,tt,5143112342,1023249187,17266685,7517,312,290
4096,16,nt,26761934139,591,157,8386,325,290
131072,16,tt,4966874182,252191180,250037191,8882,312,291
262144,16,tt,4995107670,252193215,252182664,10889,311,293
16384,16,tt,4970328096,371674107,206450248,9705,318,291
32768,16,tt,4991353462,290528275,234872136,7970,314,291
7168,16,nt,15216506355,984,628,9099,325,294
65536,16,tt,4769957722,252184096,235606580,8677,308,291
16384,16,nt,9546950179,2571,1967,9509,316,291
131072,16,tt,4977264842,252192706,250093662,9952,313,285
6144,16,nt,19016283149,958,434,7382,314,289
6144,16,tt,5530062427,740308944,121849033,8252,310,284
16384,16,tt,4974093220,371675214,206182914,7882,309,292
3072,16,nt,26991067532,336,62,9134,304,288
7168,16,nt,15168458266,1009,541,8509,313,286
262144,16,nt,6391882036,480576,20921,9105,313,293
262144,16,tt,5001328796,252183201,252176017,9843,305,280
5120,16,nt,23604733098,567,163,9106,329,292
4096,16,nt,26782571895,900,611,9260,313,290
2048,16,nt,27333521203,256,27,8278,314,294
8192,16,tt,4141547153,577196224,84331948,7806,312,287
7168,16,tt,3661504906,591001567,50503105,8865,311,291
8192,16,nt,14819879747,630,189,8875,330,291
3072,16,tt,4915304823,1031259203,263319,7700,316,290
2048,16,tt,4991143142,1047364540,200841,8430,326,288
12288,16,tt,4988615427,457033286,178397097,8707,311,292
12288,16,nt,11779221991,586,0,8166,318,288
524288,16,nt,6382199234,489768,55642,8813,315,292
524288,16,tt,4987826879,252196136,252188391,9359,314,286
32768,16,nt,7438979287,1337,116,9797,315,292
131072,16,nt,6407286579,102002,3622,8014,307,290
65536,16,nt,6430963434,9720,5408,9273,319,290
32768,16,tt,4969028174,290527685,234189673,9854,316,291
4096,16,tt,4880599021,1023252129,386423,7305,295,281
5120,16,tt,5151498273,913894599,50077560,8089,309,293
32768,16,tt,4964841236,290530404,234066878,8960,314,296
65536,16,tt,4758475765,252184034,235292531,10474,300,280
16384,16,nt,9544526072,1082,252,8267,325,293
16384,16,tt,4968744453,371674545,206540926,10201,317,289
524288,16,tt,4987008728,252195562,252188176,9401,308,292
4096,16,nt,26584717190,596,320,8112,306,283
262144,16,tt,4992750492,252195017,252185267,9812,314,298
5120,16,nt,23460154359,866,480,10512,314,292
6144,16,nt,19063797687,2059,1677,8181,317,280
524288,16,nt,6382799470,488282,48416,10297,319,285
7168,16,tt,3624766475,591002300,46917772,8016,311,292
6144,16,tt,3890201921,740307599,20328510,7874,309,291
2048,16,tt,4991056227,1047364546,192654,8589,307,290
2048,16,nt,27706244568,203,55,8478,318,293
131072,16,tt,4968092500,252192950,250050699,8843,303,286
7168,16,nt,15271116034,548,206,9453,330,294
3072,16,nt,27006832610,405,121,8994,308,284
131072,16,nt,6407874912,156612,8314,8499,309,291
8192,16,tt,4092853812,577196573,80563271,7684,311,291
12288,16,tt,5004398391,457032369,179282440,7537,313,294
3072,16,tt,4916471003,1031262257,310599,7456,307,287
8192,16,nt,14911107903,812,279,9059,310,291
12288,16,nt,11772060611,1638,984,10263,311,293
262144,16,nt,6392132943,487383,16921,9695,314,292
5120,16,tt,4991274541,913894438,39666761,7744,313,287
4096,16,tt,5004441742,1023250618,8321055,8182,319,298
32768,16,nt,7450919834,6486,4963,7913,308,291
65536,16,nt,6432826851,14439,9424,8027,312,289
524288,16,nt,6382253483,488072,44014,10019,314,290
7168,16,tt,3666537779,591002332,49262525,8410,314,287
131072,16,tt,4968402930,252190145,250040747,8318,314,292
262144,16,tt,4997697025,252193449,252183761,10261,315,292
16384,16,tt,4980203907,371680128,207013351,8798,306,292
5120,16,tt,4629280039,913894398,15364117,8862,308,287
3072,16,tt,4914310245,1031259226,205083,7180,309,289
524288,16,tt,4986342140,252195858,252187895,9984,307,291
32768,16,tt,4970230303,290528289,234161031,9672,305,287
5120,16,nt,23487051040,492,188,8412,304,287
12288,16,nt,11761045089,985,329,9098,320,292
65536,16,tt,4752066747,252195822,235310382,8428,316,285
32768,16,nt,7438935809,1356,74,7532,324,303
3072,16,nt,27017667127,269,80,9126,312,286
65536,16,nt,6431572656,14146,10649,8773,310,292
8192,16,tt,4140301966,577195634,85381565,7994,314,292
262144,16,nt,6394069347,482485,13490,9533,296,279
6144,16,nt,19118846590,612,131,9189,308,294
6144,16,tt,4069229387,740307787,31800604,9843,319,292
4096,16,nt,26682388846,562,200,8132,311,293
4096,16,tt,4877152700,1023249729,219225,8309,307,292
7168,16,nt,15214501866,735,368,9191,319,291
8192,16,nt,14847091242,629,136,10054,314,288
2048,16,tt,4991293141,1047364552,207883,7937,322,287
2048,16,nt,27298773355,229,46,8203,335,289
16384,16,nt,9564292548,940,382,8680,316,290
12288,16,tt,4998019580,457033752,179824169,7750,311,292
131072,16,nt,6407841096,125963,7565,8817,314,298
65536,16,nt,6431414113,7629,4248,8583,318,289
131072,16,tt,4965174261,252192902,250039123,12267,351,317
16384,16,nt,9554746016,869,232,8792,327,294
12288,16,nt,11768246228,668,177,8511,307,285
262144,16,nt,6392241695,487437,24068,8626,309,293
7168,16,nt,15260982270,1248,855,9403,317,294
8192,16,tt,4130715102,577196488,81980774,7659,310,286
65536,16,tt,4758773577,252184469,235338963,9367,310,285
131072,16,nt,6408239440,108131,7824,9074,307,287
6144,16,nt,19133002447,1885,1451,7435,317,299
32768,16,tt,4966908629,290530445,234130610,8225,312,288
3072,16,tt,4914376423,1031259210,208877,7910,324,291
16384,16,tt,4974994716,371677757,206487041,8002,316,292
262144,16,tt,4997980330,252193697,252183401,10289,312,293
3072,16,nt,27038737479,379,105,7702,314,290
32768,16,nt,7438139845,3645,2718,8590,322,294
2048,16,nt,27554283644,216,44,7513,315,286
2048,16,tt,4991411417,1047364574,212999,8986,314,290
5120,16,nt,23604683232,1028,674,8025,314,291
6144,16,tt,3949409472,740307679,24733820,8247,315,286
12288,16,tt,5000204448,457036695,180209294,7573,305,286
8192,16,nt,14864464909,2196,1921,8280,316,292
4096,16,nt,26732501443,461,151,9792,315,290
524288,16,tt,4986466009,252195801,252188468,10003,310,274
5120,16,tt,5530526896,913894840,74406752,8267,307,292
7168,16,tt,3529094904,591001507,43099340,8910,310,293
4096,16,tt,5158332246,1023252241,18253296,7695,307,294
524288,16,nt,6383285853,488272,57209,9977,318,291
5120,16,tt,4657158183,913894189,17814088,7880,317,292
5120,16,nt,23617890595,534,223,8441,323,288
131072,16,tt,4965517311,252194394,250046748,9272,319,294
7168,16,nt,15264425741,683,244,8133,310,285
32768,16,nt,7453198318,4743,2956,8510,308,287
32768,16,tt,4965229315,290529846,234230432,8770,305,287
6144,16,nt,19193723687,861,516,8049,314,285
524288,16,nt,6382759038,488643,61866,8573,325,290
3072,16,tt,4916426099,1031259185,313895,10069,303,286
8192,16,tt,4092914762,577198855,80641216,9110,322,291
2048,16,tt,4989996752,1047364534,143862,8312,307,291
8192,16,nt,14907138691,639,132,7797,319,286
65536,16,nt,6433455866,3953,351,8603,305,290
16384,16,nt,9558342770,975,209,8804,306,290
6144,16,tt,3884473069,740307381,21414156,7933,306,290
12288,16,nt,11775792589,1072,471,8818,311,293
3072,16,nt,27017066145,392,141,8346,318,293
4096,16,tt,5423883259,1023257114,35210888,7275,310,286
262144,16,nt,6392833184,479818,13620,8821,309,292
12288,16,tt,4994548631,457033254,179532498,7756,305,290
131072,16,nt,6408503719,84872,370,9153,325,288
262144,16,tt,4996088099,252197704,252189717,10899,319,292
16384,16,tt,4966229999,371679180,206413166,7875,311,292
4096,16,nt,26734826002,472,162,8456,316,292
2048,16,nt,27356309915,280,40,9656,299,288
65536,16,tt,4757246318,252186845,235456797,9898,312,291
524288,16,tt,4994087079,252192915,252185708,10675,303,286
7168,16,tt,3609623044,591002038,45991731,9436,318,286
7168,16,nt,15230144973,2628,2226,8684,320,296
262144,16,nt,6392328637,484382,13194,8633,308,287
16384,16,nt,9570382478,804,176,7710,305,292
524288,16,tt,4985932848,252195567,252188249,11972,311,283
3072,16,nt,27038972146,375,103,8587,316,286
65536,16,nt,6431699980,8868,4341,8362,316,295
6144,16,tt,4063964765,740307808,32063217,8805,304,282
2048,16,tt,4990874448,1047364526,189524,9340,323,293
5120,16,nt,23630288499,587,227,7481,308,291
131072,16,nt,6407640511,159161,6906,9230,299,279
524288,16,nt,6381768015,488234,59500,8209,314,290
4096,16,nt,26868580412,801,483,8531,315,294
16384,16,tt,4962182860,371675744,206623162,7095,305,291
5120,16,tt,4461402824,913893935,5964358,8409,313,292
4096,16,tt,4881432270,1023249827,362350,8334,313,292
7168,16,tt,3594305143,591005360,46664322,8336,328,292
12288,16,nt,11761734590,669,292,8581,313,289
131072,16,tt,4967525195,252191667,250045549,9680,319,285
8192,16,nt,14860142320,959,521,8351,298,290
6144,16,nt,19015194225,1111,768,9329,311,286
8192,16,tt,4044479322,577195745,78212510,8594,301,278
65536,16,tt,4757448849,252188572,235347393,9158,307,288
12288,16,tt,5009306473,457035067,179788577,8118,313,293
2048,16,nt,27365549085,231,63,9562,332,291
32768,16,nt,7439877739,3650,2577,8237,311,292
262144,16,tt,4996567332,252197371,252188676,9341,318,288
32768,16,tt,4965424302,290527405,234222278,7429,303,283
3072,16,tt,4915564218,1031261874,278824,8230,320,291
12288,16,tt,4996016344,457033982,179174802,8024,316,289
524288,16,nt,6383011598,488248,58040,9872,300,287
5120,16,tt,4604078417,913894117,15032028,8180,316,295
524288,16,tt,4989514533,252195303,252188563,9751,296,285
4096,16,nt,26834892258,456,114,8381,304,290
4096,16,tt,4879266286,1023249848,332208,7296,312,293
32768,16,tt,4971522062,290524487,234202266,8436,305,290
6144,16,tt,3856140649,740307453,19182883,10091,313,290
16384,16,nt,9556259229,741,148,9325,306,288
2048,16,tt,4991510696,1047364540,215661,8225,304,285
262144,16,nt,6391761155,480712,792,8867,317,292
131072,16,tt,4968578826,252191573,250066076,9742,308,284
65536,16,nt,6430557670,7668,4104,9871,316,285
7168,16,nt,15185746040,894,522,8592,314,293
131072,16,nt,6406261314,167132,2717,9254,315,287
8192,16,tt,4015074705,577197068,76582766,7961,316,297
262144,16,tt,4998898062,252197029,252188373,9444,316,293
3072,16,tt,4913815490,1031259200,171282,9138,317,282
5120,16,nt,23641659749,546,83,9222,308,290
8192,16,nt,14818202525,1053,681,8789,318,287
12288,16,nt,11785401108,886,396,8019,301,291
16384,16,tt,4964995088,371675196,206489334,7822,312,289
2048,16,nt,27311440596,201,44,7930,310,293
65536,16,tt,4754456910,252187326,235323745,8613,312,287
6144,16,nt,19025231734,463,16,7380,307,292
3072,16,nt,27032690104,430,117,8786,301,286
32768,16,nt,7437722039,1325,125,10140,314,288
7168,16,tt,3590657944,591001755,45960770,8917,310,288
131072,16,tt,4964779553,252196563,250063102,9808,309,294
7168,16,nt,15277386549,449,126,8844,315,294
8192,16,nt,14830283876,1299,1045,8047,314,287
5120,16,nt,23440481478,781,304,9491,323,288
524288,16,tt,4988737492,252196816,252189457,8988,309,294
32768,16,nt,7437540417,1514,221,8831,326,294
262144,16,tt,4996959987,252197388,252190009,8838,315,294
131072,16,nt,6405748415,176029,7817,9257,315,286
12288,16,tt,4985121912,457037432,178208091,7768,305,291
16384,16,nt,9555558007,1008,309,8866,317,296
5120,16,tt,4795576234,913894236,27592533,8222,310,285
6144,16,tt,3944510284,740307524,25629842,7336,311,285
3072,16,tt,4914316344,1031262202,197072,7485,307,287
16384,16,tt,4960533035,371673246,206568346,8572,319,291
65536,16,tt,4750414935,252187533,235336970,8638,321,291
2048,16,tt,4989627203,1047364627,115188,7715,298,286
7168,16,tt,3644940571,591001587,48759173,8477,314,292
8192,16,tt,3990074343,577195537,75053967,9278,313,287
6144,16,nt,19047155362,772,311,8722,306,290
2048,16,nt,27366782163,233,62,8319,315,292
524288,16,nt,6381429307,488173,92416,9964,308,290
3072,16,nt,27059610097,347,145,8510,319,285
4096,16,tt,4877812901,1023247029,256616,8423,307,280
262144,16,nt,6392854350,483397,14697,8307,312,292
4096,16,nt,26878455460,1143,702,8919,299,291
32768,16,tt,4967433344,290524920,234112793,10240,316,290
12288,16,nt,11773491329,1958,1401,8240,306,286
65536,16,nt,6431448323,12341,9021,7921,306,289
262144,16,tt,4997981146,252192936,252182957,9262,311,286
16384,16,nt,9553395400,812,214,9758,327,289
131072,16,nt,6408297454,141552,8325,8659,311,282
32768,16,tt,4963392452,290531985,234094573,8679,305,281
8192,16,nt,14923093412,1065,411,8706,313,289
5120,16,nt,23614599503,495,111,8866,305,286
4096,16,tt,4877845757,1023246896,253997,7839,317,285
2048,16,tt,4988252675,1047364536,34174,6855,315,291
3072,16,nt,27144680777,316,39,7789,310,285
