4096,1201124396
5120,1492296780
6144,1356385298
7168,1567537150
8192,1776751670
12288,2763069067
4096,1277372760
5120,1527591891
6144,1753328225
7168,2442792089
8192,3152430847
12288,2758683212
4096,1203715056
5120,1380509804
6144,1633752890
7168,1549094584
8192,3345559496
12288,2754462258
4096,1265586673
5120,1466392274
6144,2196926088
7168,2346142419
8192,3159978449
12288,2758071821
4096,1200201776
5120,1434661572
6144,1841411063
7168,2561519104
8192,1778297643
12288,2763104800
4096,1200238193
5120,1313587756
6144,1855627656
7168,2591790213
8192,1843277903
12288,2759489331
4096,1339491623
5120,1327229886
6144,1785110121
7168,2467575661
8192,3294992860
12288,2762333665
4096,1265861524
5120,1325191727
6144,1373453414
7168,2340512573
8192,1760691249
12288,2738856600
4096,1335361804
5120,1318614170
6144,1858277360
7168,2676751546
8192,1790361690
12288,2734991305
4096,1200800470
5120,1436283579
6144,1791657382
7168,2753827849
8192,1738563829
12288,2759573648
4096,1204339956
5120,1509565298
6144,1846871413
7168,2664187675
8192,1751906136
12288,2758263613
4096,1200983806
5120,1380790982
6144,1807566785
7168,2741988158
8192,1810364643
12288,2753387751
4096,1345998657
5120,1254492607
6144,1814669818
7168,1507897229
8192,1716381356
12288,2730714733
4096,1203125705
5120,1357435888
6144,1562664564
7168,1573440290
8192,3272228511
12288,2756361100
4096,1201641501
5120,1206582405
6144,1378100158
7168,2663798690
8192,1793997859
12288,2751957199
4096,1201101503
5120,1272437371
6144,1900316532
7168,2591885963
8192,1777900805
12288,2749997484
4096,1200883931
5120,1424382381
6144,1614589690
7168,1530639666
8192,1755160870
12288,2749524179
4096,1201317990
5120,1387312733
6144,1749708858
7168,1563890321
8192,1812098890
12288,2755348530
4096,1265442862
5120,1314423333
6144,1275135755
7168,1475756771
8192,1764929023
12288,2757559005
4096,1269607798
5120,1322774616
6144,1359150320
7168,2637391527
8192,1747791586
12288,2762212022
4096,1265288785
5120,1317276989
6144,1791591597
7168,2575160789
8192,3316948353
12288,2756718725
4096,1265635911
5120,1374091666
6144,1846378295
7168,2342958229
8192,1709296083
12288,2766974155
4096,1265430516
5120,1487460296
6144,1706199958
7168,2556974503
8192,1817247843
12288,2729098387
4096,1202128442
5120,1416919758
6144,1539338700
7168,2328259110
8192,1742176656
12288,2759838338
4096,1201476347
5120,1435364454
6144,1903382725
7168,1540270066
8192,1778051497
12288,2758763877
4096,1210027918
5120,1318944471
6144,1975411588
7168,2547447612
8192,1822409443
12288,2732064632
4096,1204788999
5120,1257604605
6144,1345154357
7168,1576748346
8192,1805229585
12288,2764301259
4096,1200206269
5120,1462919098
6144,1584428414
7168,1575212844
8192,1783751853
12288,2768961396
4096,1202478232
5120,1257479998
6144,1645768718
7168,2383043273
8192,3413017175
12288,2745770068
4096,1266949857
5120,1390624147
6144,1889990719
7168,1680005603
8192,1798910397
12288,2757908784
4096,1200680341
5120,1381261649
6144,1744333049
7168,2700669997
8192,3352996676
12288,2761418450
4096,1205859408
5120,1320851174
6144,1753808432
7168,1499249652
8192,1778497262
12288,2758659632
4096,1200224452
5120,1473600074
6144,1803584275
7168,1499507921
8192,1773954727
12288,2757340049
4096,1202247194
5120,1259969087
6144,1929376604
7168,2645738997
8192,3085218942
12288,2746625083
4096,1205546632
5120,1314467225
6144,1490330493
7168,2554422532
8192,1785700288
12288,2757546337
4096,1200318681
5120,1223889828
6144,1771156475
7168,1526796351
8192,1758288933
12288,2741823424
4096,1267575599
5120,1266295013
6144,1852896930
7168,1549272481
8192,3362737441
12288,2742835160
4096,1201356128
5120,1467060398
6144,1392470685
7168,2409747160
8192,1748562414
12288,2749979234
4096,1201787089
5120,1209643355
6144,1335362128
7168,1486127734
8192,1739399837
12288,2751506996
4096,1209474712
5120,1427187294
6144,1817808489
7168,2216957313
8192,1766348412
12288,2751541092
4096,1335397647
5120,1457802755
6144,2059128018
7168,2311855093
8192,1794651405
12288,2748537561
4096,1200183931
5120,1495858374
6144,2149465743
7168,2594876804
8192,3365054876
12288,2745786234
4096,1201211282
5120,1540243819
6144,1347219643
7168,1497209081
8192,1815202286
12288,2751946010
4096,1201137633
5120,1315281839
6144,2081144504
7168,1541173296
8192,1791484155
12288,2749589921
4096,1204431089
5120,1260338883
6144,1750590703
7168,2597253233
8192,3444297744
12288,2731786390
4096,1255860891
5120,1356205291
6144,1375536042
7168,2623152418
8192,3362386804
12288,2765688124
4096,1203251807
5120,1246472708
6144,1771944657
7168,2565303304
8192,1740279227
12288,2755660058
4096,1200904192
5120,1485344261
6144,1735720212
7168,1536708326
8192,3435872362
12288,2754619870
4096,1268118583
5120,1478466711
6144,1933442080
7168,1568867918
8192,1793610666
12288,2743720273
4096,1269136128
5120,1528502487
6144,1412928017
7168,1505999251
8192,1749080612
12288,2765705022
